"","bin_arch","sample","sum","bin_arch_name"
"1249","_1.1.4_","T332",2798.73597413,"ATP_synthase_chloroplastic"
"1250","_1.1.4_","T373",5571.56938952,"ATP_synthase_chloroplastic"
"1251","_1.1.4_","T374",4364.10029046,"ATP_synthase_chloroplastic"
"1252","_1.1.4_","T403",2656.97337903,"ATP_synthase_chloroplastic"
"1253","_1.1.4_","T405",3825.93602273,"ATP_synthase_chloroplastic"
"1254","_1.1.4_","T406",7098.07170082,"ATP_synthase_chloroplastic"
"1255","_1.1.4_","YG020",2468.23503917,"ATP_synthase_chloroplastic"
"1256","_1.1.4_","YG021",5766.92728657,"ATP_synthase_chloroplastic"
"1257","_1.1.4_","YG029",960.394163096,"ATP_synthase_chloroplastic"
"1258","_1.1.4_","YG043",2640.3094441,"ATP_synthase_chloroplastic"
"1259","_1.1.4_","YG071",4665.8036314,"ATP_synthase_chloroplastic"
"1260","_1.1.4_","YG075",2099.10861427,"ATP_synthase_chloroplastic"
"1261","_1.1.4_","YG076",4117.43916375,"ATP_synthase_chloroplastic"
"1262","_1.1.4_","YG188",3781.375415599,"ATP_synthase_chloroplastic"
"1263","_1.1.4_","BINCODE",0,"ATP_synthase_chloroplastic"
"1264","_1.1.4_","NAME",0,"ATP_synthase_chloroplastic"
"1265","_1.1.5_","KG077",211.331600024,NA
"1266","_1.1.5_","KG106",310.596735645,NA
"1267","_1.1.5_","KG122",285.74977065,NA
"1268","_1.1.5_","QL136",495.533344364,NA
"1269","_1.1.5_","QL151",128.672208266,NA
"1270","_1.1.5_","QL185",438.261168087,NA
"1271","_1.1.5_","QL229",334.162688031,NA
"1272","_1.1.5_","QL236",490.013583774,NA
"1273","_1.1.5_","QL304",230.23248934,NA
"1274","_1.1.5_","QL306",270.114485403,NA
"1275","_1.1.5_","RH006",487.649483686,NA
"1276","_1.1.5_","RH060",172.548826935,NA
"1277","_1.1.5_","RH063",596.606340335,NA
"1278","_1.1.5_","RH097",248.436105699,NA
"1279","_1.1.5_","T022",555.481400055,NA
"1280","_1.1.5_","T054",231.72699259,NA
"1281","_1.1.5_","T157",911.819676883,NA
"1282","_1.1.5_","T162",569.648144097,NA
"1283","_1.1.5_","T166",476.65912792,NA
"1284","_1.1.5_","T319",131.19312116,NA
"1285","_1.1.5_","YG055",473.391446907,NA
"1286","_1.1.5_","YG056",449.472265948,NA
"1287","_1.1.5_","YG082",199.686245715,NA
"1288","_1.1.5_","YG135",566.15191246,NA
"1289","_1.1.5_","KG022",258.170648447,NA
"1290","_1.1.5_","KG024",275.524669467,NA
"1291","_1.1.5_","KG038",278.966490751,NA
"1292","_1.1.5_","KG049",364.830837609,NA
"1293","_1.1.5_","KG079",338.018080841,NA
"1294","_1.1.5_","KG081",356.887639537,NA
"1295","_1.1.5_","KG123",279.721661683,NA
"1296","_1.1.5_","KG133",228.531237414,NA
"1297","_1.1.5_","KG137",307.221041536,NA
"1298","_1.1.5_","QL111",165.82593727,NA
"1299","_1.1.5_","QL116",99.53202712,NA
"1300","_1.1.5_","QL137",235.401232314,NA
"1301","_1.1.5_","QL139",259.913734337,NA
"1302","_1.1.5_","QL149",231.276856157,NA
"1303","_1.1.5_","QL175",303.965632956,NA
"1304","_1.1.5_","QL184",307.196043718,NA
"1305","_1.1.5_","QL186",186.672893385,NA
"1306","_1.1.5_","QL228",586.675524235,NA
"1307","_1.1.5_","QL234",393.229451668,NA
"1308","_1.1.5_","QL305",377.837251412,NA
"1309","_1.1.5_","QL307",505.460608881,NA
"1310","_1.1.5_","QL314",463.134386137,NA
"1311","_1.1.5_","QL330",329.327202393,NA
"1312","_1.1.5_","QL331",221.769530971,NA
"1313","_1.1.5_","QL333",169.974498924,NA
"1314","_1.1.5_","QL398",408.982556491,NA
"1315","_1.1.5_","QL453",266.772599653,NA
"1316","_1.1.5_","QL456",349.323420819,NA
"1317","_1.1.5_","RH056",444.606238506,NA
"1318","_1.1.5_","RH065",222.486420887,NA
"1319","_1.1.5_","RH101",497.421281556,NA
"1320","_1.1.5_","RH124",510.78270654,NA
"1321","_1.1.5_","T149",231.578694586,NA
"1322","_1.1.5_","T159",243.226626093,NA
"1323","_1.1.5_","T161",683.156643465,NA
"1324","_1.1.5_","T219",538.455755761,NA
"1325","_1.1.5_","T221",895.74077761,NA
"1326","_1.1.5_","T245",592.000639888,NA
"1327","_1.1.5_","T331",568.029760071,NA
"1328","_1.1.5_","T336",925.673627863,NA
"1329","_1.1.5_","T376",407.45323662,NA
"1330","_1.1.5_","T377",338.828171371,NA
"1331","_1.1.5_","T382",566.834862413,NA
"1332","_1.1.5_","T397",660.093499697,NA
"1333","_1.1.5_","YG054",311.483012863,NA
"1334","_1.1.5_","YG080",472.619167898,NA
"1335","_1.1.5_","YG186",171.259783554,NA
"1336","_1.1.5_","YG202",452.740981165,NA
"1337","_1.1.5_","KG083",704.331050816,NA
"1338","_1.1.5_","KG105",523.113193944,NA
"1339","_1.1.5_","KG143",419.227707804,NA
"1340","_1.1.5_","QL132",244.427221877,NA
"1341","_1.1.5_","QL321",406.583259399,NA
"1342","_1.1.5_","QL328",290.522623349,NA
"1343","_1.1.5_","QL411",306.518152694,NA
"1344","_1.1.5_","QL449",439.365003888,NA
"1345","_1.1.5_","RH003",438.231124038,NA
"1346","_1.1.5_","RH011",201.62933428,NA
"1347","_1.1.5_","T023",447.539689081,NA
"1348","_1.1.5_","T053",128.158442232,NA
"1349","_1.1.5_","T153",417.959955597,NA
"1350","_1.1.5_","T218",298.097567607,NA
"1351","_1.1.5_","T242",274.626532206,NA
"1352","_1.1.5_","T243",515.414676128,NA
"1353","_1.1.5_","T372",629.627322518,NA
"1354","_1.1.5_","YG017",165.698982728,NA
"1355","_1.1.5_","YG044",551.845060262,NA
"1356","_1.1.5_","YG045",382.359727354,NA
"1357","_1.1.5_","YG081",370.4235498,NA
"1358","_1.1.5_","YG121",475.715620764,NA
"1359","_1.1.5_","YG136",433.091895858,NA
"1360","_1.1.5_","KG078",152.731524553,NA
"1361","_1.1.5_","KG082",570.729136076,NA
"1362","_1.1.5_","KG101",162.293656226,NA
"1363","_1.1.5_","QL106",358.607829261,NA
"1364","_1.1.5_","QL110",219.516721876,NA
"1365","_1.1.5_","QL133",248.557629287,NA
"1366","_1.1.5_","QL135",183.68146907,NA
"1367","_1.1.5_","QL140",210.756064406,NA
"1368","_1.1.5_","QL170",286.973237759,NA
"1369","_1.1.5_","QL172",272.402649413,NA
"1370","_1.1.5_","QL327",266.618775633,NA
"1371","_1.1.5_","QL406",310.897864959,NA
"1372","_1.1.5_","RH057",291.688946076,NA
"1373","_1.1.5_","RH122",282.469014788,NA
"1374","_1.1.5_","T158",258.240927644,NA
"1375","_1.1.5_","T165",307.105665168,NA
"1376","_1.1.5_","T222",805.256447302,NA
"1377","_1.1.5_","T241",363.568136627,NA
"1378","_1.1.5_","T249",142.574801918,NA
"1379","_1.1.5_","T320",392.474313595,NA
"1380","_1.1.5_","T321",295.466628247,NA
"1381","_1.1.5_","T323",362.380282041,NA
"1382","_1.1.5_","T333",146.249403531,NA
"1383","_1.1.5_","T339",626.299046701,NA
"1384","_1.1.5_","KG135",336.210563062,NA
"1385","_1.1.5_","KG139",332.492201825,NA
"1386","_1.1.5_","KG142",387.153356726,NA
"1387","_1.1.5_","QL108",205.809794451,NA
"1388","_1.1.5_","QL112",198.093297873,NA
"1389","_1.1.5_","QL144",205.919685924,NA
"1390","_1.1.5_","QL147",67.531107701,NA
"1391","_1.1.5_","QL152",119.732702389,NA
"1392","_1.1.5_","QL235",371.493797681,NA
"1393","_1.1.5_","QL240",383.292491492,NA
"1394","_1.1.5_","QL243",173.081556146,NA
"1395","_1.1.5_","QL315",260.361026417,NA
"1396","_1.1.5_","QL319",416.649773062,NA
"1397","_1.1.5_","QL412",357.2994799,NA
"1398","_1.1.5_","QL454",209.563737679,NA
"1399","_1.1.5_","QL455",304.139422927,NA
"1400","_1.1.5_","RH055",530.08744815,NA
"1401","_1.1.5_","T019",171.976609177,NA
"1402","_1.1.5_","T049",202.157342206,NA
"1403","_1.1.5_","T050",229.254854638,NA
"1404","_1.1.5_","T145",307.227904283,NA
"1405","_1.1.5_","T150",517.51051264,NA
"1406","_1.1.5_","T225",515.21551437,NA
"1407","_1.1.5_","T251",364.047344258,NA
"1408","_1.1.5_","T398",359.22425542,NA
"1409","_1.1.5_","YG018",281.915945223,NA
"1410","_1.1.5_","YG077",351.025050787,NA
"1411","_1.1.5_","KG036",378.071730849,NA
"1412","_1.1.5_","KG050",708.388453862,NA
"1413","_1.1.5_","KG102",161.83058766,NA
"1414","_1.1.5_","KG107",314.549387798,NA
"1415","_1.1.5_","KG117",444.881606028,NA
"1416","_1.1.5_","KG121",196.85337321,NA
"1417","_1.1.5_","QL114",156.631379505,NA
"1418","_1.1.5_","QL141",193.98558324,NA
"1419","_1.1.5_","QL145",136.519871411,NA
"1420","_1.1.5_","QL227",634.937239958,NA
"1421","_1.1.5_","QL230",512.591707908,NA
"1422","_1.1.5_","QL233",666.805136612,NA
"1423","_1.1.5_","QL309",269.686257622,NA
"1424","_1.1.5_","QL318",420.764796131,NA
"1425","_1.1.5_","QL332",303.161569775,NA
"1426","_1.1.5_","QL400",321.357139922,NA
"1427","_1.1.5_","QL402",373.082793599,NA
"1428","_1.1.5_","QL404",115.87546006,NA
"1429","_1.1.5_","QL407",197.344354727,NA
"1430","_1.1.5_","QL448",512.538297568,NA
"1431","_1.1.5_","RH007",576.639251092,NA
"1432","_1.1.5_","RH061",343.850553352,NA
"1433","_1.1.5_","RH100",141.940605175,NA
"1434","_1.1.5_","T021",451.754204053,NA
"1435","_1.1.5_","T058",730.00390412,NA
"1436","_1.1.5_","T146",341.529068818,NA
"1437","_1.1.5_","T167",337.497564154,NA
"1438","_1.1.5_","T341",840.735527171,NA
"1439","_1.1.5_","YG022",521.298053618,NA
"1440","_1.1.5_","YG030",139.27620637,NA
"1441","_1.1.5_","YG070",372.90934926,NA
"1442","_1.1.5_","YG072",338.063043092,NA
"1443","_1.1.5_","YG187",469.054685907,NA
"1444","_1.1.5_","KG037",392.472300561,NA
"1445","_1.1.5_","KG051",1015.506064577,NA
"1446","_1.1.5_","KG103",477.903057546,NA
"1447","_1.1.5_","KG118",423.979786831,NA
"1448","_1.1.5_","KG119",506.520618627,NA
"1449","_1.1.5_","QL107",357.343631902,NA
"1450","_1.1.5_","QL115",511.875888216,NA
"1451","_1.1.5_","QL134",158.521482865,NA
"1452","_1.1.5_","QL143",299.555259585,NA
"1453","_1.1.5_","QL148",609.71944575,NA
"1454","_1.1.5_","QL156",124.081648816,NA
"1455","_1.1.5_","QL174",302.887874039,NA
"1456","_1.1.5_","QL226",566.862110699,NA
"1457","_1.1.5_","QL242",685.633618606,NA
"1458","_1.1.5_","QL308",449.533197921,NA
"1459","_1.1.5_","QL311",335.067303585,NA
"1460","_1.1.5_","QL312",198.567751126,NA
"1461","_1.1.5_","QL313",600.131017861,NA
"1462","_1.1.5_","QL326",269.029302792,NA
"1463","_1.1.5_","QL408",226.869560554,NA
"1464","_1.1.5_","QL410",745.567696277,NA
"1465","_1.1.5_","QL415",469.689245993,NA
"1466","_1.1.5_","RH010",360.888677104,NA
"1467","_1.1.5_","RH064",312.852951643,NA
"1468","_1.1.5_","RH096",295.226084878,NA
"1469","_1.1.5_","RH098",414.220233344,NA
"1470","_1.1.5_","RH104",325.719726626,NA
"1471","_1.1.5_","RH117",505.893745781,NA
"1472","_1.1.5_","RH120",418.905403824,NA
"1473","_1.1.5_","RH121",269.033870134,NA
"1474","_1.1.5_","RH125",265.027160685,NA
"1475","_1.1.5_","T017",445.735594338,NA
"1476","_1.1.5_","T147",622.121841337,NA
"1477","_1.1.5_","T151",116.368831851,NA
"1478","_1.1.5_","T163",519.196923992,NA
"1479","_1.1.5_","T217",831.793876759,NA
"1480","_1.1.5_","T223",320.253722235,NA
"1481","_1.1.5_","T226",698.619375187,NA
"1482","_1.1.5_","T247",785.991510289,NA
"1483","_1.1.5_","T324",411.772252353,NA
"1484","_1.1.5_","T325",86.683861939,NA
"1485","_1.1.5_","T329",209.107774791,NA
"1486","_1.1.5_","T340",755.348681997,NA
"1487","_1.1.5_","T378",516.79224777,NA
"1488","_1.1.5_","T399",313.662137439,NA
"1489","_1.1.5_","T402",787.372296908,NA
"1490","_1.1.5_","YG169",272.359392832,NA
"1491","_1.1.5_","YG170",308.734248068,NA
"1492","_1.1.5_","KG141",236.944174894,NA
"1493","_1.1.5_","QL142",321.886314432,NA
"1494","_1.1.5_","QL154",216.174362511,NA
"1495","_1.1.5_","QL173",282.63337554,NA
"1496","_1.1.5_","QL239",499.704432776,NA
"1497","_1.1.5_","QL329",204.990810682,NA
"1498","_1.1.5_","QL403",471.417133031,NA
"1499","_1.1.5_","QL414",331.845883945,NA
"1500","_1.1.5_","QL416",112.45996897,NA
"1501","_1.1.5_","QL451",491.544385914,NA
"1502","_1.1.5_","T154",522.946706706,NA
"1503","_1.1.5_","T381",452.258937688,NA
"1504","_1.1.5_","YG019",193.004828592,NA
"1505","_1.1.5_","YG031",179.8869519,NA
"1506","_1.1.5_","YG168",164.88479666,NA
"1507","_1.1.5_","QL130",489.99276254,NA
"1508","_1.1.5_","QL320",255.681655551,NA
"1509","_1.1.5_","QL405",306.071789123,NA
"1510","_1.1.5_","RH009",322.949179398,NA
"1511","_1.1.5_","RH102",417.401287261,NA
"1512","_1.1.5_","T327",508.401915802,NA
"1513","_1.1.5_","YG120",752.227976855,NA
"1514","_1.1.5_","YG203",492.89150501,NA
"1515","_1.1.5_","RH119",294.732872249,NA
"1516","_1.1.5_","T051",574.337281476,NA
"1517","_1.1.5_","T250",387.685024507,NA
"1518","_1.1.5_","YG084",109.772419272,NA
"1519","_1.1.5_","YG085",334.91031235,NA
"1520","_1.1.5_","YG086",251.475543415,NA
"1521","_1.1.5_","YG125",679.031509855,NA
"1522","_1.1.5_","YG127",352.355505639,NA
"1523","_1.1.5_","YG129",390.651331867,NA
"1524","_1.1.5_","YG137",327.40198489,NA
"1525","_1.1.5_","QL138",213.027854975,NA
"1526","_1.1.5_","QL155",219.162067889,NA
"1527","_1.1.5_","QL316",231.228907083,NA
"1528","_1.1.5_","T337",298.575918457,NA
"1529","_1.1.5_","YG123",471.341884274,NA
"1530","_1.1.5_","YG124",361.253851701,NA
"1531","_1.1.5_","KG134",550.080215904,NA
"1532","_1.1.5_","KG138",427.205263769,NA
"1533","_1.1.5_","QL131",457.219045282,NA
"1534","_1.1.5_","QL146",240.024865137,NA
"1535","_1.1.5_","QL150",95.989275638,NA
"1536","_1.1.5_","QL153",97.177182432,NA
"1537","_1.1.5_","QL171",129.327695924,NA
"1538","_1.1.5_","QL231",293.998350338,NA
"1539","_1.1.5_","QL232",446.534448933,NA
"1540","_1.1.5_","QL237",102.347020272,NA
"1541","_1.1.5_","QL238",403.222862304,NA
"1542","_1.1.5_","QL241",178.215126279,NA
"1543","_1.1.5_","QL325",171.984128062,NA
"1544","_1.1.5_","QL397",249.367534848,NA
"1545","_1.1.5_","QL401",218.389330868,NA
"1546","_1.1.5_","QL450",259.445526611,NA
"1547","_1.1.5_","QL452",125.389137516,NA
"1548","_1.1.5_","RH002",428.153966895,NA
"1549","_1.1.5_","RH005",171.51240161,NA
"1550","_1.1.5_","RH059",312.535428971,NA
"1551","_1.1.5_","RH099",92.947717433,NA
"1552","_1.1.5_","RH103",276.971791737,NA
"1553","_1.1.5_","RH118",404.484045223,NA
"1554","_1.1.5_","RH123",479.875252874,NA
"1555","_1.1.5_","T013",286.041525803,NA
"1556","_1.1.5_","T014",354.870917891,NA
"1557","_1.1.5_","T015",450.957568002,NA
"1558","_1.1.5_","T018",231.62474456,NA
"1559","_1.1.5_","T055",471.58959076,NA
"1560","_1.1.5_","T057",289.334302958,NA
"1561","_1.1.5_","T155",311.148970899,NA
"1562","_1.1.5_","T227",265.107794828,NA
"1563","_1.1.5_","T246",259.553200524,NA
"1564","_1.1.5_","T328",510.272361548,NA
"1565","_1.1.5_","T332",281.108913234,NA
"1566","_1.1.5_","T373",317.066017543,NA
"1567","_1.1.5_","T374",252.446099662,NA
"1568","_1.1.5_","T403",246.54783119,NA
"1569","_1.1.5_","T405",254.743990671,NA
"1570","_1.1.5_","T406",627.438438537,NA
"1571","_1.1.5_","YG020",142.654589031,NA
"1572","_1.1.5_","YG021",498.924318944,NA
"1573","_1.1.5_","YG029",109.402686518,NA
"1574","_1.1.5_","YG043",201.266239581,NA
"1575","_1.1.5_","YG071",238.608211354,NA
"1576","_1.1.5_","YG075",150.982159841,NA
"1577","_1.1.5_","YG076",424.649639219,NA
"1578","_1.1.5_","YG188",338.886990778,NA
"1579","_1.1.5_","BINCODE",0,NA
"1580","_1.1.5_","NAME",0,NA
"1581","_1.1.6_","KG077",3.405399618,NA
"1582","_1.1.6_","KG106",6.474496522,NA
"1583","_1.1.6_","KG122",5.596913739,NA
"1584","_1.1.6_","QL136",28.504623557,NA
"1585","_1.1.6_","QL151",3.115856866,NA
"1586","_1.1.6_","QL185",9.423834519,NA
"1587","_1.1.6_","QL229",15.836565648,NA
"1588","_1.1.6_","QL236",15.968918778,NA
"1589","_1.1.6_","QL304",6.63161743,NA
"1590","_1.1.6_","QL306",6.080737688,NA
"1591","_1.1.6_","RH006",33.497506237,NA
"1592","_1.1.6_","RH060",13.357973112,NA
"1593","_1.1.6_","RH063",23.099762497,NA
"1594","_1.1.6_","RH097",6.816068932,NA
"1595","_1.1.6_","T022",17.068273487,NA
"1596","_1.1.6_","T054",7.377494842,NA
"1597","_1.1.6_","T157",21.184194888,NA
"1598","_1.1.6_","T162",19.798481766,NA
"1599","_1.1.6_","T166",12.422744965,NA
"1600","_1.1.6_","T319",3.619465836,NA
"1601","_1.1.6_","YG055",14.877997484,NA
"1602","_1.1.6_","YG056",15.37848766,NA
"1603","_1.1.6_","YG082",3.593954589,NA
"1604","_1.1.6_","YG135",17.541304671,NA
"1605","_1.1.6_","KG022",10.618114959,NA
"1606","_1.1.6_","KG024",9.950007289,NA
"1607","_1.1.6_","KG038",6.190103106,NA
"1608","_1.1.6_","KG049",13.982395479,NA
"1609","_1.1.6_","KG079",7.069258084,NA
"1610","_1.1.6_","KG081",14.893573101,NA
"1611","_1.1.6_","KG123",5.15674479,NA
"1612","_1.1.6_","KG133",3.205942122,NA
"1613","_1.1.6_","KG137",5.979697955,NA
"1614","_1.1.6_","QL111",1.701492734,NA
"1615","_1.1.6_","QL116",1.949159665,NA
"1616","_1.1.6_","QL137",16.052426815,NA
"1617","_1.1.6_","QL139",6.512268712,NA
"1618","_1.1.6_","QL149",5.653026208,NA
"1619","_1.1.6_","QL175",4.671082075,NA
"1620","_1.1.6_","QL184",4.870638988,NA
"1621","_1.1.6_","QL186",4.022698093,NA
"1622","_1.1.6_","QL228",32.131015449,NA
"1623","_1.1.6_","QL234",13.078436111,NA
"1624","_1.1.6_","QL305",9.816441251,NA
"1625","_1.1.6_","QL307",11.807494601,NA
"1626","_1.1.6_","QL314",9.235134268,NA
"1627","_1.1.6_","QL330",7.352135713,NA
"1628","_1.1.6_","QL331",5.942884061,NA
"1629","_1.1.6_","QL333",3.801599061,NA
"1630","_1.1.6_","QL398",7.57521839,NA
"1631","_1.1.6_","QL453",3.391982235,NA
"1632","_1.1.6_","QL456",6.638755762,NA
"1633","_1.1.6_","RH056",14.396833214,NA
"1634","_1.1.6_","RH065",4.45789523,NA
"1635","_1.1.6_","RH101",13.164998512,NA
"1636","_1.1.6_","RH124",28.992075809,NA
"1637","_1.1.6_","T149",7.349482661,NA
"1638","_1.1.6_","T159",5.977886944,NA
"1639","_1.1.6_","T161",21.078202479,NA
"1640","_1.1.6_","T219",14.952659247,NA
"1641","_1.1.6_","T221",22.41641533,NA
"1642","_1.1.6_","T245",26.399659232,NA
"1643","_1.1.6_","T331",33.479804722,NA
"1644","_1.1.6_","T336",46.985425326,NA
"1645","_1.1.6_","T376",20.885696431,NA
"1646","_1.1.6_","T377",14.522625275,NA
"1647","_1.1.6_","T382",37.294538456,NA
"1648","_1.1.6_","T397",18.867018597,NA
"1649","_1.1.6_","YG054",8.402212517,NA
"1650","_1.1.6_","YG080",8.723023253,NA
"1651","_1.1.6_","YG186",3.542601549,NA
"1652","_1.1.6_","YG202",9.60885147,NA
"1653","_1.1.6_","KG083",23.998521033,NA
"1654","_1.1.6_","KG105",10.549709101,NA
"1655","_1.1.6_","KG143",9.025943349,NA
"1656","_1.1.6_","QL132",16.487823338,NA
"1657","_1.1.6_","QL321",9.383417904,NA
"1658","_1.1.6_","QL328",8.0439609,NA
"1659","_1.1.6_","QL411",10.547056029,NA
"1660","_1.1.6_","QL449",10.087393788,NA
"1661","_1.1.6_","RH003",16.089050887,NA
"1662","_1.1.6_","RH011",8.872681477,NA
"1663","_1.1.6_","T023",13.960065624,NA
"1664","_1.1.6_","T053",6.592235964,NA
"1665","_1.1.6_","T153",13.028347753,NA
"1666","_1.1.6_","T218",9.78560989,NA
"1667","_1.1.6_","T242",12.567980274,NA
"1668","_1.1.6_","T243",27.508521576,NA
"1669","_1.1.6_","T372",44.273020088,NA
"1670","_1.1.6_","YG017",2.878281677,NA
"1671","_1.1.6_","YG044",37.337792858,NA
"1672","_1.1.6_","YG045",20.532228941,NA
"1673","_1.1.6_","YG081",7.744405689,NA
"1674","_1.1.6_","YG121",17.497838664,NA
"1675","_1.1.6_","YG136",15.751140112,NA
"1676","_1.1.6_","KG078",5.230537174,NA
"1677","_1.1.6_","KG082",32.766409731,NA
"1678","_1.1.6_","KG101",6.446821251,NA
"1679","_1.1.6_","QL106",8.630110076,NA
"1680","_1.1.6_","QL110",5.629180748,NA
"1681","_1.1.6_","QL133",25.252345804,NA
"1682","_1.1.6_","QL135",17.293201158,NA
"1683","_1.1.6_","QL140",9.207093299,NA
"1684","_1.1.6_","QL170",5.588071378,NA
"1685","_1.1.6_","QL172",6.274203179,NA
"1686","_1.1.6_","QL327",9.360415375,NA
"1687","_1.1.6_","QL406",13.90244247,NA
"1688","_1.1.6_","RH057",21.135016585,NA
"1689","_1.1.6_","RH122",27.506440413,NA
"1690","_1.1.6_","T158",13.215706932,NA
"1691","_1.1.6_","T165",15.693500216,NA
"1692","_1.1.6_","T222",33.025391683,NA
"1693","_1.1.6_","T241",30.874663309,NA
"1694","_1.1.6_","T249",10.118257127,NA
"1695","_1.1.6_","T320",14.816302806,NA
"1696","_1.1.6_","T321",11.154007221,NA
"1697","_1.1.6_","T323",22.886597527,NA
"1698","_1.1.6_","T333",9.584918206,NA
"1699","_1.1.6_","T339",44.621554797,NA
"1700","_1.1.6_","KG135",7.046678475,NA
"1701","_1.1.6_","KG139",14.620876237,NA
"1702","_1.1.6_","KG142",13.385043958,NA
"1703","_1.1.6_","QL108",6.042441842,NA
"1704","_1.1.6_","QL112",4.67425512,NA
"1705","_1.1.6_","QL144",6.585318331,NA
"1706","_1.1.6_","QL147",3.62942508,NA
"1707","_1.1.6_","QL152",7.086178857,NA
"1708","_1.1.6_","QL235",18.619575531,NA
"1709","_1.1.6_","QL240",17.214630309,NA
"1710","_1.1.6_","QL243",11.993145699,NA
"1711","_1.1.6_","QL315",11.158689608,NA
"1712","_1.1.6_","QL319",13.200281702,NA
"1713","_1.1.6_","QL412",15.920077971,NA
"1714","_1.1.6_","QL454",9.248314354,NA
"1715","_1.1.6_","QL455",9.965156009,NA
"1716","_1.1.6_","RH055",36.050882404,NA
"1717","_1.1.6_","T019",11.969086302,NA
"1718","_1.1.6_","T049",15.172006452,NA
"1719","_1.1.6_","T050",15.617768849,NA
"1720","_1.1.6_","T145",25.422617867,NA
"1721","_1.1.6_","T150",25.153085678,NA
"1722","_1.1.6_","T225",26.021473503,NA
"1723","_1.1.6_","T251",35.952433864,NA
"1724","_1.1.6_","T398",25.075686882,NA
"1725","_1.1.6_","YG018",7.897952537,NA
"1726","_1.1.6_","YG077",28.128570829,NA
"1727","_1.1.6_","KG036",6.179810903,NA
"1728","_1.1.6_","KG050",17.506776874,NA
"1729","_1.1.6_","KG102",2.753315013,NA
"1730","_1.1.6_","KG107",5.32833562,NA
"1731","_1.1.6_","KG117",9.166660669,NA
"1732","_1.1.6_","KG121",3.153821758,NA
"1733","_1.1.6_","QL114",3.294154639,NA
"1734","_1.1.6_","QL141",3.426382117,NA
"1735","_1.1.6_","QL145",3.043308431,NA
"1736","_1.1.6_","QL227",21.854618564,NA
"1737","_1.1.6_","QL230",21.966631646,NA
"1738","_1.1.6_","QL233",22.05644456,NA
"1739","_1.1.6_","QL309",7.149842036,NA
"1740","_1.1.6_","QL318",7.288466858,NA
"1741","_1.1.6_","QL332",6.926568636,NA
"1742","_1.1.6_","QL400",6.712484234,NA
"1743","_1.1.6_","QL402",6.37391418,NA
"1744","_1.1.6_","QL404",2.237192513,NA
"1745","_1.1.6_","QL407",5.683326115,NA
"1746","_1.1.6_","QL448",7.981983596,NA
"1747","_1.1.6_","RH007",25.199933362,NA
"1748","_1.1.6_","RH061",10.645571152,NA
"1749","_1.1.6_","RH100",3.689575914,NA
"1750","_1.1.6_","T021",14.535869519,NA
"1751","_1.1.6_","T058",20.709696792,NA
"1752","_1.1.6_","T146",10.023153113,NA
"1753","_1.1.6_","T167",8.566868004,NA
"1754","_1.1.6_","T341",30.16070577,NA
"1755","_1.1.6_","YG022",12.268230784,NA
"1756","_1.1.6_","YG030",2.990953796,NA
"1757","_1.1.6_","YG070",17.867028421,NA
"1758","_1.1.6_","YG072",11.000994321,NA
"1759","_1.1.6_","YG187",11.066487954,NA
"1760","_1.1.6_","KG037",8.307548416,NA
"1761","_1.1.6_","KG051",26.40135305,NA
"1762","_1.1.6_","KG103",7.362277596,NA
"1763","_1.1.6_","KG118",12.404410811,NA
"1764","_1.1.6_","KG119",11.47939638,NA
"1765","_1.1.6_","QL107",6.266799497,NA
"1766","_1.1.6_","QL115",8.770573775,NA
"1767","_1.1.6_","QL134",9.685038817,NA
"1768","_1.1.6_","QL143",5.526012994,NA
"1769","_1.1.6_","QL148",17.891131054,NA
"1770","_1.1.6_","QL156",3.322972211,NA
"1771","_1.1.6_","QL174",5.448328733,NA
"1772","_1.1.6_","QL226",26.250089472,NA
"1773","_1.1.6_","QL242",20.308386619,NA
"1774","_1.1.6_","QL308",9.485673597,NA
"1775","_1.1.6_","QL311",10.180125061,NA
"1776","_1.1.6_","QL312",3.759251977,NA
"1777","_1.1.6_","QL313",11.009373823,NA
"1778","_1.1.6_","QL326",6.297863142,NA
"1779","_1.1.6_","QL408",6.903088431,NA
"1780","_1.1.6_","QL410",23.753703271,NA
"1781","_1.1.6_","QL415",12.273911312,NA
"1782","_1.1.6_","RH010",12.8682546,NA
"1783","_1.1.6_","RH064",13.233322246,NA
"1784","_1.1.6_","RH096",17.998056825,NA
"1785","_1.1.6_","RH098",10.479142654,NA
"1786","_1.1.6_","RH104",18.28816171,NA
"1787","_1.1.6_","RH117",28.887772296,NA
"1788","_1.1.6_","RH120",22.468040387,NA
"1789","_1.1.6_","RH121",17.756690667,NA
"1790","_1.1.6_","RH125",12.307581108,NA
"1791","_1.1.6_","T017",17.290666876,NA
"1792","_1.1.6_","T147",18.008496168,NA
"1793","_1.1.6_","T151",4.174003532,NA
"1794","_1.1.6_","T163",16.045666139,NA
"1795","_1.1.6_","T217",25.600963148,NA
"1796","_1.1.6_","T223",9.361267967,NA
"1797","_1.1.6_","T226",25.681972359,NA
"1798","_1.1.6_","T247",39.309969526,NA
"1799","_1.1.6_","T324",8.897100812,NA
"1800","_1.1.6_","T325",3.116600914,NA
"1801","_1.1.6_","T329",4.317680783,NA
"1802","_1.1.6_","T340",34.429319943,NA
"1803","_1.1.6_","T378",36.163338671,NA
"1804","_1.1.6_","T399",8.605789673,NA
