"","bin_arch","sample","sum","bin_arch_name"
"5966","_20_","QL241",8.204315171,"stress"
"5967","_20_","QL325",19.07935126,"stress"
"5968","_20_","QL397",9.168125789,"stress"
"5969","_20_","QL401",11.70655711,"stress"
"5970","_20_","QL450",15.07747379,"stress"
"5971","_20_","QL452",5.659749054,"stress"
"5972","_20_","RH002",26.054263,"stress"
"5973","_20_","RH005",13.12214958,"stress"
"5974","_20_","RH059",35.12253192,"stress"
"5975","_20_","RH099",15.24640097,"stress"
"5976","_20_","RH103",15.85730674,"stress"
"5977","_20_","RH118",16.70849893,"stress"
"5978","_20_","RH123",19.3671146,"stress"
"5979","_20_","T013",20.69058902,"stress"
"5980","_20_","T014",15.13762035,"stress"
"5981","_20_","T015",15.54536016,"stress"
"5982","_20_","T018",12.94885362,"stress"
"5983","_20_","T055",15.10579279,"stress"
"5984","_20_","T057",15.52978677,"stress"
"5985","_20_","T155",11.03961662,"stress"
"5986","_20_","T227",11.0719578,"stress"
"5987","_20_","T246",8.816159676,"stress"
"5988","_20_","T328",8.222844834,"stress"
"5989","_20_","T332",14.08048361,"stress"
"5990","_20_","T373",29.26909246,"stress"
"5991","_20_","T374",24.43982233,"stress"
"5992","_20_","T403",5.460607104,"stress"
"5993","_20_","T405",12.37850517,"stress"
"5994","_20_","T406",11.77798765,"stress"
"5995","_20_","YG020",19.78895497,"stress"
"5996","_20_","YG021",51.18026009,"stress"
"5997","_20_","YG029",6.578454767,"stress"
"5998","_20_","YG043",16.5846219,"stress"
"5999","_20_","YG071",8.576525403,"stress"
"6000","_20_","YG075",7.62471173,"stress"
"6001","_20_","YG076",16.57267314,"stress"
"6002","_20_","YG188",8.059664449,"stress"
"6003","_20_","BINCODE",0,"stress"
"6004","_20_","NAME",0,"stress"
"6005","_21_","KG077",893.796570461,NA
"6006","_21_","KG106",1472.951144361,NA
"6007","_21_","KG122",1066.16480441,NA
"6008","_21_","QL136",1953.015555605,NA
"6009","_21_","QL151",656.495713946,NA
"6010","_21_","QL185",1951.15327839,NA
"6011","_21_","QL229",1516.816588063,NA
"6012","_21_","QL236",2386.399936595,NA
"6013","_21_","QL304",1098.670257523,NA
"6014","_21_","QL306",1203.569001087,NA
"6015","_21_","RH006",3754.648645487,NA
"6016","_21_","RH060",2730.818101973,NA
"6017","_21_","RH063",4057.585319985,NA
"6018","_21_","RH097",1728.656172029,NA
"6019","_21_","T022",2858.923272458,NA
"6020","_21_","T054",963.608498046,NA
"6021","_21_","T157",4034.783177294,NA
"6022","_21_","T162",3030.952541793,NA
"6023","_21_","T166",2099.339220536,NA
"6024","_21_","T319",1516.647139485,NA
"6025","_21_","YG055",1819.140074661,NA
"6026","_21_","YG056",2142.646455277,NA
"6027","_21_","YG082",680.857072893,NA
"6028","_21_","YG135",2297.113076842,NA
"6029","_21_","KG022",1910.957853103,NA
"6030","_21_","KG024",1422.637706482,NA
"6031","_21_","KG038",1035.434168603,NA
"6032","_21_","KG049",2456.626028907,NA
"6033","_21_","KG079",1401.823101619,NA
"6034","_21_","KG081",2921.720373169,NA
"6035","_21_","KG123",1028.810766998,NA
"6036","_21_","KG133",902.451439771,NA
"6037","_21_","KG137",1596.307968013,NA
"6038","_21_","QL111",645.543085663,NA
"6039","_21_","QL116",440.204558917,NA
"6040","_21_","QL137",969.73818403,NA
"6041","_21_","QL139",1234.13489264,NA
"6042","_21_","QL149",978.638295085,NA
"6043","_21_","QL175",1308.710549742,NA
"6044","_21_","QL184",1552.199860924,NA
"6045","_21_","QL186",1020.786368418,NA
"6046","_21_","QL228",2915.553311069,NA
"6047","_21_","QL234",1702.195486891,NA
"6048","_21_","QL305",1992.308621194,NA
"6049","_21_","QL307",2419.422202983,NA
"6050","_21_","QL314",1408.339573605,NA
"6051","_21_","QL330",1812.765075659,NA
"6052","_21_","QL331",1337.896025868,NA
"6053","_21_","QL333",1000.334528534,NA
"6054","_21_","QL398",1918.976488596,NA
"6055","_21_","QL453",970.314277818,NA
"6056","_21_","QL456",1413.031373669,NA
"6057","_21_","RH056",3539.31239778,NA
"6058","_21_","RH065",2155.113996399,NA
"6059","_21_","RH101",2623.334383555,NA
"6060","_21_","RH124",3498.859338523,NA
"6061","_21_","T149",1205.668696741,NA
"6062","_21_","T159",1726.570050438,NA
"6063","_21_","T161",3791.263148136,NA
"6064","_21_","T219",3877.047298612,NA
"6065","_21_","T221",4538.614849529,NA
"6066","_21_","T245",3247.423581462,NA
"6067","_21_","T331",3079.157897002,NA
"6068","_21_","T336",5905.554781418,NA
"6069","_21_","T376",2044.032201957,NA
"6070","_21_","T377",1383.984296001,NA
"6071","_21_","T382",3290.971330745,NA
"6072","_21_","T397",2342.515972102,NA
"6073","_21_","YG054",1161.479778861,NA
"6074","_21_","YG080",2069.176306377,NA
"6075","_21_","YG186",787.54241538,NA
"6076","_21_","YG202",1858.627801972,NA
"6077","_21_","KG083",2942.70052156,NA
"6078","_21_","KG105",2039.628748105,NA
"6079","_21_","KG143",1515.298985471,NA
"6080","_21_","QL132",1370.357892519,NA
"6081","_21_","QL321",1340.563709204,NA
"6082","_21_","QL328",1402.366767705,NA
"6083","_21_","QL411",2104.463072781,NA
"6084","_21_","QL449",1261.847908897,NA
"6085","_21_","RH003",3363.631104362,NA
"6086","_21_","RH011",1814.665392802,NA
"6087","_21_","T023",2561.284623371,NA
"6088","_21_","T053",1352.214475661,NA
"6089","_21_","T153",2144.806730679,NA
"6090","_21_","T218",1519.413853438,NA
"6091","_21_","T242",1328.757088977,NA
"6092","_21_","T243",3055.656345481,NA
"6093","_21_","T372",2816.333056108,NA
"6094","_21_","YG017",637.572615976,NA
"6095","_21_","YG044",2092.994225791,NA
"6096","_21_","YG045",1518.036724321,NA
"6097","_21_","YG081",1298.997874482,NA
"6098","_21_","YG121",2010.759093545,NA
"6099","_21_","YG136",1960.741215806,NA
"6100","_21_","KG078",1320.836426413,NA
"6101","_21_","KG082",3917.153415337,NA
"6102","_21_","KG101",1219.593101504,NA
"6103","_21_","QL106",1519.946770145,NA
"6104","_21_","QL110",1066.663819573,NA
"6105","_21_","QL133",2238.313277988,NA
"6106","_21_","QL135",1822.803063092,NA
"6107","_21_","QL140",1164.76580378,NA
"6108","_21_","QL170",1432.538468146,NA
"6109","_21_","QL172",1259.004128091,NA
"6110","_21_","QL327",2234.19334898,NA
"6111","_21_","QL406",2396.19581952,NA
"6112","_21_","RH057",3563.971320489,NA
"6113","_21_","RH122",2559.068401608,NA
"6114","_21_","T158",1994.561958219,NA
"6115","_21_","T165",2184.233653153,NA
"6116","_21_","T222",4632.710018487,NA
"6117","_21_","T241",2612.64227745,NA
"6118","_21_","T249",990.417855116,NA
"6119","_21_","T320",2176.159832465,NA
"6120","_21_","T321",1861.810238548,NA
"6121","_21_","T323",2980.475243418,NA
"6122","_21_","T333",1457.757631115,NA
"6123","_21_","T339",4243.016803029,NA
"6124","_21_","KG135",1205.73976813,NA
"6125","_21_","KG139",1505.469411215,NA
"6126","_21_","KG142",1591.95683108,NA
"6127","_21_","QL108",1074.507581975,NA
"6128","_21_","QL112",947.327085879,NA
"6129","_21_","QL144",791.824607259,NA
"6130","_21_","QL147",567.361188858,NA
"6131","_21_","QL152",878.566497331,NA
"6132","_21_","QL235",1745.095334429,NA
"6133","_21_","QL240",1674.330154953,NA
"6134","_21_","QL243",1196.823701748,NA
"6135","_21_","QL315",1178.171573135,NA
"6136","_21_","QL319",1581.220556642,NA
"6137","_21_","QL412",2364.000579838,NA
"6138","_21_","QL454",922.068166659,NA
"6139","_21_","QL455",1300.510055952,NA
"6140","_21_","RH055",3568.669184436,NA
"6141","_21_","T019",1294.941589632,NA
"6142","_21_","T049",1455.866176206,NA
"6143","_21_","T050",1472.556997377,NA
"6144","_21_","T145",2085.891949009,NA
"6145","_21_","T150",2537.987470261,NA
"6146","_21_","T225",3039.825741544,NA
"6147","_21_","T251",2434.409755392,NA
"6148","_21_","T398",2199.594654205,NA
"6149","_21_","YG018",1040.251708386,NA
"6150","_21_","YG077",1505.970871044,NA
"6151","_21_","KG036",1405.115177031,NA
"6152","_21_","KG050",3158.466350153,NA
"6153","_21_","KG102",506.857788081,NA
"6154","_21_","KG107",1176.576029263,NA
"6155","_21_","KG117",2094.095643639,NA
"6156","_21_","KG121",639.944840313,NA
"6157","_21_","QL114",577.767294859,NA
"6158","_21_","QL141",756.559685256,NA
"6159","_21_","QL145",435.368253756,NA
"6160","_21_","QL227",2821.835316437,NA
"6161","_21_","QL230",3371.080696983,NA
"6162","_21_","QL233",2241.128500683,NA
"6163","_21_","QL309",1235.844107633,NA
"6164","_21_","QL318",1451.200659052,NA
"6165","_21_","QL332",1526.772314569,NA
"6166","_21_","QL400",2109.90107704,NA
"6167","_21_","QL402",1847.153687403,NA
"6168","_21_","QL404",564.760151372,NA
"6169","_21_","QL407",1099.140993703,NA
"6170","_21_","QL448",1493.807577077,NA
"6171","_21_","RH007",3811.462696729,NA
"6172","_21_","RH061",3106.041335962,NA
"6173","_21_","RH100",701.551736544,NA
"6174","_21_","T021",2961.649763638,NA
"6175","_21_","T058",2988.044205243,NA
"6176","_21_","T146",1298.974384175,NA
"6177","_21_","T167",1551.761405405,NA
"6178","_21_","T341",3997.227285083,NA
"6179","_21_","YG022",2009.128805529,NA
"6180","_21_","YG030",456.524614483,NA
"6181","_21_","YG070",2527.602504028,NA
"6182","_21_","YG072",1481.905605197,NA
"6183","_21_","YG187",2030.751144553,NA
"6184","_21_","KG037",1389.565744828,NA
"6185","_21_","KG051",4336.513446642,NA
"6186","_21_","KG103",1825.12757838,NA
"6187","_21_","KG118",2648.998098535,NA
"6188","_21_","KG119",2530.154984307,NA
"6189","_21_","QL107",1653.866283259,NA
"6190","_21_","QL115",1884.597703763,NA
"6191","_21_","QL134",963.061379131,NA
"6192","_21_","QL143",999.150104195,NA
"6193","_21_","QL148",2334.489052899,NA
"6194","_21_","QL156",724.242390806,NA
"6195","_21_","QL174",1461.246617789,NA
"6196","_21_","QL226",2569.877361203,NA
"6197","_21_","QL242",2412.951835973,NA
"6198","_21_","QL308",1599.190531387,NA
"6199","_21_","QL311",1618.871073756,NA
"6200","_21_","QL312",755.50238224,NA
"6201","_21_","QL313",1971.068877297,NA
"6202","_21_","QL326",1931.604824575,NA
"6203","_21_","QL408",1468.452731197,NA
"6204","_21_","QL410",4352.399400897,NA
"6205","_21_","QL415",1982.437632265,NA
"6206","_21_","RH010",3045.208729129,NA
"6207","_21_","RH064",3320.406091102,NA
"6208","_21_","RH096",3011.020524531,NA
"6209","_21_","RH098",2081.359387656,NA
"6210","_21_","RH104",4002.766736394,NA
"6211","_21_","RH117",2190.71839535,NA
"6212","_21_","RH120",2139.681709192,NA
"6213","_21_","RH121",2259.816484171,NA
"6214","_21_","RH125",3084.09024407,NA
"6215","_21_","T017",3122.12866744,NA
"6216","_21_","T147",2213.759826129,NA
"6217","_21_","T151",748.893056873,NA
"6218","_21_","T163",2631.351661294,NA
"6219","_21_","T217",4636.204148847,NA
"6220","_21_","T223",1610.441769335,NA
"6221","_21_","T226",4343.372047879,NA
"6222","_21_","T247",4451.132043254,NA
"6223","_21_","T324",1691.130198042,NA
"6224","_21_","T325",1073.626938349,NA
"6225","_21_","T329",1108.240953739,NA
"6226","_21_","T340",4051.969427836,NA
"6227","_21_","T378",3454.854209571,NA
"6228","_21_","T399",1347.734163398,NA
"6229","_21_","T402",3261.321942469,NA
"6230","_21_","YG169",1551.291376772,NA
"6231","_21_","YG170",1431.823100049,NA
"6232","_21_","KG141",1599.326738872,NA
"6233","_21_","QL142",1315.392290475,NA
"6234","_21_","QL154",984.582683228,NA
"6235","_21_","QL173",1807.24821202,NA
"6236","_21_","QL239",2408.349803154,NA
"6237","_21_","QL329",1416.094421651,NA
"6238","_21_","QL403",2031.184329512,NA
"6239","_21_","QL414",1808.828901775,NA
"6240","_21_","QL416",936.791342698,NA
"6241","_21_","QL451",1742.210810182,NA
"6242","_21_","T154",2840.597760711,NA
"6243","_21_","T381",3731.600977223,NA
"6244","_21_","YG019",661.357228285,NA
"6245","_21_","YG031",564.820437259,NA
"6246","_21_","YG168",952.490408802,NA
"6247","_21_","QL130",3154.400287363,NA
"6248","_21_","QL320",1829.04538904,NA
"6249","_21_","QL405",1645.669175981,NA
"6250","_21_","RH009",3020.17805371,NA
"6251","_21_","RH102",4170.908421254,NA
"6252","_21_","T327",2759.334982297,NA
"6253","_21_","YG120",4735.94637472,NA
"6254","_21_","YG203",2327.175036475,NA
"6255","_21_","RH119",2817.438957817,NA
"6256","_21_","T051",3522.498446095,NA
"6257","_21_","T250",4201.317335474,NA
"6258","_21_","YG084",1152.811398195,NA
"6259","_21_","YG085",1846.582488133,NA
"6260","_21_","YG086",1444.436538386,NA
"6261","_21_","YG125",3172.252360774,NA
"6262","_21_","YG127",2670.341364525,NA
"6263","_21_","YG129",2641.938610747,NA
"6264","_21_","YG137",2589.291124155,NA
"6265","_21_","QL138",1540.141625048,NA
"6266","_21_","QL155",1468.875212381,NA
"6267","_21_","QL316",1319.929238655,NA
"6268","_21_","T337",2513.148770412,NA
"6269","_21_","YG123",1900.756371644,NA
"6270","_21_","YG124",1675.072520515,NA
"6271","_21_","KG134",2127.991837265,NA
"6272","_21_","KG138",1962.205863679,NA
"6273","_21_","QL131",2586.055148704,NA
"6274","_21_","QL146",992.806943636,NA
"6275","_21_","QL150",910.859094796,NA
"6276","_21_","QL153",786.316232064,NA
"6277","_21_","QL171",712.092411164,NA
"6278","_21_","QL231",2103.650868634,NA
"6279","_21_","QL232",2233.357498559,NA
"6280","_21_","QL237",749.459895743,NA
"6281","_21_","QL238",1732.298290006,NA
"6282","_21_","QL241",934.919152528,NA
"6283","_21_","QL325",1711.003554794,NA
"6284","_21_","QL397",1497.904839812,NA
"6285","_21_","QL401",1703.834570058,NA
"6286","_21_","QL450",1203.953586191,NA
"6287","_21_","QL452",564.38755686,NA
"6288","_21_","RH002",2744.395228172,NA
"6289","_21_","RH005",1285.192365412,NA
"6290","_21_","RH059",3347.82196159,NA
"6291","_21_","RH099",899.169352535,NA
"6292","_21_","RH103",1993.363229318,NA
"6293","_21_","RH118",2015.161169038,NA
"6294","_21_","RH123",2327.04364049,NA
"6295","_21_","T013",2205.369929148,NA
"6296","_21_","T014",1762.428286318,NA
"6297","_21_","T015",2193.490936749,NA
"6298","_21_","T018",1829.94862846,NA
"6299","_21_","T055",2056.551716617,NA
"6300","_21_","T057",1783.720528493,NA
"6301","_21_","T155",2036.209805794,NA
"6302","_21_","T227",1661.035561268,NA
"6303","_21_","T246",1294.08207681,NA
"6304","_21_","T328",2199.04198225,NA
"6305","_21_","T332",1398.833948654,NA
"6306","_21_","T373",2327.426010788,NA
"6307","_21_","T374",2167.531993784,NA
"6308","_21_","T403",1116.867996849,NA
"6309","_21_","T405",1969.434464734,NA
"6310","_21_","T406",2578.402142836,NA
"6311","_21_","YG020",1076.718084325,NA
"6312","_21_","YG021",2529.639406474,NA
"6313","_21_","YG029",416.974471539,NA
"6314","_21_","YG043",1390.99630413,NA
"6315","_21_","YG071",1409.170540858,NA
"6316","_21_","YG075",994.787378553,NA
"6317","_21_","YG076",1997.172412338,NA
"6318","_21_","YG188",1722.909436732,NA
"6319","_21_","BINCODE",0,NA
"6320","_21_","NAME",0,NA
"6321","_22_","KG077",0.320043918,"polyamine_metabolism"
"6322","_22_","KG106",1.220485838,"polyamine_metabolism"
"6323","_22_","KG122",0.710208878,"polyamine_metabolism"
"6324","_22_","QL136",10.829922183,"polyamine_metabolism"
"6325","_22_","QL151",0.307201044,"polyamine_metabolism"
"6326","_22_","QL185",1.010962222,"polyamine_metabolism"
"6327","_22_","QL229",10.124264959,"polyamine_metabolism"
"6328","_22_","QL236",1.629858009,"polyamine_metabolism"
"6329","_22_","QL304",0.86128284,"polyamine_metabolism"
"6330","_22_","QL306",0.936382632,"polyamine_metabolism"
"6331","_22_","RH006",1.784850736,"polyamine_metabolism"
"6332","_22_","RH060",1.13417452,"polyamine_metabolism"
"6333","_22_","RH063",1.879158149,"polyamine_metabolism"
"6334","_22_","RH097",1.213728843,"polyamine_metabolism"
"6335","_22_","T022",5.467897386,"polyamine_metabolism"
"6336","_22_","T054",1.369598176,"polyamine_metabolism"
"6337","_22_","T157",3.629551997,"polyamine_metabolism"
"6338","_22_","T162",2.240786493,"polyamine_metabolism"
"6339","_22_","T166",1.67461482,"polyamine_metabolism"
"6340","_22_","T319",6.026510903,"polyamine_metabolism"
"6341","_22_","YG055",1.627919548,"polyamine_metabolism"
"6342","_22_","YG056",1.376080467,"polyamine_metabolism"
"6343","_22_","YG082",0.440635263,"polyamine_metabolism"
"6344","_22_","YG135",0.97822844,"polyamine_metabolism"
"6345","_22_","KG022",1.051888318,"polyamine_metabolism"
"6346","_22_","KG024",0.303711975,"polyamine_metabolism"
"6347","_22_","KG038",0.674500867,"polyamine_metabolism"
"6348","_22_","KG049",2.245786604,"polyamine_metabolism"
"6349","_22_","KG079",0.374387448,"polyamine_metabolism"
"6350","_22_","KG081",2.233078569,"polyamine_metabolism"
"6351","_22_","KG123",0.636706707,"polyamine_metabolism"
"6352","_22_","KG133",0.291268924,"polyamine_metabolism"
"6353","_22_","KG137",0.621789881,"polyamine_metabolism"
"6354","_22_","QL111",0.083879825,"polyamine_metabolism"
"6355","_22_","QL116",0.066154993,"polyamine_metabolism"
"6356","_22_","QL137",5.154393691,"polyamine_metabolism"
"6357","_22_","QL139",0.686273625,"polyamine_metabolism"
"6358","_22_","QL149",0.477011877,"polyamine_metabolism"
"6359","_22_","QL175",0.624470206,"polyamine_metabolism"
"6360","_22_","QL184",0.70444234,"polyamine_metabolism"
"6361","_22_","QL186",0.50792979,"polyamine_metabolism"
"6362","_22_","QL228",2.318655909,"polyamine_metabolism"
"6363","_22_","QL234",2.229184861,"polyamine_metabolism"
"6364","_22_","QL305",1.123890563,"polyamine_metabolism"
"6365","_22_","QL307",1.027058714,"polyamine_metabolism"
"6366","_22_","QL314",0.317969814,"polyamine_metabolism"
"6367","_22_","QL330",1.003970036,"polyamine_metabolism"
"6368","_22_","QL331",1.022698233,"polyamine_metabolism"
"6369","_22_","QL333",0.704942899,"polyamine_metabolism"
"6370","_22_","QL398",0.345905383,"polyamine_metabolism"
"6371","_22_","QL453",0.544708508,"polyamine_metabolism"
"6372","_22_","QL456",0.648293127,"polyamine_metabolism"
"6373","_22_","RH056",1.179365001,"polyamine_metabolism"
"6374","_22_","RH065",1.738082728,"polyamine_metabolism"
"6375","_22_","RH101",1.317687268,"polyamine_metabolism"
"6376","_22_","RH124",9.88177378,"polyamine_metabolism"
"6377","_22_","T149",2.215192548,"polyamine_metabolism"
"6378","_22_","T159",2.233059194,"polyamine_metabolism"
"6379","_22_","T161",2.868936431,"polyamine_metabolism"
"6380","_22_","T219",4.046879625,"polyamine_metabolism"
"6381","_22_","T221",3.332228635,"polyamine_metabolism"
"6382","_22_","T245",11.164465685,"polyamine_metabolism"
"6383","_22_","T331",9.508994269,"polyamine_metabolism"
"6384","_22_","T336",12.750471357,"polyamine_metabolism"
"6385","_22_","T376",6.079794918,"polyamine_metabolism"
"6386","_22_","T377",1.59102205,"polyamine_metabolism"
"6387","_22_","T382",5.559356086,"polyamine_metabolism"
"6388","_22_","T397",2.365463194,"polyamine_metabolism"
"6389","_22_","YG054",1.324307934,"polyamine_metabolism"
"6390","_22_","YG080",0.427938509,"polyamine_metabolism"
"6391","_22_","YG186",0.236102607,"polyamine_metabolism"
"6392","_22_","YG202",0.516212031,"polyamine_metabolism"
"6393","_22_","KG083",4.168334877,"polyamine_metabolism"
"6394","_22_","KG105",1.510456589,"polyamine_metabolism"
"6395","_22_","KG143",0.705663786,"polyamine_metabolism"
"6396","_22_","QL132",13.342351755,"polyamine_metabolism"
"6397","_22_","QL321",0.523618759,"polyamine_metabolism"
"6398","_22_","QL328",0.970288548,"polyamine_metabolism"
"6399","_22_","QL411",1.692792226,"polyamine_metabolism"
"6400","_22_","QL449",0.714804118,"polyamine_metabolism"
"6401","_22_","RH003",1.689917214,"polyamine_metabolism"
"6402","_22_","RH011",0.996657393,"polyamine_metabolism"
"6403","_22_","T023",3.171989009,"polyamine_metabolism"
"6404","_22_","T053",4.287693776,"polyamine_metabolism"
"6405","_22_","T153",4.766480019,"polyamine_metabolism"
"6406","_22_","T218",1.387778861,"polyamine_metabolism"
"6407","_22_","T242",1.117277484,"polyamine_metabolism"
"6408","_22_","T243",1.496844031,"polyamine_metabolism"
"6409","_22_","T372",4.83706835,"polyamine_metabolism"
"6410","_22_","YG017",0.279692886,"polyamine_metabolism"
"6411","_22_","YG044",5.980954766,"polyamine_metabolism"
"6412","_22_","YG045",3.86026435,"polyamine_metabolism"
"6413","_22_","YG081",0.868848241,"polyamine_metabolism"
"6414","_22_","YG121",2.238866793,"polyamine_metabolism"
"6415","_22_","YG136",2.757641372,"polyamine_metabolism"
"6416","_22_","KG078",0.771838395,"polyamine_metabolism"
"6417","_22_","KG082",6.078872023,"polyamine_metabolism"
"6418","_22_","KG101",1.042864468,"polyamine_metabolism"
"6419","_22_","QL106",1.038137279,"polyamine_metabolism"
"6420","_22_","QL110",0.57679984,"polyamine_metabolism"
"6421","_22_","QL133",9.784347199,"polyamine_metabolism"
"6422","_22_","QL135",8.924117835,"polyamine_metabolism"
"6423","_22_","QL140",0.420509141,"polyamine_metabolism"
"6424","_22_","QL170",1.098924038,"polyamine_metabolism"
"6425","_22_","QL172",0.9432342,"polyamine_metabolism"
"6426","_22_","QL327",0.864909838,"polyamine_metabolism"
"6427","_22_","QL406",1.172814279,"polyamine_metabolism"
"6428","_22_","RH057",2.26463192,"polyamine_metabolism"
"6429","_22_","RH122",9.499833515,"polyamine_metabolism"
"6430","_22_","T158",2.949439874,"polyamine_metabolism"
"6431","_22_","T165",1.959574515,"polyamine_metabolism"
"6432","_22_","T222",7.432460361,"polyamine_metabolism"
"6433","_22_","T241",3.672105519,"polyamine_metabolism"
"6434","_22_","T249",2.06140205,"polyamine_metabolism"
"6435","_22_","T320",3.294937368,"polyamine_metabolism"
"6436","_22_","T321",2.452354587,"polyamine_metabolism"
"6437","_22_","T323",4.076847298,"polyamine_metabolism"
"6438","_22_","T333",6.046322203,"polyamine_metabolism"
"6439","_22_","T339",9.961194221,"polyamine_metabolism"
"6440","_22_","KG135",1.542658487,"polyamine_metabolism"
"6441","_22_","KG139",1.969868076,"polyamine_metabolism"
"6442","_22_","KG142",1.320081252,"polyamine_metabolism"
"6443","_22_","QL108",1.550064359,"polyamine_metabolism"
"6444","_22_","QL112",0.672303712,"polyamine_metabolism"
"6445","_22_","QL144",0.943682425,"polyamine_metabolism"
"6446","_22_","QL147",0.50404866,"polyamine_metabolism"
"6447","_22_","QL152",1.571453904,"polyamine_metabolism"
"6448","_22_","QL235",1.880213396,"polyamine_metabolism"
"6449","_22_","QL240",2.075406379,"polyamine_metabolism"
"6450","_22_","QL243",1.549290205,"polyamine_metabolism"
"6451","_22_","QL315",0.30020226,"polyamine_metabolism"
"6452","_22_","QL319",0.672118667,"polyamine_metabolism"
"6453","_22_","QL412",2.87560205,"polyamine_metabolism"
"6454","_22_","QL454",1.870063253,"polyamine_metabolism"
"6455","_22_","QL455",3.166837407,"polyamine_metabolism"
"6456","_22_","RH055",4.54152698,"polyamine_metabolism"
"6457","_22_","T019",2.504806072,"polyamine_metabolism"
"6458","_22_","T049",5.664031173,"polyamine_metabolism"
"6459","_22_","T050",6.078921167,"polyamine_metabolism"
"6460","_22_","T145",5.143430499,"polyamine_metabolism"
"6461","_22_","T150",4.266359042,"polyamine_metabolism"
"6462","_22_","T225",6.283691889,"polyamine_metabolism"
"6463","_22_","T251",4.295670766,"polyamine_metabolism"
"6464","_22_","T398",3.68828492,"polyamine_metabolism"
"6465","_22_","YG018",1.483402594,"polyamine_metabolism"
"6466","_22_","YG077",5.030795075,"polyamine_metabolism"
"6467","_22_","KG036",0.620158288,"polyamine_metabolism"
"6468","_22_","KG050",2.091639924,"polyamine_metabolism"
"6469","_22_","KG102",0.160878046,"polyamine_metabolism"
"6470","_22_","KG107",0.674242787,"polyamine_metabolism"
"6471","_22_","KG117",1.022258962,"polyamine_metabolism"
"6472","_22_","KG121",0.370222271,"polyamine_metabolism"
"6473","_22_","QL114",0.315663975,"polyamine_metabolism"
"6474","_22_","QL141",0.350475338,"polyamine_metabolism"
"6475","_22_","QL145",0.268889001,"polyamine_metabolism"
"6476","_22_","QL227",21.840428609,"polyamine_metabolism"
"6477","_22_","QL230",2.17862233,"polyamine_metabolism"
"6478","_22_","QL233",2.19311726,"polyamine_metabolism"
"6479","_22_","QL309",0.832168274,"polyamine_metabolism"
"6480","_22_","QL318",0.768193516,"polyamine_metabolism"
"6481","_22_","QL332",1.458090583,"polyamine_metabolism"
"6482","_22_","QL400",1.104794893,"polyamine_metabolism"
"6483","_22_","QL402",0.822702408,"polyamine_metabolism"
"6484","_22_","QL404",0.172301705,"polyamine_metabolism"
"6485","_22_","QL407",0.31675058,"polyamine_metabolism"
"6486","_22_","QL448",0.504682557,"polyamine_metabolism"
"6487","_22_","RH007",2.394792813,"polyamine_metabolism"
"6488","_22_","RH061",1.092988496,"polyamine_metabolism"
"6489","_22_","RH100",0.558925607,"polyamine_metabolism"
"6490","_22_","T021",4.757003624,"polyamine_metabolism"
"6491","_22_","T058",3.621311605,"polyamine_metabolism"
"6492","_22_","T146",1.542895876,"polyamine_metabolism"
"6493","_22_","T167",1.198779218,"polyamine_metabolism"
"6494","_22_","T341",5.203062932,"polyamine_metabolism"
"6495","_22_","YG022",1.684184079,"polyamine_metabolism"
"6496","_22_","YG030",0.150659546,"polyamine_metabolism"
"6497","_22_","YG070",2.402164136,"polyamine_metabolism"
"6498","_22_","YG072",1.773106387,"polyamine_metabolism"
"6499","_22_","YG187",0.636671964,"polyamine_metabolism"
"6500","_22_","KG037",0.805013589,"polyamine_metabolism"
"6501","_22_","KG051",3.970416826,"polyamine_metabolism"
"6502","_22_","KG103",1.047264499,"polyamine_metabolism"
"6503","_22_","KG118",2.233314755,"polyamine_metabolism"
"6504","_22_","KG119",1.965102157,"polyamine_metabolism"
"6505","_22_","QL107",0.584876219,"polyamine_metabolism"
"6506","_22_","QL115",1.299310093,"polyamine_metabolism"
"6507","_22_","QL134",2.961706076,"polyamine_metabolism"
"6508","_22_","QL143",0.599888042,"polyamine_metabolism"
"6509","_22_","QL148",1.976914356,"polyamine_metabolism"
"6510","_22_","QL156",0.466690071,"polyamine_metabolism"
"6511","_22_","QL174",0.850153911,"polyamine_metabolism"
"6512","_22_","QL226",15.921393274,"polyamine_metabolism"
"6513","_22_","QL242",2.128872785,"polyamine_metabolism"
"6514","_22_","QL308",0.675740387,"polyamine_metabolism"
"6515","_22_","QL311",1.483232757,"polyamine_metabolism"
"6516","_22_","QL312",0.937571459,"polyamine_metabolism"
"6517","_22_","QL313",1.543638198,"polyamine_metabolism"
"6518","_22_","QL326",0.718395488,"polyamine_metabolism"
"6519","_22_","QL408",0.932482659,"polyamine_metabolism"
"6520","_22_","QL410",1.531113434,"polyamine_metabolism"
"6521","_22_","QL415",1.45661333,"polyamine_metabolism"
"6522","_22_","RH010",1.758569408,"polyamine_metabolism"
"6523","_22_","RH064",2.320718124,"polyamine_metabolism"
"6524","_22_","RH096",1.545139306,"polyamine_metabolism"
"6525","_22_","RH098",1.319696729,"polyamine_metabolism"
"6526","_22_","RH104",2.673944421,"polyamine_metabolism"
"6527","_22_","RH117",3.829747238,"polyamine_metabolism"
"6528","_22_","RH120",12.26268391,"polyamine_metabolism"
"6529","_22_","RH121",5.045222938,"polyamine_metabolism"
"6530","_22_","RH125",7.012691799,"polyamine_metabolism"
"6531","_22_","T017",5.800019887,"polyamine_metabolism"
