sample,leaf_age,site_revised,species_confirmed,biological_rep,date,d13C,soil_P,soil_S,soil_N,soil_C,leaf_Narea_mean,mg_Cl_a_per_m2,mg_Cl_b_per_m2,mg_Cl_total_per_m2,irradiance,gap,leaf_P,leaf_N,leaf_C,Amax,Cond,Ci,LMA_g_per_m2,LWC_percent,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,alpha,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,leaf_N_per_area,leaf_P_per_area,leaf_rad,gap_mean,leafrad_mean,LMA_mean,species,ID,Latitude,Longitude
KG022,old,NSW_Kuringai_top,euchae,1,140603,-28.36,111.418,170.871,0.06638,2.3125,3389.296424,598.3234669,107.3029954,705.6264623,16.69332314,67.92875,347.238,0.931,54.9345,24.50345179,0.241820757,1572.715625,341.8124596,49.89839556,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3182.273999,1186902.748,11.33956574,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG023,mid,NSW_Kuringai_top,euchae,1,140603,-28.36,111.418,170.871,0.06638,2.3125,3389.296424,791.500774,150.6641216,942.1648955,16.69332314,77.789375,191.899,0.973,56.4243,25.06170337,0.191175732,1521.95431,339.416026,49.41857824,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3302.517933,651335.9597,12.98563174,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG024,new,NSW_Kuringai_top,euchae,1,140603,-28.36,111.418,170.871,0.06638,2.3125,3389.296424,793.8001125,144.234683,938.0347955,16.69332314,87.65,308.653,0.9855,56.256,22.33737051,0.258935301,1593.844581,330.7773543,49.71425416,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3259.810827,1020954.227,14.63169773,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG036,old,NSW_Kuringai_top,corgum,1,140604,-29.17,110.805,244.483,0.12279,4.9305,2316.998689,544.2225953,109.537659,653.7602543,16.69332314,73.4235,294.505,0.7969,53.1239,22.43471827,0.176282903,1507.206459,258.7792695,44.31919092,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2062.211999,762117.8876,12.25682212,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG037,mid,NSW_Kuringai_top,corgum,1,140604,-29.17,110.805,244.483,0.12279,4.9305,2316.998689,1284.619656,256.0843532,1540.70401,16.69332314,84.08175,182.361,0.9089,53.6846,26.94750735,0.221399344,1518.559016,255.1901209,46.83321605,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2319.423009,465367.2564,14.03603823,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG038,new,NSW_Kuringai_top,corgum,1,140604,-29.17,110.805,244.483,0.12279,4.9305,2316.998689,901.5381771,188.9692085,1090.507386,16.69332314,94.74,305.216,0.809,53.9001,26.62461728,0.15257026,1441.662237,247.2023881,51.07406973,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,1999.86732,754501.2409,15.81525434,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG049,old,NSW_Kuringai_top,euchae,2,140604,-29.33,111.418,170.871,0.06638,2.3125,3389.296424,460.5899409,99.72134652,560.3112874,16.69332314,70.1375,363.964,0.9345,55.9136,17.46842628,0.320606041,1652.161626,330.0286578,46.28538417,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3084.117807,1201185.504,11.70827952,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG050,mid,NSW_Kuringai_top,euchae,2,140604,-29.33,111.418,170.871,0.06638,2.3125,3389.296424,1014.958593,214.3767078,1229.335301,16.69332314,80.31875,243.317,0.9029,55.4619,17.16627231,0.317774091,1651.370641,351.0122887,48.68812898,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3169.289955,854072.5705,13.40786848,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG051,new,NSW_Kuringai_top,euchae,2,140604,-29.33,111.418,170.871,0.06638,2.3125,3389.296424,470.5181321,108.0084708,578.5266029,16.69332314,90.5,345.22,1.1374,56.827,25.67937226,0.372417423,1617.907774,313.005655,50.29513328,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3560.12632,1080558.122,15.10745744,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG077,old,NSW_Kuringai_top,corgum,2,140611,-27.02,110.805,244.483,0.12279,4.9305,2316.998689,754.5694731,156.9376034,911.5070765,16.69332314,51.4445,291.22,0.7775,52.2608,23.03285074,0.099159477,1334.965035,269.3508576,45.97066313,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2094.202918,784403.5675,8.587796623,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG078,mid,NSW_Kuringai_top,corgum,2,140611,-27.02,110.805,244.483,0.12279,4.9305,2316.998689,488.1823182,108.9435396,597.1258578,16.69332314,58.91225,180.302,0.8056,53.231,28.45559555,0.154969027,1401.016386,266.319416,51.47066081,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2145.469215,480179.2334,9.834412262,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG079,new,NSW_Kuringai_top,corgum,2,140611,-27.02,110.805,244.483,0.12279,4.9305,2316.998689,748.5008996,149.3159629,897.8168625,16.69332314,66.38,307.215,0.8951,53.266,34.05460812,0.188742639,1385.474682,272.0656656,51.02663773,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2435.259773,835826.5346,11.0810279,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.6933,151.14541
KG081,old,NSW_Kuringai_top,euchae,3,140611,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,534.3158152,105.207571,639.5233863,16.69332314,68.7115,351.36,1.031,54.6752,NA,NA,NA,352.8785326,48.38692223,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3638.177671,1239874.012,11.47023273,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG082,mid,NSW_Kuringai_top,euchae,3,140611,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,745.673212,142.691452,888.364664,16.69332314,78.68575,265.582,1.1368,55.0697,NA,NA,NA,338.8457262,47.71232877,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3851.998215,899913.2566,13.13526651,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG083,new,NSW_Kuringai_top,euchae,3,140611,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,986.2757174,184.7682654,1171.043983,16.69332314,88.66,300.615,1.0662,55.775,NA,NA,NA,324.0813252,48.39296304,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3455.355089,974237.0757,14.8003003,78.93129167,13.17625558,335.7620028,Eucalyptus haemastoma,euchae_64,-33.6933,151.14541
KG101,old,NSW_Kuringai_bottom,angcos,1,140612,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,1308.432702,281.0033235,1589.436025,16.70306015,39.7265,168.372,0.8047,55.0235,18.42980505,0.085322532,1364.892792,275.9520807,39.36096479,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2220.586393,464626.0373,6.63554119,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG102,mid,NSW_Kuringai_bottom,angcos,1,140612,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,1014.603217,211.7349158,1226.338133,16.70306015,45.49325,124.78,0.8071,55.5945,18.23689367,0.131440181,1486.572343,244.0806276,38.88363292,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1969.974745,304563.8071,7.598764912,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG103,new,NSW_Kuringai_bottom,angcos,1,140612,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,744.4620028,133.3582061,877.8202088,16.70306015,51.26,413.555,0.8411,55.3361,32.89832921,0.171919,1369.866187,248.8120099,44.57314029,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2092.757815,1028974.508,8.561988633,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG105,old,NSW_Kuringai_bottom,eucobl,1,140612,-27.09,88.006,142.572,0.06479,3.65,2810.730132,711.4237254,142.8969091,854.3206345,16.69971657,35.20825,248.265,0.8726,52.7868,25.78850979,0.185085765,1502.455745,296.5921164,48.25619085,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2588.062808,736334.4178,5.879677959,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG106,mid,NSW_Kuringai_bottom,eucobl,1,140612,-27.09,88.006,142.572,0.06479,3.65,2810.730132,470.7936201,92.58842433,563.3820444,16.69971657,40.319125,161,0.9864,54.9876,27.55062771,0.169168826,1469.311119,313.8003531,51.98909339,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3095.326683,505218.5685,6.733179599,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG107,new,NSW_Kuringai_bottom,eucobl,1,140612,-27.09,88.006,142.572,0.06479,3.65,2810.730132,497.5496229,101.8943453,599.4439683,16.69971657,45.43,330.953,1.022,55.1183,28.40275189,0.255525084,1552.262741,320.3601865,51.257587,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3274.081106,1060241.648,7.586681238,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG117,old,NSW_Kuringai_bottom,eucobl,2,140613,-27.05,88.006,142.572,0.06479,3.65,2810.730132,496.6428312,102.7248659,599.367697,16.69971657,42.067,219.433,0.6587,52.7627,20.4894351,0.100682335,1393.853868,348.5031578,45.32139749,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2295.5903,764730.9343,7.02506977,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG118,mid,NSW_Kuringai_bottom,eucobl,2,140613,-27.05,88.006,142.572,0.06479,3.65,2810.730132,735.6259685,139.8553038,875.4812724,16.69971657,48.1735,279.406,1.0184,54.4334,17.73617978,0.128092498,1503.573513,296.2141251,52.07790634,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3016.64465,827640.0384,8.044837962,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG119,new,NSW_Kuringai_bottom,eucobl,2,140613,-27.05,88.006,142.572,0.06479,3.65,2810.730132,558.7011306,110.3852927,669.0864234,16.69971657,54.28,402.509,0.9755,54.8611,18.87185828,0.12669439,1472.898719,305.2526494,51.14515281,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2977.739595,1228669.387,9.064606154,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG121,old,NSW_Kuringai_bottom,angcos,2,140613,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,923.8759966,209.8298282,1133.705825,16.70306015,54.095,284.891,0.8135,54.4178,17.920952,0.226982412,1599.290986,252.863152,42.43897663,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2057.041742,720384.3624,9.035520388,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG122,mid,NSW_Kuringai_bottom,angcos,2,140613,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,1816.146183,410.6592401,2226.805423,16.70306015,61.9475,141.956,0.8684,54.8706,30.8738131,0.190912508,1438.346377,226.2476911,43.87620064,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1964.73495,321172.1724,10.34712819,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG123,new,NSW_Kuringai_bottom,angcos,2,140613,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,704.5272383,160.412839,864.9400772,16.70306015,69.8,324.473,0.7827,54.9401,27.18424969,0.33900067,1577.425437,210.6623968,49.36969638,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1648.85458,683542.5988,11.65873598,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG133,old,NSW_Kuringai_bottom,angcos,3,140617,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,1860.089706,412.6511641,2272.74087,16.70306015,48.33675,140.138,0.7813,54.5127,11.45792118,0.083728805,1510.297974,161.8252605,39.8833611,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1264.34076,226778.6836,8.073716427,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG134,mid,NSW_Kuringai_bottom,angcos,3,140617,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,843.6315114,165.2239971,1008.855509,16.70306015,55.353375,262.373,1.0343,54.5106,26.28946177,0.123588178,1356.806319,324.4130426,42.71703115,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,3355.4041,851172.2323,9.245707521,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG135,new,NSW_Kuringai_bottom,angcos,3,140617,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,1920.558511,373.5552156,2294.113726,16.70306015,62.37,417.573,0.9545,55.2303,26.03523628,0.137699679,1395.233254,243.8961539,41.52440006,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2327.988789,1018444.487,10.41769862,54.26470833,9.063866873,243.1947128,Angophora costata,angcos_33,-33.67856,151.14825
KG137,old,NSW_Kuringai_bottom,eucobl,3,140617,-27.72,88.006,142.572,0.06479,3.65,2810.730132,1130.485501,241.9163242,1372.401825,16.69971657,35.19275,239.583,0.8736,54.1044,15.23944561,0.064251227,1354.327354,311.1204215,49.88980716,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2717.948002,745391.6394,5.877089503,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG138,mid,NSW_Kuringai_bottom,eucobl,3,140617,-27.72,88.006,142.572,0.06479,3.65,2810.730132,967.5264332,202.6933956,1170.219829,16.69971657,40.301375,197.389,0.9421,55.4953,27.94504761,0.068867117,1045.78953,314.5762242,51.90459395,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2963.622608,620938.8632,6.730215399,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG139,new,NSW_Kuringai_bottom,eucobl,3,140617,-27.72,88.006,142.572,0.06479,3.65,2810.730132,624.3171292,133.5064098,757.823539,16.69971657,45.41,428.218,0.8733,55.6691,22.60229187,0.057803617,1078.096216,271.1044817,56.64922533,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2367.555439,1160918.189,7.583341294,42.93133333,7.169410986,308.6137462,Eucalyptus oblonga,eucobl_68,-33.68188,151.14428
KG141,old,NSW_Kuringai_bottom,corgum,3,140618,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,1077.503661,225.6300946,1303.133755,16.69971657,70.62575,203.833,1.0467,53.0808,24.95580366,0.13124566,1400.496452,273.3784334,44.99580102,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2861.452062,557235.4622,11.79430008,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.68188,151.14428
KG142,mid,NSW_Kuringai_bottom,corgum,3,140618,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,621.2076419,112.1881046,733.3957465,16.69971657,80.877875,217.806,0.9238,52.7321,29.05839488,0.213502357,1489.924927,262.9244617,47.67308311,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2428.896177,572665.2531,13.50637589,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.68188,151.14428
KG143,new,NSW_Kuringai_bottom,corgum,3,140618,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,854.0663661,140.1975654,994.2639314,16.69971657,91.13,356.259,0.9721,52.5369,30.62700878,0.269494096,1525.517672,257.8135711,47.17783375,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2506.205725,918484.0503,15.21845171,74.62395833,12.45894213,262.5582427,Corymbia gummifera,corgum_46,-33.68188,151.14428
QL106,new,QLD_Cardwell_S,corint,1,150809,-29.85,227.774,181.996,0.14546,2.6221,1697.76847,1301.375716,251.2488803,1552.624596,17.90879059,77.37,765.642,1.4385,52.3608,NA,NA,NA,119.9856865,62.7800014,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.994779044,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,1725.9941,918660.8098,13.85603128,65.03684375,11.64731215,154.565464,Corymbia intermedia,corint_48,-18.43758,146.13636
