sample,leaf_age,site_revised,species_confirmed,biological_rep,date,d13C,soil_P,soil_S,soil_N,soil_C,leaf_Narea_mean,mg_Cl_a_per_m2,mg_Cl_b_per_m2,mg_Cl_total_per_m2,irradiance,gap,leaf_P,leaf_N,leaf_C,Amax,Cond,Ci,LMA_g_per_m2,LWC_percent,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,alpha,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,leaf_N_per_area,leaf_P_per_area,leaf_rad,gap_mean,leafrad_mean,LMA_mean,species,ID,Latitude,Longitude
RH064,mid,NSW_Round_Hill,eucsoc,3,150406,-27.09,155.333,76.928,0.04642,0.88726,3554.801512,601.3516711,125.8552785,727.2069496,18.9042263,83.1055,60.523,0.8584,53.938,NA,NA,NA,416.5356011,37.49194662,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.476830708,18.81230135,25.96427391,294.0000009,-12.22821801,22.53933323,29.74199975,10.49999978,-16.56191533,3575.5416,252099.8419,15.71045179,83.398375,15.76581754,385.869368,Eucalyptus socialis,eucsoc_74,-33.03783,146.20221
RH065,old,NSW_Round_Hill,eucsoc,3,150406,-27.09,155.333,76.928,0.04642,0.88726,3554.801512,1270.514668,277.8852923,1548.39996,18.9042263,72.571,145.064,0.977,53.4533,NA,NA,NA,360.584586,36.61315546,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.476830708,18.81230135,25.96427391,294.0000009,-12.22821801,22.53933323,29.74199975,10.49999978,-16.56191533,3522.911405,523078.4238,13.71898607,83.398375,15.76581754,385.869368,Eucalyptus socialis,eucsoc_74,-33.03783,146.20221
RH096,new,NSW_Fowlers_Gap,eucgil,1,150409,-24.28,542.046,3661.558,0.17172,2.7304,2772.943622,592.7136619,102.6233247,695.3369866,20.74793243,100,328.674,0.9614,54.4085,NA,NA,NA,367.2240962,50.39313796,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,3530.492461,1206970.126,20.74793243,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH097,mid,NSW_Fowlers_Gap,eucgil,1,150409,-24.28,542.046,3661.558,0.17172,2.7304,2772.943622,106.6443449,15.79176786,122.4361127,20.74793243,88.75,253.45,0.587,56.19,NA,NA,NA,444.7477047,37.32272217,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,2610.669027,1127213.058,18.41379003,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH098,old,NSW_Fowlers_Gap,eucgil,1,150409,-24.28,542.046,3661.558,0.17172,2.7304,2772.943622,127.5638672,18.94937057,146.5132377,20.74793243,77.5,246.919,0.5019,55.9895,NA,NA,NA,412.1877977,35.46263345,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,2068.770557,1017769.988,16.07964763,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH099,new,NSW_Fowlers_Gap,eucgil,2,150409,-24.58,542.046,3661.558,0.17172,2.7304,2772.943622,300.153209,51.85942041,352.0126294,20.74793243,100,528.638,0.762,54.0793,NA,NA,NA,215.7854097,61.97224337,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,1644.284822,1140723.674,20.74793243,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH100,mid,NSW_Fowlers_Gap,eucgil,2,150409,-24.58,542.046,3661.558,0.17172,2.7304,2772.943622,594.3176159,104.736702,699.054318,20.74793243,88.75,338.255,0.6901,53.5419,NA,NA,NA,345.0213452,44.42789035,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,2380.992303,1167051.951,18.41379003,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH101,old,NSW_Fowlers_Gap,eucgil,2,150409,-24.58,542.046,3661.558,0.17172,2.7304,2772.943622,222.6342746,33.02414653,255.6584212,20.74793243,77.5,1835.473,0.6404,53.5863,NA,NA,NA,373.6992787,43.37116327,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,2393.170181,6859149.362,16.07964763,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH102,new,NSW_Fowlers_Gap,eucgil,3,150409,-24.92,542.046,3661.558,0.17172,2.7304,2772.943622,559.2160746,86.19074742,645.406822,20.74793243,100,496.688,0.9138,54.3864,NA,NA,NA,342.4639805,52.81839936,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,3129.435854,1700977.495,20.74793243,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH103,mid,NSW_Fowlers_Gap,eucgil,3,150409,-24.92,542.046,3661.558,0.17172,2.7304,2772.943622,427.3608292,76.726929,504.0877582,20.74793243,88.75,379.265,0.8262,55.2478,NA,NA,NA,441.4228439,40.58167505,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,3647.035536,1674162.349,18.41379003,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH104,old,NSW_Fowlers_Gap,eucgil,3,150409,-24.92,542.046,3661.558,0.17172,2.7304,2772.943622,367.0070518,63.05231081,430.0593626,20.74793243,77.5,429.455,0.8483,54.2863,NA,NA,NA,418.6775741,38.94823336,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.319050415,19.89041091,26.88758898,360.6999995,-15.61635974,21.51916651,28.82933305,0.200000003,-17.79361078,3551.641861,1798031.776,16.07964763,88.75,18.41379003,373.4700034,Eucalyptus gillii,eucgil_62,-31.0831,141.71401
RH117,new,NSW_Mutawintji,euccam,1,150410,-28.33,333.932,181.247,0.04222,0.63405,3095.439217,1080.924002,205.5947646,1286.518766,20.68780136,100,NA,1.5053,54.8811,20.33115514,0.085588429,1324.971233,165.0329915,61.79258511,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,2484.241621,NA,20.68780136,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH118,mid,NSW_Mutawintji,euccam,1,150410,-28.33,333.932,181.247,0.04222,0.63405,3095.439217,1734.476192,333.3706061,2067.846798,20.68780136,88.75,594.683,1.4218,51.8592,17.31079854,0.125100218,1497.897356,184.7144717,57.0931677,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,2626.270359,1098465.562,18.36042371,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH119,old,NSW_Mutawintji,euccam,1,150410,-28.33,333.932,181.247,0.04222,0.63405,3095.439217,828.9968777,155.4807717,984.4776494,20.68780136,77.5,473.643,1.3155,52.1872,16.67583246,0.099475554,1452.749202,339.9697327,46.43971092,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,4472.301834,1610242.841,16.03304605,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH120,new,NSW_Mutawintji,euccam,2,150410,-27.64,333.932,181.247,0.04222,0.63405,3095.439217,1595.916785,302.4791737,1898.395958,20.68780136,100,1358.105,1.4911,54.1268,17.34698587,0.096506567,1436.076053,182.6217923,59.02081269,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,2723.073545,2480195.692,20.68780136,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH121,mid,NSW_Mutawintji,euccam,2,150410,-27.64,333.932,181.247,0.04222,0.63405,3095.439217,965.9101315,192.7207193,1158.630851,20.68780136,88.75,469.584,1.0834,52.6629,19.24047599,0.182432339,1559.142831,283.854536,43.89617639,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,3075.280043,1332935.484,18.36042371,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH122,old,NSW_Mutawintji,euccam,2,150410,-27.64,333.932,181.247,0.04222,0.63405,3095.439217,778.3301096,174.7312816,953.0613911,20.68780136,77.5,NA,0.8847,54.7985,17.28960759,0.251231484,1622.938019,331.0905415,41.82560653,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,2929.158021,NA,16.03304605,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH123,new,NSW_Mutawintji,euccam,3,150410,-27.22,333.932,181.247,0.04222,0.63405,3095.439217,840.404921,144.9733081,985.3782291,20.68780136,100,671.339,1.4422,53.1377,21.20919957,0.296013547,1597.293708,235.0578906,54.34782609,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,3390.004898,1578035.292,20.68780136,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH124,mid,NSW_Mutawintji,euccam,3,150410,-27.22,333.932,181.247,0.04222,0.63405,3095.439217,1034.224918,199.7480529,1233.972971,20.68780136,88.75,457.149,0.9802,52.3394,19.459864,0.26620398,1609.608529,332.9635927,47.90789104,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,3263.709136,1522139.734,18.36042371,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
RH125,old,NSW_Mutawintji,euccam,3,150410,-27.22,333.932,181.247,0.04222,0.63405,3095.439217,1043.341207,220.7322518,1264.073459,20.68780136,77.5,305.684,0.9282,54.6249,12.88998032,0.115145186,1567.045228,311.8846693,40.01857794,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.328922459,19.86356162,27.02183559,345.7999984,-15.4505714,21.22749991,28.58199984,0.300000012,-17.26400379,2894.9135,953381.5325,16.03304605,88.75,18.36042371,263.0211354,Eucalyptus camaldulensis,euccam_55,-31.29462,142.25054
T013,new,TAS_Mt_Wellington,euccoc,1,150302,-29.12,745.651,1166.031,0.69824,25.787,3017.204735,589.4305035,91.42861857,680.8591221,12.5469799,50.72,NA,1.1474,58.8703,36.51951095,0.397452041,1535.685954,244.2573559,61.45844062,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2802.608902,NA,6.363828205,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T014,mid,TAS_Mt_Wellington,euccoc,1,150302,-29.12,745.651,1166.031,0.69824,25.787,3017.204735,804.2973482,149.0841691,953.3815173,12.5469799,45.014,1134.834,0.7338,57.6149,44.63063924,0.485376834,1524.25633,322.2337148,50.97703609,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2364.550999,3656817.755,5.647897532,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T015,old,TAS_Mt_Wellington,euccoc,1,150302,-29.12,745.651,1166.031,0.69824,25.787,3017.204735,547.0473848,103.2894885,650.3368734,12.5469799,39.308,1331.448,0.8754,57.8749,50.41512206,0.529319392,1511.268236,332.8282569,49.44092918,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2913.578561,4431435.17,4.931966859,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T017,new,TAS_Mt_Wellington,euccoc,2,150302,-28.46,745.651,1166.031,0.69824,25.787,3017.204735,672.3725072,110.8773086,783.2498158,12.5469799,60.88,NA,1.2251,59.3983,53.93700366,0.437676175,1464.197623,261.1695044,58.24793388,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3199.587598,NA,7.638601363,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T018,mid,TAS_Mt_Wellington,euccoc,2,150302,-28.46,745.651,1166.031,0.69824,25.787,3017.204735,715.1800833,118.6563775,833.8364608,12.5469799,54.031,926.201,1.111,56.6537,49.10617788,0.304407245,1405.903852,352.3795055,48.73784945,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3914.936306,3263742.504,6.77925871,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T019,old,TAS_Mt_Wellington,euccoc,2,150302,-28.46,745.651,1166.031,0.69824,25.787,3017.204735,230.1947039,44.65202848,274.8467323,12.5469799,47.182,921.827,0.6163,56.9915,29.78204453,0.453215396,1593.854111,370.3255869,49.434041,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2282.316592,3413761.248,5.919916056,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T021,new,TAS_Mt_Wellington,euccoc,3,150302,-27.2,745.651,1166.031,0.69824,25.787,3017.204735,380.3161629,59.61164215,439.927805,12.5469799,68.08,1387.655,1.4693,56.5275,47.24268197,0.41346231,1490.454046,256.282749,61.36793728,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3765.562431,3556320.381,8.541983916,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T022,mid,TAS_Mt_Wellington,euccoc,3,150302,-27.2,745.651,1166.031,0.69824,25.787,3017.204735,465.4452151,65.24102925,530.6862444,12.5469799,60.421,NA,1.2346,58.6403,47.42473743,0.379579044,1468.328119,267.5148255,60.40186229,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3302.738036,NA,7.581010725,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T023,old,TAS_Mt_Wellington,euccoc,3,150302,-27.2,745.651,1166.031,0.69824,25.787,3017.204735,410.7569671,72.52737752,483.2843446,12.5469799,52.762,848.425,0.7271,57.9773,55.72086959,0.450129243,1473.40002,358.8176582,52.7340824,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,1.172585281,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2608.963193,3044298.717,6.620037535,53.15533333,6.669388989,307.3121286,Eucalyptus coccifera,euccoc_56,-42.89145,147.22834
T049,new,TAS_The_Springs,eucdel,1,150302,-26.48,592.375,636.845,0.37395,10.657,3569.533385,620.1997641,122.312987,742.5127511,12.98399734,65.44,1207.699,1.4391,54.1979,28.15479934,0.187486558,1445.652709,198.5235029,64.00390257,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2856.95173,2397566.359,8.496727859,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T050,mid,TAS_The_Springs,eucdel,1,150302,-26.48,592.375,636.845,0.37395,10.657,3569.533385,817.0567486,161.8432409,978.8999895,12.98399734,58.078,1136.995,1.56,53.4296,28.45952832,0.098366894,1222.988175,354.7518368,33.93286868,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,5534.128654,4033510.647,7.540845975,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T051,old,TAS_The_Springs,eucdel,1,150302,-26.48,592.375,636.845,0.37395,10.657,3569.533385,1311.977115,263.6036183,1575.580733,12.98399734,50.716,911.13,1.4253,54.1358,39.59016642,0.236968532,1399.568612,277.1970068,52.62168561,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3950.888938,2525625.088,6.584964091,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T053,new,TAS_The_Springs,eucdel,2,150302,-28.96,592.375,636.845,0.37395,10.657,3569.533385,263.5585557,49.17775491,312.7363106,12.98399734,75.99,1233.883,1.7675,54.4258,20.24319377,0.091254168,1359.795964,181.2165504,67.48316805,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3203.002528,2236000.209,9.866539579,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T054,mid,TAS_The_Springs,eucdel,2,150302,-28.96,592.375,636.845,0.37395,10.657,3569.533385,484.3390844,98.22708811,582.5661725,12.98399734,67.441125,908.529,1.6204,54.5644,37.26862029,0.385485408,1524.071167,233.5902347,58.60714286,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3785.096163,2122235.023,8.756553876,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T055,old,TAS_The_Springs,eucdel,2,150302,-28.96,592.375,636.845,0.37395,10.657,3569.533385,632.2720075,128.3810929,760.6531004,12.98399734,58.89225,839.516,1.3039,56.2703,37.82804025,0.141620656,1248.65581,267.9829916,49.33181736,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3494.230227,2249760.092,7.646568173,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T057,new,TAS_The_Springs,eucdel,3,150302,-29.01,592.375,636.845,0.37395,10.657,3569.533385,418.1630459,76.37355084,494.5365968,12.98399734,67.44,973.59,1.502,54.2668,29.80670495,0.264733623,1511.705076,186.4062034,64.53112621,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,2799.821175,1814832.156,8.756407806,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
T058,mid,TAS_The_Springs,eucdel,3,150302,-29.01,592.375,636.845,0.37395,10.657,3569.533385,1084.598936,218.9176046,1303.51654,12.98399734,59.853,935.315,1.3008,55.2969,43.17819753,0.380739616,1484.646302,261.770937,55.02595064,8.129767418,7.633678913,48.74589539,290.0836792,17.17038536,1.51023829,15.66014671,6.014757156,10.69610882,11.75332928,4.563052654,1111.449829,107.8238449,70.5953598,12.17049599,310.8145447,245.9990845,246.9428864,298.4684448,1.148940451,9.458287655,13.5896986,1132.799997,-3.67383019,13.63299998,18.67599996,30.20000006,-5.419609833,3405.116348,2448382.839,7.771311928,61.79070833,8.022903926,246.3773343,Eucalyptus delegatensis,eucdel_58,-42.91482,147.24619
