sample,d13C,soil_P,soil_S,soil_N,soil_C,Narea_mean,Narea_SE,Narea_CV,Latitude,Longitude,leaf_age,mg_Cl_a_per_m2,mg_Cl_b_per_m2,mg_Cl_total_per_m2,umol_Cl_a_per_m2,umol_Cl_b_per_m2,umol_Cl_total_per_m2,irradiance,gap,P,S.x,Unit,N,C,H,S.y,photo_max,Cond,Ci,Tleaf,LMA_g_per_m2,LWC_percent,species,site_revised,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,soilN,soilP,soilC,alpha,site_id.x,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,site_id.y,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,N_per_area,P_per_area,leaf_rad,species_confirmed,biological_rep,date,gap_mean,gap_SE,leafrad_mean,leafrad_SE,LMA_mean,LMA_SE
RH010,-26.97,373.018,205.27,0.13688,1.7935,3017.06833854264,138.828042220296,0.138042655958554,-32.96,146.16,mid,530.9256741,88.52455254,619.4502266,593.8765929,99.02075229,692.8973452,18.94631767,79.07625,158.533,367.36,ppm,0.9459,52.6754,6.717,0.05,NA,NA,NA,NA,313.0333386,48.39007045,eucdum,NSW_Round_Hill,17.88098907,13.47835827,45.48062134,612.1174927,33.54880142,3.913413286,29.63538742,11.24788284,22.1176815,25.43756294,10.25624561,380.7366638,39.92671967,22.58151245,16.01255035,104.2902374,80.81131744,99.31361389,96.61904144,0.080159411,0.022018077,1.614211559,0.468823848112403,36,18.68945208,25.76701375,297.9999964,-12.40349712,36,22.43166688,29.67600034,11.5999996,-16.98822258,2960.9823498174,496261.142682738,14.9820375265234,eucdum,3,150405,76.7214166666667,2.94626263903856,14.535883322591,0.55820827898477,271.622799411111,16.0151818046781
RH011,-26.97,373.018,205.27,0.13688,1.7935,3017.06833854264,138.828042220296,0.138042655958554,-32.96,146.16,old,604.9535259,100.4090588,705.3625847,676.6817963,112.3143834,788.9961797,18.94631767,69.0525,271.895,43.117,ppm,0.8746,51.2784,6.542,0.05,NA,NA,NA,NA,320.6785877,48.09900769,eucdum,NSW_Round_Hill,17.88098907,13.47835827,45.48062134,612.1174927,33.54880142,3.913413286,29.63538742,11.24788284,22.1176815,25.43756294,10.25624561,380.7366638,39.92671967,22.58151245,16.01255035,104.2902374,80.81131744,99.31361389,96.61904144,0.080159411,0.022018077,1.614211559,0.468823848112403,36,18.68945208,25.76701375,297.9999964,-12.40349712,36,22.43166688,29.67600034,11.5999996,-16.98822258,2804.6549280242,871909.046026915,13.0829060090767,eucdum,3,150405,76.7214166666667,2.94626263903856,14.535883322591,0.55820827898477,271.622799411111,16.0151818046781
RH055,-26.88,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,new,901.1309611,197.3516163,1098.482577,1007.976467,220.7512487,1228.727715,18.9042263,94.63,583.813,495.485,ppm,1.3151,55.3711,7.347,0.07,NA,NA,NA,NA,304.5805189,51.93040032,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,4005.5384040539,1778180.66480566,17.88906934769,eucsoc,1,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH056,-26.88,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,mid,669.6129451,151.3483436,820.9612887,749.0077685,169.2934492,918.3012178,18.9042263,83.984125,42.397,725.34,ppm,0.8184,53.83,6.98,0.055,NA,NA,NA,NA,434.7725125,40.78794192,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3558.1782423,184330.502124625,15.8765490460749,eucsoc,1,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH057,-26.88,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,old,716.3664617,165.7305517,882.0970134,801.304767,185.3809304,986.6856974,18.9042263,73.33825,136.465,364.628,ppm,0.8382,53.39,6.998,0.05,NA,NA,NA,NA,376.7374434,42.24931003,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3157.8132505788,514114.75213581,13.8640287444598,eucsoc,1,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH059,-25.58,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,new,661.5148816,123.9958977,785.5107792,739.9495319,138.6978721,878.647404,18.9042263,93.64,378.487,41.686,ppm,1.0072,54.0109,6.971,0.036,NA,NA,NA,NA,390.1309228,41.05773744,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3929.3986544416,1476594.82577804,17.70191750732,eucsoc,2,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH060,-25.58,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,mid,357.7715392,64.11106606,421.8826053,400.1918783,71.71260185,471.9044802,18.9042263,83.1055,147.94,405.192,ppm,0.6619,52.7124,6.578,0.043,NA,NA,NA,NA,485.8352137,36.65929126,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3215.7432794803,718744.61514778,15.7104517877465,eucsoc,2,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH061,-25.58,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,old,268.1660372,53.00469839,321.1707356,299.9620103,59.28937181,359.2513821,18.9042263,72.571,142.337,252.867,ppm,0.695,53.1254,6.767,0.038,NA,NA,NA,NA,369.7302136,37.00444884,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,2569.62498452,526262.894131832,13.718986068173,eucsoc,2,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH063,-27.09,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,new,1516.547181,269.0056387,1785.552819,1696.361499,300.9011619,1997.262661,18.9042263,93.64,660.938,296.451,ppm,1.3352,54.1769,7.132,0.078,NA,NA,NA,NA,333.9173,43.24883114,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,4458.4637896,2206986.324274,17.70191750732,eucsoc,3,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH064,-27.09,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,mid,601.3516711,125.8552785,727.2069496,672.652876,140.7777164,813.4305924,18.9042263,83.1055,60.523,793.458,ppm,0.8584,53.938,6.978,0.068,NA,NA,NA,NA,416.5356011,37.49194662,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3575.5415998424,252099.841853753,15.7104517877465,eucsoc,3,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH065,-27.09,155.333,76.928,0.04642,0.88726,3554.80151222633,182.752252017051,0.154229920901487,-33.04,146.2,old,1270.514668,277.8852923,1548.39996,1421.157347,310.8336603,1731.991007,18.9042263,72.571,145.064,456.317,ppm,0.977,53.4533,6.945,0.045,NA,NA,NA,NA,360.584586,36.61315546,eucsoc,NSW_Round_Hill,17.96543884,13.57358837,45.6115799,612.8233032,33.68398666,3.924902916,29.7590847,11.33398533,22.21676254,25.53610992,10.3463707,387.5290527,40.90834045,23.25667953,16.14480782,106.6810837,82.04656982,100.8498001,99.0838089,0.100451246,0.030238321,1.570758224,0.476830707643411,40,18.81230135,25.96427391,294.0000009,-12.22821801,40,22.53933323,29.74199975,10.49999978,-16.56191533,3522.91140522,523078.42383504,13.718986068173,eucsoc,3,150406,83.398375,3.05531420872919,15.7658175405226,0.577583512194221,385.869368,18.1174200473049
RH096,-24.28,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,new,592.7136619,102.6233247,695.3369866,662.9906733,114.7911909,777.7818642,20.74793243,100,328.674,510.884,ppm,0.9614,54.4085,7.485,0.035,NA,NA,NA,NA,367.2240962,50.39313796,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,3530.4924608668,1206970.12594439,20.74793243,eucgil,1,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH097,-24.28,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,mid,106.6443449,15.79176786,122.4361127,119.2889763,17.66416986,136.9531462,20.74793243,88.75,253.45,733.435,ppm,0.587,56.19,7.353,0.027,NA,NA,NA,NA,444.7477047,37.32272217,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,2610.669026589,1127213.05756215,18.413790031625,eucgil,1,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH098,-24.28,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,old,127.5638672,18.94937057,146.5132377,142.6888894,21.19616395,163.8850534,20.74793243,77.5,246.919,932.972,ppm,0.5019,55.9895,7.379,0.04,NA,NA,NA,NA,412.1877977,35.46263345,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,2068.7705566563,1017769.98820286,16.07964763325,eucgil,1,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH099,-24.58,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,new,300.153209,51.85942041,352.0126294,335.7418446,58.00830023,393.7501448,20.74793243,100,528.638,206.721,ppm,0.762,54.0793,7.356,0.032,NA,NA,NA,NA,215.7854097,61.97224337,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,1644.284821914,1140723.67412989,20.74793243,eucgil,2,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH100,-24.58,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,mid,594.3176159,104.736702,699.054318,664.7848053,117.1551477,781.939953,20.74793243,88.75,338.255,672.626,ppm,0.6901,53.5419,7.271,0.037,NA,NA,NA,NA,345.0213452,44.42789035,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,2380.9923032252,1167051.95120626,18.413790031625,eucgil,2,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH101,-24.58,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,old,222.6342746,33.02414653,255.6584212,249.0316271,36.93976122,285.9713883,20.74793243,77.5,1835.473,745.145,ppm,0.6404,53.5863,7.198,0.043,NA,NA,NA,NA,373.6992787,43.37116327,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,2393.1701807948,6859149.36173325,16.07964763325,eucgil,2,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH102,-24.92,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,new,559.2160746,86.19074742,645.406822,625.5213363,96.41023201,721.9315683,20.74793243,100,496.688,1126.738,ppm,0.9138,54.3864,7.486,0.057,NA,NA,NA,NA,342.4639805,52.81839936,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,3129.435853809,1700977.49546584,20.74793243,eucgil,3,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH103,-24.92,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,mid,427.3608292,76.726929,504.0877582,478.0322474,85.82430537,563.8565528,20.74793243,88.75,379.265,2651.811,ppm,0.8262,55.2478,7.475,0.082,NA,NA,NA,NA,441.4228439,40.58167505,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,3647.0355363018,1674162.34891733,18.413790031625,eucgil,3,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH104,-24.92,542.046,3661.558,0.17172,2.7304,2772.9436223608,240.522917510409,0.260217606558083,-31.08,141.71,old,367.0070518,63.05231081,430.0593626,410.5224293,70.52831187,481.0507412,20.74793243,77.5,429.455,2824.985,ppm,0.8483,54.2863,7.279,0.092,NA,NA,NA,NA,418.6775741,38.94823336,eucgil,NSW_Fowlers_Gap,19.53067589,13.55396557,44.47187805,623.0561523,35.14862442,4.671014786,30.47760963,27.1534996,19.42360115,27.1534996,11.70055294,215.1926117,25.58988571,10.63207531,25.46577835,70.0065155,43.117733,70.0065155,47.68419647,0.050304931,0.031114826,0.837346315,0.319050415164729,3,19.89041091,26.88758898,360.6999995,-15.61635974,3,21.51916651,28.82933305,0.200000003,-17.79361078,3551.6418610903,1798031.77585116,16.07964763325,eucgil,3,150409,88.75,3.24759526419165,18.413790031625,0.673808871014363,373.470003411111,23.5451946920961
RH117,-28.33,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,new,1080.924002,205.5947646,1286.518766,1209.08725,229.9717725,1439.059023,20.68780136,100,NA,NA,NA,1.5053,54.8811,7.341,0.04,20.33115514,0.085588429,1324.971233,25.04201889,165.0329915,61.79258511,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,2484.2416210495,NA,20.68780136,euccam,1,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH118,-28.33,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,mid,1734.476192,333.3706061,2067.846798,1940.129969,372.8977697,2313.027739,20.68780136,88.75,594.683,863.934,ppm,1.4218,51.8592,6.832,0.05,17.31079854,0.125100218,1497.897356,25.36447334,184.7144717,57.0931677,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,2626.2703586306,1098465.56173971,18.360423707,euccam,1,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH119,-28.33,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,old,828.9968777,155.4807717,984.4776494,927.2895724,173.9158521,1101.205424,20.68780136,77.5,473.643,848.243,ppm,1.3155,52.1872,6.823,0.044,16.67583246,0.099475554,1452.749202,25.54543495,339.9697327,46.43971092,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,4472.3018336685,1610242.84105226,16.033046054,euccam,1,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH120,-27.64,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,new,1595.916785,302.4791737,1898.395958,1785.141817,338.3435948,2123.485412,20.68780136,100,1358.105,342.474,ppm,1.4911,54.1268,7.273,0.043,17.34698587,0.096506567,1436.076053,24.2720623,182.6217923,59.02081269,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,2723.0735449853,2480195.69231592,20.68780136,euccam,2,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH121,-27.64,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,mid,965.9101315,192.7207193,1158.630851,1080.436389,215.5712744,1296.007663,20.68780136,88.75,469.584,663.03,ppm,1.0834,52.6629,6.951,0.028,19.24047599,0.182432339,1559.142831,24.67553902,283.854536,43.89617639,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,3075.280043024,1332935.48433024,18.360423707,euccam,2,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH122,-27.64,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,old,778.3301096,174.7312816,953.0613911,870.6153351,195.4488608,1066.064196,20.68780136,77.5,NA,NA,NA,0.8847,54.7985,7.14,0.019,17.28960759,0.251231484,1622.938019,24.82492447,331.0905415,41.82560653,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,2929.1580206505,NA,16.033046054,euccam,2,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH123,-27.22,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,new,840.404921,144.9733081,985.3782291,940.0502472,162.162537,1102.212784,20.68780136,100,671.339,244.492,ppm,1.4422,53.1377,7.032,0.037,21.20919957,0.296013547,1597.293708,25.69284248,235.0578906,54.34782609,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,3390.0048982332,1578035.29217513,20.68780136,euccam,3,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH124,-27.22,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,mid,1034.224918,199.7480529,1233.972971,1156.851139,223.4318265,1380.282966,20.68780136,88.75,457.149,606.424,ppm,0.9802,52.3394,6.854,0.031,19.459864,0.26620398,1609.608529,24.82215881,332.9635927,47.90789104,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,3263.7091356454,1522139.73439212,18.360423707,euccam,3,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
RH125,-27.22,333.932,181.247,0.04222,0.63405,3095.43921736996,197.605066127648,0.191512466165183,-31.29,142.25,old,1043.341207,220.7322518,1264.073459,1167.04833,246.9040848,1413.952415,20.68780136,77.5,305.684,548.498,ppm,0.9282,54.6249,7.22,0.028,12.88998032,0.115145186,1567.045228,25.13953781,311.8846693,40.01857794,euccam,NSW_Mutawintji,19.42086029,13.54255962,44.67874146,620.5098267,35.01648712,4.705518246,30.3109684,27.0327549,19.3172226,27.0327549,11.64995384,233.952713,32.2862587,10.40432835,28.06178665,80.44456482,45.20484924,80.44456482,52.22239685,0.042245362,0.018357892,0.899514019,0.32892245945155,8,19.86356162,27.02183559,345.7999984,-15.4505714,8,21.22749991,28.58199984,0.300000012,-17.26400379,2894.9135004426,953381.532503012,16.033046054,euccam,3,150410,88.75,3.24759526419165,18.360423707,0.671856057232735,263.021135366667,23.9350280526991
T013,-29.12,745.651,1166.031,0.69824,25.787,3017.2047353031,192.578352870289,0.191480230642296,-42.89,147.23,new,589.4305035,91.42861857,680.8591221,659.3182366,102.2691483,761.5873849,12.5469799,50.72,NA,NA,NA,1.1474,58.8703,7.559,0.019,36.51951095,0.397452041,1535.685954,25.10866928,244.2573559,61.45844062,euccoc,TAS_Mt_Wellington,5.155804634,6.208952904,42.09963226,304.8602295,13.89673138,-0.851504624,14.7482357,2.776749611,8.980926514,8.980926514,1.462855935,1148.727295,112.0890656,71.64057159,12.34876156,323.0929565,252.2136841,252.2136841,309.6475525,0.398558617,0.02492604,6.647845745,1.17258528135271,51,9.458287655,13.5896986,1132.799997,-3.67383019,51,13.63299998,18.67599996,30.20000006,-5.419609833,2802.6089015966,NA,6.36382820528,euccoc,1,150302,53.1553333333333,2.97155279740707,6.66938898911133,0.372840132208553,307.312128566667,16.5919908514287
