sample,Latitude,Longitude,leaf_age,biological_rep,irradiance,gap,LMA_g_per_m2,LWC_percent,species,site_revised,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,soilN,soilP,soilC,alpha,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,leaf_rad,species_confirmed.x,gap_mean,gap_SE,leafrad_mean,leafrad_SE,LMA_mean,LMA_SE,ID
QL226,-18.22,145.53,new,1,18.6968174,74.93,224.5654675,52.48554479,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,14.00952527782,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL227,-18.22,145.53,mid,1,18.6968174,66.500375,200.8498177,53.42811331,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,12.4334536840653,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL228,-18.22,145.53,new,2,18.6968174,65.97,235.7885776,51.24378947,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,12.33429043878,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL229,-18.22,145.53,old,1,18.6968174,58.07075,187.8904292,56.40430213,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,10.8573820903105,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL230,-18.22,145.53,mid,2,18.6968174,58.548375,233.1890402,48.22756395,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,10.9466827644172,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL231,-18.22,145.53,old,2,18.6968174,51.12675,223.8961326,49.17609538,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,9.5590750900545,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL232,-18.22,145.53,new,3,18.6968174,69.15,206.3788643,53.97482522,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,12.9288492321,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL233,-18.22,145.53,mid,3,18.6968174,61.370625,189.4404593,51.96850394,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,11.4743536934888,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL234,-18.22,145.53,old,3,18.6968174,53.59125,193.5239083,51.95755223,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,21.01765751,25.77052052,562.1999976,-6.243721437,16.27666673,21.27933343,6.300000049,-3.796379984,10.0198581548775,eucter,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629,eucter_78
QL235,-18.23,145.53,new,1,18.71040535,84.71,227.8392002,48.7042589,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,15.849584371985,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL236,-18.23,145.53,mid,1,18.71040535,75.180125,213.2403983,50.19785189,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,14.0665061301367,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL237,-18.23,145.53,old,1,18.71040535,65.65025,257.6108179,41.39337748,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,12.2834278882884,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL238,-18.23,145.53,new,2,18.71040535,90.21,223.2543503,51.76852893,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,16.878656666235,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL239,-18.23,145.53,mid,2,18.71040535,80.061375,205.2447682,50.87558102,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,14.9798077912836,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL240,-18.23,145.53,old,2,18.71040535,69.91275,234.1150603,52.44884703,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,13.0809589163321,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL241,-18.23,145.53,new,3,18.71040535,82.42,233.2020843,48.37099605,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,15.42111608947,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL242,-18.23,145.53,mid,3,18.71040535,73.14775,233.6102981,51.5354376,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,13.6862405294046,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL243,-18.23,145.53,old,3,18.71040535,63.8755,242.0258987,49.7115264,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,23.64089043,28.81991783,599.4000047,-8.790897551,18.886,24.72333336,4.100000001,-5.750465014,11.9513649693392,eucatr,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763,eucatr_54
QL304,-18.3,145.49,new,1,18.73903465,88.04,282.6268233,47.90752271,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,16.49784610586,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL305,-18.3,145.49,mid,1,18.73903465,78.1355,265.1575702,45.07676749,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,14.6418384189508,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL306,-18.3,145.49,old,1,18.73903465,68.231,253.7290839,44.385712,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,12.7858307320415,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL307,-18.3,145.49,new,2,18.73903465,88.28,269.6032518,48.32249011,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,16.54281978902,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL308,-18.3,145.49,mid,2,18.73903465,78.3485,265.5428049,45.31105426,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,14.6817525627552,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL309,-18.3,145.49,old,2,18.73903465,68.417,229.2953899,48.31906009,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,12.8206853364905,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL310,-18.3,145.49,new,3,18.73903465,86.55,240.9454373,48.70339513,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,16.218634489575,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL311,-18.3,145.49,mid,3,18.73903465,76.813125,273.1505924,44.84685126,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,14.3940381094978,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL312,-18.3,145.49,old,3,18.73903465,67.07625,229.6331674,48.71006322,eucmed,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,12.5694417294206,eucmed,77.7657083333333,2.85587239921364,14.5725430304013,0.535162918448431,256.631569011111,6.45460460189588,eucmed_65
QL313,-18.3,145.49,new,1,18.73903465,85.91,212.0194132,44.1232453,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,16.098704667815,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL314,-18.3,145.49,mid,1,18.73903465,76.245125,186.2046842,45.52994399,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,14.2876003926858,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL315,-18.3,145.49,old,1,18.73903465,66.58025,182.4183465,45.46111878,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,12.4764961175566,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL316,-18.3,145.49,new,2,18.73903465,74.24,194.175993,44.92541904,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,13.91185932416,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL317,-18.3,145.49,mid,2,18.73903465,65.888,188.7910485,44.71536574,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,12.346775150192,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL318,-18.3,145.49,old,2,18.73903465,57.536,194.2439775,45.16096529,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,10.781690976224,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL319,-18.3,145.49,new,3,18.73903465,91.16,233.4972842,45.28028933,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,17.08250398694,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL320,-18.3,145.49,mid,3,18.73903465,80.9045,193.1997941,45.17990224,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,15.1607222884093,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL321,-18.3,145.49,old,3,18.73903465,70.649,188.5157213,46.25102177,corcit,QLD_Princess_Hill,21.2149334,10.40046787,53.1788559,326.7171631,30.19652176,10.63899803,19.55752373,24.22456932,17.66277695,24.71036148,16.70162964,873.4908447,206.7944641,14.20278931,86.19647217,493.074707,49.80777359,472.2585449,60.86465836,0.102860235,0.031482063,2.537970066,0.676036724746124,21.62941099,26.59463017,436.0000004,-8.017298377,17.15400004,22.59400012,3.899999991,-5.040448648,13.2389405898785,corcit,74.345875,3.51812187888474,13.9316992770957,0.659262077913443,197.0073625,5.34397325554895,corcit_43
QL325,-18.16,142.21,new,3,21.39750099,94.09,194.5158576,45.54390564,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,20.132908681491,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL326,-18.16,142.21,mid,3,21.39750099,83.504875,229.1627099,42.52262106,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,17.8679564548233,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL327,-18.16,142.21,old,3,21.39750099,72.91975,214.1425402,44.36321662,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,15.6030042281555,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL328,-18.16,142.21,new,2,21.39750099,95.34,230.8921829,42.85149186,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,20.400377443866,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL329,-18.16,142.21,mid,2,21.39750099,84.61425,204.1161929,46.36411059,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,18.1053349814311,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL330,-18.16,142.21,old,2,21.39750099,73.8885,245.6258093,45.80635931,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,15.8102925189962,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL331,-18.16,142.21,new,1,21.39750099,93.04,232.9885573,47.25872378,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,19.908234921096,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
QL332,-18.16,142.21,mid,1,21.39750099,82.573,213.9485,47.51796573,eucdis,QLD_Croydon,26.98273849,13.20820427,56.21876144,335.5032959,37.46538544,13.97108459,23.49430084,29.8260231,23.69708824,30.34427261,22.18608856,725.9985352,207.1600037,1.447019577,122.0150528,518.9926758,9.578242302,381.6865845,14.23625946,0.068442911,0.024877975,1.102349043,0.524510316994186,27.83667124,34.76901374,345.6999968,-20.58123987,23.33233334,31.32333336,0,-18.20824436,17.6685584924727,eucdis,83.5640416666667,3.07217610200589,17.880616642909,0.657368911841254,218.986600966667,5.53025720611801,eucdis_59
