sample,Latitude,Longitude,leaf_age,biological_rep,irradiance,gap,LMA_g_per_m2,LWC_percent,species,site_revised,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,soilN,soilP,soilC,alpha,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,leaf_rad,species_confirmed.x,gap_mean,gap_SE,leafrad_mean,leafrad_SE,LMA_mean,LMA_SE,ID
KG118,-33.68,151.14,mid,2,16.69971657,48.1735,296.2141251,52.07790634,eucobl,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,8.04483796184895,eucobl,42.9313333333333,2.05033446977171,7.1694109863886,0.342400045188887,308.613746188889,6.98648651476615,eucobl_68
KG119,-33.68,151.14,new,2,16.69971657,54.28,305.2526494,51.14515281,eucobl,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,9.064606154196,eucobl,42.9313333333333,2.05033446977171,7.1694109863886,0.342400045188887,308.613746188889,6.98648651476615,eucobl_68
KG121,-33.68,151.15,old,2,16.70306015,54.095,252.863152,42.43897663,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,9.0355203881425,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG122,-33.68,151.15,mid,2,16.70306015,61.9475,226.2476911,43.87620064,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,10.3471281864212,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG123,-33.68,151.15,new,2,16.70306015,69.8,210.6623968,49.36969638,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,11.6587359847,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG133,-33.68,151.15,old,3,16.70306015,48.33675,161.8252605,39.8833611,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,8.07371642705512,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG134,-33.68,151.15,mid,3,16.70306015,55.353375,324.4130426,42.71703115,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,9.24570752130506,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG135,-33.68,151.15,new,3,16.70306015,62.37,243.8961539,41.52440006,angcos,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,0.22335963,0.027452013,4.539705276,1.00205679076357,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,10.417698615555,angcos,54.2647083333333,3.11748489482218,9.06386687313873,0.520715377149313,243.194712788889,14.7959795363034,angcos_33
KG137,-33.68,151.14,old,3,16.69971657,35.19275,311.1204215,49.88980716,eucobl,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,5.87708950318867,eucobl,42.9313333333333,2.05033446977171,7.1694109863886,0.342400045188887,308.613746188889,6.98648651476615,eucobl_68
KG138,-33.68,151.14,mid,3,16.69971657,40.301375,314.5762242,51.90459395,eucobl,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,6.73021539881284,eucobl,42.9313333333333,2.05033446977171,7.1694109863886,0.342400045188887,308.613746188889,6.98648651476615,eucobl_68
KG139,-33.68,151.14,new,3,16.69971657,45.41,271.1044817,56.64922533,eucobl,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,7.583341294437,eucobl,42.9313333333333,2.05033446977171,7.1694109863886,0.342400045188887,308.613746188889,6.98648651476615,eucobl_68
KG141,-33.68,151.14,old,3,16.69971657,70.62575,273.3784334,44.99580102,corgum,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,11.7943000754368,corgum,74.6239583333333,4.82355408269828,12.4589421278835,0.805529916517937,262.558242655556,2.87414676108466,corgum_46
KG142,-33.68,151.14,mid,3,16.69971657,80.877875,262.9244617,47.67308311,corgum,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,13.5063758928389,corgum,74.6239583333333,4.82355408269828,12.4589421278835,0.805529916517937,262.558242655556,2.87414676108466,corgum_46
KG143,-33.68,151.14,new,3,16.69971657,91.13,257.8135711,47.17783375,corgum,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,0.234274477,0.025849449,4.011807442,1.00612154525194,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,15.218451710241,corgum,74.6239583333333,4.82355408269828,12.4589421278835,0.805529916517937,262.558242655556,2.87414676108466,corgum_46
QL106,-18.44,146.14,new,1,17.90879059,77.37,119.9856865,62.7800014,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,13.856031279483,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
QL107,-18.44,146.14,mid,1,17.90879059,68.665875,169.7187016,47.46643346,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,12.2972277605412,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
QL108,-18.44,146.14,old,1,17.90879059,59.96175,156.3003093,52.44818146,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,10.7384242415993,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
QL110,-18.44,146.14,new,2,17.90879059,68.68,193.3559503,46.09153869,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,12.299757377212,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
QL111,-18.44,146.14,mid,2,17.90879059,60.9535,160.6071148,49.63225316,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,10.9160346722757,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
QL112,-18.44,146.14,old,2,17.90879059,53.227,155.7414854,55.06773219,corint,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.095667623,0.021500172,2.781537533,0.994779043579457,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,9.5323119673393,corint,65.03684375,2.36073265509395,11.647312153533,0.422778667590523,154.565464,6.77074070629719,corint_48
