n,total_protein,photorespiration,calvin_cycle,Rubisco,Photosystems,ATP_synthase_chloroplastic,protein,stress,other
1000,0.976100559547198,0.0314965297277254,0.14580583892036,0.314477974274574,0.146946094867286,0.0459166386649958,0.0473898579996078,0.0246684603112923,0.243298605234158
2000,0.998096304919993,0.0308959248115863,0.14270606039133,0.30754760351436,0.143918895355732,0.0449491770935485,0.0519536502511725,0.0249180851821775,0.253110603400093
1,0.120943510214605,0,0,1,0,0,0,0,0
5,0.299204108571473,0,0.127158299675052,0.790788825750121,0.0820528745748272,0,0,0,3.33066907387547e-16
10,0.39269130752418,0,0.0968859890014127,0.602527382560608,0.154127481792935,0.0965808773522838,0,0,0.049878269292761
25,0.573348162117321,0.0125509021318385,0.200667477133004,0.412676417768705,0.273794017555958,0.0661491106367934,0,0,0.0341620747737014
50,0.689358845849367,0.0265869826416892,0.19445205048602,0.343228011218628,0.301928400853922,0.0550170223210397,0.0118598278767622,0.00516102866599954,0.06176667593594
75,0.746006792877427,0.0294584579251244,0.185238164316311,0.317165028436574,0.290682592345673,0.0548100603920551,0.0109592530995093,0.0102449307109025,0.101441512773849
100,0.781856730300097,0.0301272234838752,0.17860371296509,0.304315813590571,0.279351490305789,0.0522968924943589,0.0172178915337327,0.0137062291200877,0.124380746506496
200,0.858662283814777,0.0314681447729674,0.167537856676609,0.277095397663771,0.257553472038508,0.0506931594311907,0.0250959271612855,0.0192807728475567,0.171275269408112
500,0.933358407050606,0.0292440445119905,0.155179982424986,0.255360724168486,0.238600801307983,0.0474468128876625,0.0344285700098427,0.022545507790895,0.217193556898154
1000,0.974504849315361,0.0281340966100289,0.148829602358469,0.244712788824839,0.229126929420849,0.0454946496992159,0.0432982890609763,0.0233154493609634,0.237088194664658
2000,0.997669283989422,0.0275835254744356,0.145504771633366,0.239030912574251,0.223904293492629,0.0444383298767166,0.0482278158300567,0.0236645634204659,0.24764578769808
1,0.0989801130054445,0,0,1,0,0,0,0,0
5,0.241300670742744,0,0.243571574535182,0.653397390222022,0,0.103031035242795,0,0,2.22044604925031e-16
10,0.341341147264046,0,0.231038473055206,0.461899275214452,0.113253740102998,0.136897783100006,0,0,0.0569107285273369
25,0.507118000249076,0.0183801429565715,0.259204620205827,0.310904421544283,0.268551520458998,0.0921459035536294,0,0,0.050813391280691
50,0.628153721711042,0.0374074697739197,0.231473057587681,0.250997841886003,0.300369096081693,0.0800839602603863,0.015390460577192,0.00597523586281134,0.0783028779703137
75,0.694741981507772,0.0403538288191035,0.217201175536978,0.230069934937074,0.283967381859372,0.0724082307186127,0.0172741423921172,0.0129129231026659,0.125812382634077
100,0.737008892824973,0.0426702433550087,0.209452536534454,0.216875595450251,0.274909293450478,0.0701215577232504,0.0281163431891117,0.0121723765761048,0.145682053721341
200,0.824482891790946,0.0419640186928425,0.193952642526647,0.194722971058864,0.249241264318389,0.0663153776534527,0.0367003813048197,0.0183655583064467,0.198737786138538
500,0.916853767171925,0.0380766149020319,0.174655308878259,0.175105086574435,0.226296979918874,0.0600210601338137,0.0489554599988248,0.0241658526827686,0.252723636910993
1000,0.968579226306957,0.0362036398850475,0.165537758715605,0.165914170185577,0.214752129020034,0.0569332786793261,0.0597170524236471,0.02516117220907,0.275780798881693
2000,0.997616773800095,0.0352723740481132,0.160920453060999,0.161110389781001,0.208825153908442,0.0552761265273091,0.065417077762251,0.0255090885153491,0.287669336396536
1,0.0975148056588532,0,0,1,0,0,0,0,0
5,0.24096666877442,0,0.239324003540189,0.760675996459811,0,0,0,0,0
10,0.337008581969825,0,0.216599421924356,0.543895825477808,0.0411061319874564,0.126740684331947,0,0,0.071657936278432
25,0.484773725169443,0.0324554852682492,0.239533533649786,0.378109520724366,0.177347666042495,0.0881085258687759,0,0,0.0844452684463286
50,0.603460941700831,0.0424004008987008,0.215582784162947,0.303743868438223,0.220954288255533,0.0764828852069071,0.0182193227476849,0.0140429040368455,0.108573546253158
75,0.67195226346197,0.0528778329120566,0.204241240901003,0.272783605101968,0.216399404578774,0.0686870726398987,0.023705073257284,0.0175707704694304,0.143735000139586
100,0.717354341032313,0.0495311416964295,0.194089970822257,0.258052122842402,0.210497660374393,0.0643397987451193,0.0318516607869988,0.018848269859977,0.172789374872423
200,0.814143717713245,0.0472651089595632,0.177366173391199,0.228159231445818,0.190923483790127,0.0618107954805118,0.0390204974702105,0.0232973900205935,0.232157319441977
500,0.913521624599786,0.0424991042940778,0.158700267105179,0.203936611569573,0.172435465280432,0.0554217413606517,0.0508280602748477,0.0295071707937551,0.286671579321483
1000,0.968226944499158,0.0402704200052434,0.15002720915002,0.192414088220588,0.163292225550966,0.0523736916076924,0.0629056958898119,0.0296363019819683,0.30908036759371
2000,0.997618939762271,0.0392240166522584,0.145793134722398,0.186745156182386,0.158812767102622,0.0508306502375959,0.0680420683513769,0.0299930878578906,0.320559118893472
1,0.0793236682504056,0,0,1,0,0,0,0,0
5,0.210156877756662,0,0.163065780758387,0.668425974229733,0,0.16850824501188,0,0,-4.44089209850063e-16
10,0.319214857695761,0,0.239966698725909,0.440061959426274,0.0548948410367103,0.183622635186816,0,0,0.0814538656242908
25,0.48011183405209,0.0192800801199822,0.246728006299219,0.29258665542565,0.250201466768419,0.122086291575393,0,0,0.0691174998113372
50,0.602823014887444,0.0407370210878631,0.2211059356633,0.233027459613174,0.266942019669076,0.103901784037454,0.0163625221189671,0.0131794784349223,0.104743779375243
75,0.676123280121869,0.0480124027765559,0.204803218881122,0.207764352871056,0.264242143324483,0.092637524172149,0.0183737224128533,0.0169807657395786,0.147185869822203
100,0.7255578017977,0.0478630653546233,0.196711796315854,0.196340361629055,0.248922986381007,0.0863258399957308,0.0252386326910062,0.0217840494043751,0.176813268228348
200,0.821680421382796,0.0461824078302938,0.178778439129646,0.174292858746169,0.22479817365036,0.0816519727757337,0.0367519485587265,0.0254716181396547,0.232072581169417
500,0.917230703007328,0.041822662088195,0.161080765882862,0.15670972557349,0.203389635108308,0.0735835786596493,0.0492163119140713,0.0303950991753177,0.283802221598107
1000,0.969306103195741,0.0397527574066127,0.15268712768979,0.148290587753403,0.193299236171128,0.0697345370378962,0.0597804648080403,0.0308615300829138,0.305593759050216
2000,0.997668098126184,0.0387674922436563,0.148548662533165,0.144074940379298,0.187997528629996,0.0677521036117294,0.0653306340855411,0.0311302553597065,0.316398383156908
1,0.0952855473911071,0,0,1,0,0,0,0,0
5,0.216086427107761,0,0,0.78577465584211,0,0.214225344157891,0,0,-8.88178419700125e-16
10,0.302029072809655,0,0.125919634042106,0.562181767182927,0.108171367895902,0.153267328818318,0,0,0.0504599020607472
25,0.446575245760241,0.0202324064691958,0.210221582420323,0.380216412586184,0.235160143203488,0.103658206885614,0,0,0.0505112484351945
50,0.563993133518019,0.0336452997114502,0.174012570454683,0.301059051612244,0.274757686250749,0.0820775758851152,0.0197577718368779,0.0170549434768704,0.0976351007720103
75,0.630383172225663,0.0429282433623786,0.172998755689611,0.269352427815077,0.261212071354639,0.0784793168553774,0.0253616458081642,0.0198657059651504,0.129801833149602
100,0.677070800165697,0.0456536612787158,0.166613875434319,0.250779147249001,0.245783769182271,0.07306775111449,0.0320044340927016,0.0214590597687619,0.16463830187974
200,0.778081263154992,0.0423374695234301,0.149835112190006,0.220156126930352,0.21867704556305,0.0688390022406072,0.0449934102891341,0.0276085945630802,0.22755323870034
500,0.890194080539946,0.0378971241999057,0.132132337216573,0.19390466456152,0.193669083769497,0.060169281046233,0.0602848790464464,0.0333454987465574,0.288597131413268
1000,0.958453872424913,0.0354204035376438,0.12304698981833,0.180095035919709,0.180705900446242,0.0562058167280815,0.0737561005631012,0.0338689878586528,0.31690076512824
2000,0.996707976180851,0.0342376740086241,0.118515133721945,0.173182906836123,0.174213924465044,0.0540486120139766,0.0806990856167028,0.0339825757434227,0.331120087594162
1,0.13994530575563,0,0,1,0,0,0,0,0
5,0.329632556804885,0,0.129627803691486,0.807769040163888,0,0,0,0,0.0626031561446261
10,0.419554120586544,0.0364476535795044,0.193272245018575,0.634642733683092,0,0.0864517265549253,0,0,0.0491856411639029
25,0.568075152908786,0.0552974822100586,0.214759561328985,0.46871786708792,0.137540228635118,0.0638492599477661,0,0,0.0598356007901524
50,0.676734062732676,0.0537533199666491,0.205082953388739,0.400823749396958,0.186554910285538,0.0535973879628221,0.0141061230146962,0.00610454386460988,0.0799770121199871
75,0.737064991367915,0.0564619687308711,0.193559861591436,0.368015151371841,0.181280933967195,0.0553793325794138,0.0234668002398984,0.0152199030049188,0.106616048514426
100,0.774131806112823,0.0579807043943748,0.187581241515113,0.352056621424232,0.174221138430736,0.0527276711372554,0.0262592561020745,0.0201925732143865,0.128980793781828
200,0.848750279587478,0.0538151732983439,0.171826387283539,0.321105317726177,0.164790821044822,0.0501756119348496,0.0358913929816551,0.0216279894662153,0.180767306264399
500,0.925935985098707,0.0497499329228525,0.158701197439932,0.294745079829115,0.152467531370126,0.0462182477782537,0.051501325928371,0.0234707591587315,0.223145925572618
1000,0.969451892953877,0.0476035086557482,0.152016762797894,0.281514820723088,0.146263994725382,0.0441436435341816,0.0613538160885409,0.0240032461508302,0.243100207324335
2000,0.996761974273611,0.0464161104611751,0.148044294388778,0.273801652639744,0.142484361878066,0.0429672680691437,0.0663635521252114,0.0245061800905369,0.255416580347345
1,0.11222444572702,0,0,1,0,0,0,0,0
5,0.280262469674813,0,0.127933296534178,0.802302296966823,0.0697644064989983,0,0,0,6.66133814775094e-16
10,0.366298200047417,0,0.196724387855435,0.613858389543246,0.100386156420399,0.0464998347342936,0,0,0.042531231446626
25,0.535037767366528,0.020560240231966,0.20496488925176,0.442994483213829,0.242861410967341,0.0595011934888964,0,0,0.0291177828462078
50,0.655130910345949,0.040770316352789,0.190935054867997,0.361788423521729,0.262086541568461,0.0485939301858492,0.0160582838799289,0.00704569243570741,0.0727217571875387
75,0.718188927805062,0.0401376688256315,0.177768169332779,0.333635797193516,0.249312192930803,0.0477920217424197,0.0146483435340666,0.0177933267638393,0.118912479676945
100,0.759889857242583,0.042289990944342,0.170290733366333,0.317184682713792,0.235630538851293,0.0472907633341011,0.0302406069224848,0.0210404615528052,0.136032222314849
200,0.842255969710937,0.0403241640664307,0.159096632591536,0.286930065079156,0.218814196507717,0.044004536326837,0.0384600448944391,0.0228649265554525,0.189505433978432
500,0.926642433987182,0.037094715899376,0.145532934313525,0.260800230313875,0.20055794278628,0.0406141069502154,0.0549079289490092,0.0251440313762265,0.235348109411492
1000,0.971754355965584,0.0354320338141231,0.139358949153057,0.248693055728402,0.191865370496007,0.0387286711786001,0.0644001030646784,0.026355559969368,0.255166256595764
2000,0.997294433145651,0.0346461320128444,0.135871902318217,0.242324184484014,0.187231615171009,0.0377641987187125,0.0689158089200944,0.0268567843721526,0.266389374002956
1,0.0852464087432467,0,0,1,0,0,0,0,0
5,0.236806589967084,0,0.272834534071356,0.727165465928644,0,0,0,0,0
10,0.335809100002228,0,0.249230032687077,0.57190969351991,0,0.107417126832133,0,0,0.0714431469608796
25,0.504632992839115,0.0265167403685325,0.25373277481016,0.398006767273554,0.18844278990668,0.0714809558593885,0,0,0.0618199717816854
50,0.62375089124171,0.0480855263637807,0.241663842295739,0.321999293242924,0.203552790982771,0.0578302158647269,0.0128816262349622,0.0255895508158118,0.0883971541992844
75,0.692205231401116,0.0511739648528035,0.220842614456366,0.290155776102606,0.206715530102487,0.0603695595359926,0.0219717385317576,0.0260235845372023,0.122747231880785
100,0.735241451383463,0.0527337121439107,0.213111796922352,0.275727309774589,0.197065846246616,0.056835920838746,0.0258819871856349,0.0290045195183475,0.149638907369803
200,0.820848963891614,0.0481493669597325,0.195259960392456,0.246971314264209,0.181891941110722,0.0536232481667548,0.0392198912392668,0.0288817117611526,0.206002566105705
500,0.912303285724381,0.0438467953285246,0.175879068281331,0.22260319720859,0.166207598716272,0.0484706676674854,0.0562921863403442,0.0299224535786972,0.256778032878756
1000,0.964628737940285,0.0415699283690305,0.166797979861638,0.210528279159273,0.157803939263353,0.0458414181902995,0.0690956689122951,0.0307433331991845,0.277619453044927
2000,0.996715673948183,0.0404114424381637,0.161527747797763,0.203750812327154,0.153133863986533,0.0444011995738461,0.0747370711801621,0.0312033122676273,0.290834550428751
1,0.0890890852029107,0,0,1,0,0,0,0,0
5,0.221121634308885,0,0.154316074170872,0.744451970819182,0.101231955009945,0,0,0,6.66133814775094e-16
10,0.321456541670197,0,0.228986314296849,0.512089241042407,0.129681515207958,0.129242929452785,0,0,5.55111512312578e-16
25,0.508668256883957,0.0378777894801459,0.22795857891891,0.354532772060597,0.267436769438602,0.0816759932922163,0,0,0.0305180968095285
50,0.643139252075802,0.0455353610866931,0.211732075878295,0.28922772208367,0.293708474531509,0.0645987397023635,0.0073047232332444,0,0.0878929034842243
75,0.714342559630836,0.0444848446948003,0.190627321702905,0.260398457788389,0.283178657485925,0.0659287113833207,0.0116169646051839,0.01794989405498,0.125815148284497
100,0.757271047658877,0.0446072586574637,0.186264344310729,0.247764484661259,0.27200860573947,0.0621913178753122,0.0223202776165576,0.0190271733478396,0.145816537791369
200,0.84512443571655,0.0439048065657484,0.169337661813001,0.222008574054557,0.248434430470749,0.0587427017829471,0.0330431383210425,0.0206254062701452,0.203903280721809
500,0.927544119626701,0.0405258133844775,0.155390820234022,0.202588562626695,0.228570327037731,0.0537338428022675,0.0489245409783669,0.0218457058919889,0.248420387044451
1000,0.971953038594716,0.0386741729335086,0.148656116949052,0.19333221102915,0.218717539492549,0.0513559525012468,0.059195671217022,0.023228089523403,0.266840246354069
2000,0.997558736628147,0.0378634056194477,0.145024353346173,0.188369689992563,0.213454736128259,0.0500377293594086,0.0639524503889408,0.0235579710088307,0.277739664156377
1,0.11754148092954,0,0,1,0,0,0,0,0
5,0.289839391636892,0,0.085756296098619,0.838755305718365,0.0754883981830166,0,0,0,-2.22044604925031e-16
10,0.378306204085981,0,0.153291098326858,0.642612584504096,0.113766626837088,0.0392580493043251,0,0,0.0510716410276331
25,0.55443345729513,0.0173405720029784,0.174527918823377,0.438473408022019,0.268133680784601,0.0522446827452922,0,0,0.0492797376217323
50,0.673052369297413,0.0347094124575843,0.164723898793817,0.369332603446588,0.28195691465444,0.0430370672493091,0.0213480723726341,0.00674953680992617,0.0781424942157021
75,0.735382954614782,0.031767465026077,0.153750590236999,0.338028209993965,0.27025271386174,0.0420065794581265,0.0195386235160437,0.0162500799596448,0.128405737947404
100,0.77659675806853,0.0347497596480719,0.147618655176501,0.321967302200489,0.262516150927654,0.0418015185415724,0.028873167225974,0.0194375408864178,0.143035905393319
200,0.857270588055977,0.0350511953003606,0.138948930493298,0.29223479093851,0.242011182847289,0.0390494739833555,0.0356914036858709,0.0233099488532891,0.193703073898026
500,0.932131760573669,0.0326070814819463,0.128442862211882,0.269213431936637,0.2241302515266,0.0365191296286166,0.0500173103381274,0.0257316219061223,0.233338310970068
1000,0.973583616719186,0.0312755997263022,0.123422477594827,0.257751245986258,0.215186719516011,0.0349642701569401,0.0601550433776373,0.0262353714263478,0.251009272215677
2000,0.997504219343148,0.0306365222282433,0.12059064935787,0.251570254456088,0.210297754838489,0.0341618433521528,0.0641736432949923,0.0266672647121509,0.261902067760013
1,0.106007111908869,0,0,1,0,0,0,0,0
5,0.232952856836617,0,0.236724926638221,0.76327507336178,0,0,0,0,-2.22044604925031e-16
10,0.316405656802353,0,0.174288122728664,0.561959323637739,0.103907696894679,0.106663920743184,0,0,0.0531809359957347
25,0.471046001055326,0.020245627385972,0.221597091960309,0.393840221575234,0.241584608460366,0.0716470744348752,0,0,0.0510853761832448
50,0.584493807894505,0.0422620764894428,0.209404736638419,0.317397479531967,0.250611725630291,0.0577406765375906,0.0202564487415873,0.0214037793630634,0.0809230770676397
75,0.65061622854276,0.0417717485210392,0.188122838840149,0.285140230583051,0.240920379196453,0.0560516035854692,0.0181977767230134,0.0243262993687382,0.145469123182087
100,0.693582014419925,0.0444847766120705,0.181275377117182,0.267476459266196,0.236700229172764,0.0551990949206906,0.032578120147551,0.0275091176855798,0.154776825077967
200,0.78272825026153,0.0415664889349208,0.165639007656265,0.238519531529785,0.212808092119087,0.0515132848626766,0.0425081717655542,0.0284910623632515,0.218954360768461
500,0.883349645805739,0.0373467081416109,0.147206538340447,0.211959092701347,0.190929636436075,0.045645462719361,0.0600308382949243,0.0305632024563478,0.276318520909888
1000,0.950566416365639,0.0348186813056826,0.137611067454362,0.196970970401946,0.178389050300849,0.0425803715459198,0.0759048254983196,0.0320744600694916,0.301650573423429
2000,0.995391787515199,0.0335158051593859,0.131573448663995,0.188100797908363,0.170846761416648,0.0407347330288454,0.0827324445294746,0.0325639808320194,0.319932028461269
1,0.0926968572754601,0,0,1,0,0,0,0,0
5,0.249764396706855,0,0.221973685651282,0.689032309493196,0,0.0889940048555219,0,0,-2.22044604925031e-16
10,0.344605624933578,0,0.211303482496603,0.499399100421737,0.108901899542308,0.124747489793323,0,0,0.0556480277460291
25,0.483225742829395,0.0383565267641025,0.229163842584905,0.356139426853462,0.233128212454446,0.0889619133852738,0,0,0.0542500779578113
50,0.59591146548056,0.0466986651142682,0.216282042698401,0.29614079707447,0.256111130143913,0.0778492635359974,0.0138748160542318,0.0131206960340431,0.079922589344676
75,0.658940120996648,0.0459165468173298,0.195594326274433,0.267814465609275,0.250530344034843,0.0741511857007745,0.0192085069315315,0.025206980131226,0.121577644500587
100,0.699486379845817,0.0459838740931835,0.191309012975023,0.254324695798369,0.240605706283114,0.0698529559481679,0.0282841495509292,0.0260803478952226,0.14355925745599
200,0.7848995715825,0.044955581374894,0.174622660726478,0.226648946196668,0.216912672784507,0.0657605041439776,0.0383242924027223,0.0286788435978809,0.204096498772872
500,0.882489784380305,0.0405985812264412,0.156145906140216,0.202123399184766,0.195208160799328,0.0588676862963847,0.0571049319863987,0.02941449631333,0.260536838053137
1000,0.949748817249742,0.0377234828219294,0.146027756073363,0.187809483649901,0.182201736714543,0.0548204356822584,0.072803427843595,0.0297832268566111,0.288830450357799
2000,0.995308860025659,0.0363009728121105,0.139441489766202,0.179298524999729,0.174392427750554,0.0523110423723126,0.0805360233796988,0.0303384086071051,0.307381110312288
1,0.101722453068927,0,0,1,0,0,0,0,0
5,0.277232153920349,0,0.12973882143444,0.775446458671929,0.0948147198936306,0,0,0,0
10,0.379805271259835,0,0.148559894173474,0.566023455320748,0.177832083334441,0.107584567171333,0,0,3.66373598126302e-15
25,0.578392373489981,0,0.186407455478259,0.39381103439468,0.319961400479716,0.0706461350299736,0,0,0.0291739746173714
50,0.713335043546277,0.0318132304032929,0.172098602887737,0.324777516184373,0.348472199348699,0.0572818987200498,0,0.00641254913680849,0.0591440033190401
75,0.776251613666651,0.0292347116521757,0.161112550565939,0.298453722441755,0.323701685586218,0.0600029878831987,0.0103235478247779,0.0176286366171333,0.0995421574288025
100,0.814158650088528,0.0336384991089396,0.155354541212246,0.286185835069422,0.314496441521865,0.0572092627942833,0.0173189048070084,0.0168078514172942,0.118988664068942
200,0.886204047782555,0.0328086066400311,0.148012557668045,0.262919892701449,0.291502817303897,0.055211071520441,0.0277534078834581,0.019352669545884,0.162438976736796
500,0.946654264253343,0.0310962502250281,0.139314361187832,0.246512799936295,0.274884440524211,0.0519829223914549,0.0389298883901205,0.0209392573325904,0.196340080012469
1000,0.978562766392123,0.0300822787140624,0.134992240065885,0.238474629596946,0.266567978215621,0.0503440027711077,0.0458428070779633,0.0217770580647255,0.211919005493689
2000,0.997892985276876,0.0296048764476892,0.132487430436878,0.233855129453561,0.26152137127531,0.0493687873848304,0.0499861805762108,0.0221570696468962,0.221019154778624
1,0.0998539107138886,0,0,1,0,0,0,0,0
5,0.256977384209388,0,0.221239374135981,0.778760625864018,0,0,0,0,4.44089209850063e-16
10,0.34685339204663,0,0.21307926970131,0.576969616410432,0.0982952193299599,0.111655894558299,0,0,-4.44089209850063e-16
25,0.498376108967647,0.0356882196066358,0.219152260425548,0.401551890146469,0.217915899657345,0.0777088328928326,0,0,0.0479828972711703
50,0.624783062072534,0.0353837652389856,0.200592114803345,0.320309369296839,0.262118748982087,0.0619866768492051,0.0157265915808362,0.0296348833405002,0.0742478499082015
75,0.698030978223589,0.0397170725189452,0.18448806868388,0.286697689362003,0.247729565092671,0.0636671192244476,0.0174712400951785,0.0304824835701428,0.129746761452733
100,0.743121218575436,0.0397382766441606,0.18004259480447,0.272169543265402,0.23759305275272,0.0598040002115854,0.0303218738307683,0.0307210172527078,0.149609641238185
200,0.83263564235783,0.0395241033554472,0.164391314883055,0.245402499383646,0.216003504854346,0.0567049904255065,0.0408915358551538,0.0297534644589433,0.207328586783902
500,0.916750614281083,0.0361562850514222,0.150083748354714,0.223157176345936,0.19861435380843,0.0515021156161012,0.0578045297533633,0.0314009986456125,0.25128079242442
1000,0.966540375870435,0.034458865159725,0.142842888458016,0.211661595939157,0.188935131663793,0.0489982548280727,0.0692066513607235,0.0323866839985327,0.271509928591981
2000,0.996829036787818,0.0336169869068116,0.13857454035243,0.205230256088452,0.18345402662042,0.0475493258248858,0.0742490730413894,0.0327722363021176,0.284553554863494
1,0.107197747260979,0,0,1,0,0,0,0,0
5,0.241060045893004,0,0.151186881475242,0.765326153456323,0,0.0834869650684351,0,0,2.22044604925031e-16
10,0.31737198050317,0,0.253217712990264,0.581303861112135,0,0.113794879065088,0,0,0.0516835468325136
25,0.446275625059328,0.0415395420941445,0.223902533891046,0.413398239374538,0.190982714626475,0.0809260109942248,0,0,0.0492509590195718
50,0.549304842829536,0.0502312863210507,0.207597556368295,0.335860060371887,0.20323474515567,0.0713016575860048,0.0142695955771246,0.0212738180091239,0.0962312806108439
75,0.611081334906647,0.0491474500826318,0.186610744852979,0.301906713782187,0.198368531705937,0.0675024134527891,0.0247251393558763,0.0236104440621152,0.148128562705484
100,0.654789583014999,0.0512500035213769,0.180025850972535,0.284116938250414,0.190824107738424,0.0629965197861217,0.0331785751035536,0.0301317853901529,0.167476219237422
200,0.748206789361836,0.0474763347973108,0.164992973931886,0.250523016541847,0.173581693109408,0.0571641855423797,0.045067753390465,0.031914580867205,0.229279461819499
500,0.858462719133931,0.0420009563634214,0.144727739598941,0.218979566770041,0.153368917638747,0.0508562108436615,0.0656615836945504,0.0334707005511298,0.290934324539508
1000,0.937486229844612,0.0384605704682666,0.133182912730262,0.200521125899991,0.142017971045952,0.0465693891343177,0.08247802977679,0.0333476987789923,0.323422302165429
2000,0.993718505600414,0.0366077445052792,0.125892833016581,0.189284456738317,0.134616905654857,0.0440200764324788,0.0914633352646269,0.0336734607678741,0.344441187619986
1,0.0788960064337018,0,0,1,0,0,0,0,0
5,0.217185711322627,0,0.284289251558429,0.580311174357647,0,0.135399574083924,0,0,4.44089209850063e-16
10,0.314276696223131,0,0.320335110830231,0.401032900962697,0.0516962438484595,0.161948013672251,0,0,0.0649877306863613
25,0.478726294655682,0.0390594698913885,0.276404761110107,0.263272138168186,0.237328182814128,0.106316463634863,0,0,0.077618984381327
50,0.596889304851845,0.0464945416723427,0.257494181148664,0.211153549187178,0.244183187542723,0.092044581584024,0.0173209774507831,0.0154458638242712,0.115863117590014
75,0.671419835816079,0.048957988804584,0.228911203676924,0.187714584032425,0.233591127412644,0.086326271078643,0.0232304320060808,0.0271440254734141,0.164124367515285
100,0.717740995215996,0.0457983660180466,0.22281032575819,0.177810074924456,0.228711712530627,0.0807549953821351,0.0300227590734006,0.0253922198233397,0.188699546489805
200,0.814408078567535,0.0434435543986874,0.200775637058382,0.158448103118464,0.20440002786127,0.0746644712469383,0.0441149104874654,0.0286469605976219,0.245506335231171
500,0.909663739005265,0.0400493275398769,0.180809948788206,0.14215692754985,0.185723547813942,0.0671488462909228,0.0623538112261995,0.0302202665242141,0.291537324266788
1000,0.965167500833189,0.0377462160745375,0.170873746538175,0.133981927622786,0.176033047174402,0.0633819988958125,0.0734793256989554,0.0309243511248347,0.313579386870497
2000,0.997074574537866,0.0367643286163201,0.165532673213154,0.129709614212269,0.170764895985619,0.0613537312396487,0.0791009845821588,0.0310486633744545,0.325725108776377
1,0.073138197166751,0,0,1,0,0,0,0,0
5,0.237601609757587,0,0.269510425594927,0.730489574405072,0,0,0,0,7.7715611723761e-16
10,0.325912747925727,0,0.247551015751182,0.532552040061144,0.110982568952773,0.108914375234901,0,0,-2.22044604925031e-16
25,0.473482681489545,0.0327562911865207,0.246258171040724,0.366572011131968,0.205521011807521,0.0749691270855999,0,0,0.0739233877476656
50,0.581078624519477,0.0389273953084302,0.223022917177822,0.298695376952318,0.227244039418524,0.0665992248389637,0.0162855414400822,0.0307905446690559,0.0984349601948039
75,0.642345966795774,0.0389285076742667,0.206432071921846,0.270205633352972,0.228671272110266,0.0636435090767549,0.0215615443965135,0.0278537241134247,0.142703737353955
100,0.686388141906994,0.039371657266801,0.200562799679753,0.252867857401444,0.224424713310035,0.059559815900379,0.0280452069403267,0.0335110593155339,0.161656890185728
200,0.775121089108776,0.0381157498589935,0.18176212145728,0.226404707220725,0.201539377654059,0.0560300391365069,0.0427176867982455,0.0323010970082792,0.221129220865911
500,0.878895052117638,0.0341342350761692,0.161118917053026,0.199672375919569,0.180750418604804,0.0494143923710285,0.0642762660851289,0.0351063272962677,0.275527067594008
1000,0.949084486300965,0.0317259753625811,0.149826671191907,0.185017265458981,0.167984630148804,0.0459823697633652,0.0780227149750201,0.0356314055803204,0.305808967519021
2000,0.995311676942026,0.030436171792556,0.143013285369359,0.176424149754223,0.160759809696454,0.0439126316453451,0.0850796825249791,0.035819691855689,0.324554577361396
1,0.100739214762178,0,0,1,0,0,0,0,0
5,0.28108495515184,0,0,0.837471242901731,0,0.16252875709827,0,0,-4.44089209850063e-16
10,0.362879553320175,0,0.138167044294081,0.648701654855407,0.0399204445458444,0.12589408243551,0,0,0.0473167738691577
25,0.490089945169274,0.0336364086714928,0.177983112296547,0.480321151397388,0.167520837142345,0.0932163347772259,0,0,0.0473221557150014
50,0.585861891385399,0.0343130781275418,0.176678883021688,0.40180214861788,0.166087168001238,0.0842057947896235,0.0148167236109107,0.0204122133628512,0.101683990468266
75,0.645338691071955,0.0388729131621463,0.163630002745575,0.364770577076311,0.166046499215354,0.0798072123932253,0.0243310587098308,0.0256310060065492,0.136910730691008
100,0.687557698363763,0.0419462655227012,0.158779581837416,0.345129617661232,0.16296739235714,0.074906705439428,0.0284810428457602,0.0266773126721108,0.161112081664212
200,0.776699510951852,0.0399215070084955,0.14437914408135,0.30700151452812,0.152196696836241,0.0703338229871239,0.0402738233735854,0.027117662063506,0.218775829121578
500,0.878248906360491,0.0358402352326551,0.128277000000493,0.271503812266171,0.136927255746567,0.0622013252983776,0.0624924891674155,0.0286949292767794,0.274062953011542
1000,0.947909102583425,0.0335192771739005,0.119721710175694,0.251551467905102,0.127422585165443,0.057807668448604,0.0773354880845135,0.0290717105227914,0.303570092523952
2000,0.995169486298328,0.0322148033944469,0.114086563442351,0.23967463366863,0.122015446105989,0.0551014381605704,0.0843616217604934,0.0300194781743419,0.322526015293176
1,0.118548343942907,0,0,1,0,0,0,0,0
5,0.318200825113803,0,0.214395289581387,0.785604710418613,0,0,0,0,4.44089209850063e-16
10,0.412111194169812,0,0.252875690356062,0.60658402539167,0,0.0987722788273111,0,0,0.0417680054249568
25,0.56609783184955,0.0153164300468747,0.238832860245797,0.441584568963566,0.162377546118473,0.0719048183693007,0,0,0.0699837762559891
50,0.675925900651466,0.0342327118117727,0.21850587517769,0.3698335377111,0.193144473132703,0.0602213374856101,0.0139440566074073,0.0138450366664923,0.0962729714072255
75,0.741604153983636,0.0312009802518246,0.203469316934243,0.337080187220754,0.184972323586973,0.0629993802171771,0.0191588247460131,0.0229133263084995,0.138205660734515
