sample,d13C,soil_P,soil_S,soil_N,soil_C,Narea_mean,leaf_age,mg_Cl_a_per_m2,mg_Cl_b_per_m2,mg_Cl_total_per_m2,irradiance,gap,P,N,C,H,photo_max,Cond,Ci,LMA_g_per_m2,LWC_percent,site_revised,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,alpha,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,N_per_area,P_per_area,leaf_rad,species_confirmed,biological_rep,date,gap_mean,leafrad_mean,LMA_mean
KG078,-27.02,110.805,244.483,0.12279,4.9305,2316.998689,mid,488.1823182,108.9435396,597.1258578,16.69332314,58.91225,180.302,0.8056,53.231,6.324,28.45559555,0.154969027,1401.016386,266.319416,51.47066081,NSW_Kuringai_top,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2145.469215,480179.2334,9.834412262,corgum,2,140611,74.62395833,12.45894213,262.5582427
KG079,-27.02,110.805,244.483,0.12279,4.9305,2316.998689,new,748.5008996,149.3159629,897.8168625,16.69332314,66.38,307.215,0.8951,53.266,6.402,34.05460812,0.188742639,1385.474682,272.0656656,51.02663773,NSW_Kuringai_top,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,2435.259773,835826.5346,11.0810279,corgum,2,140611,74.62395833,12.45894213,262.5582427
KG081,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,old,534.3158152,105.207571,639.5233863,16.69332314,68.7115,351.36,1.031,54.6752,6.647,NA,NA,NA,352.8785326,48.38692223,NSW_Kuringai_top,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3638.177671,1239874.012,11.47023273,euchae,3,140611,78.93129167,13.17625558,335.7620028
KG082,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,mid,745.673212,142.691452,888.364664,16.69332314,78.68575,265.582,1.1368,55.0697,6.747,NA,NA,NA,338.8457262,47.71232877,NSW_Kuringai_top,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3851.998215,899913.2566,13.13526651,euchae,3,140611,78.93129167,13.17625558,335.7620028
KG083,-27.17,111.418,170.871,0.06638,2.3125,3389.296424,new,986.2757174,184.7682654,1171.043983,16.69332314,88.66,300.615,1.0662,55.775,6.887,NA,NA,NA,324.0813252,48.39296304,NSW_Kuringai_top,17.2344532,10.21437263,48.46121216,398.6832275,27.11291313,6.035493374,21.07741928,21.69588089,12.95351028,21.9740181,12.0334959,1160.86853,137.1650848,59.74605942,27.55343819,392.1881409,193.2326508,335.3433228,225.5292053,1.007736824,20.34308106,25.34697297,369.4000002,-7.514353504,16.24749993,22.06066659,12.80000011,-5.480267331,3455.355089,974237.0757,14.8003003,euchae,3,140611,78.93129167,13.17625558,335.7620028
KG101,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,old,1308.432702,281.0033235,1589.436025,16.70306015,39.7265,168.372,0.8047,55.0235,6.729,18.42980505,0.085322532,1364.892792,275.9520807,39.36096479,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2220.586393,464626.0373,6.63554119,angcos,1,140612,54.26470833,9.063866873,243.1947128
KG102,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,mid,1014.603217,211.7349158,1226.338133,16.70306015,45.49325,124.78,0.8071,55.5945,6.776,18.23689367,0.131440181,1486.572343,244.0806276,38.88363292,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1969.974745,304563.8071,7.598764912,angcos,1,140612,54.26470833,9.063866873,243.1947128
KG103,-28.6,45.977,116.258,0.07851,3.0272,2100.187097,new,744.4620028,133.3582061,877.8202088,16.70306015,51.26,413.555,0.8411,55.3361,6.67,32.89832921,0.171919,1369.866187,248.8120099,44.57314029,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2092.757815,1028974.508,8.561988633,angcos,1,140612,54.26470833,9.063866873,243.1947128
KG105,-27.09,88.006,142.572,0.06479,3.65,2810.730132,old,711.4237254,142.8969091,854.3206345,16.69971657,35.20825,248.265,0.8726,52.7868,6.404,25.78850979,0.185085765,1502.455745,296.5921164,48.25619085,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2588.062808,736334.4178,5.879677959,eucobl,1,140612,42.93133333,7.169410986,308.6137462
KG106,-27.09,88.006,142.572,0.06479,3.65,2810.730132,mid,470.7936201,92.58842433,563.3820444,16.69971657,40.319125,161,0.9864,54.9876,6.662,27.55062771,0.169168826,1469.311119,313.8003531,51.98909339,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3095.326683,505218.5685,6.733179599,eucobl,1,140612,42.93133333,7.169410986,308.6137462
KG107,-27.09,88.006,142.572,0.06479,3.65,2810.730132,new,497.5496229,101.8943453,599.4439683,16.69971657,45.43,330.953,1.022,55.1183,6.592,28.40275189,0.255525084,1552.262741,320.3601865,51.257587,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3274.081106,1060241.648,7.586681238,eucobl,1,140612,42.93133333,7.169410986,308.6137462
KG117,-27.05,88.006,142.572,0.06479,3.65,2810.730132,old,496.6428312,102.7248659,599.367697,16.69971657,42.067,219.433,0.6587,52.7627,6.279,20.4894351,0.100682335,1393.853868,348.5031578,45.32139749,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2295.5903,764730.9343,7.02506977,eucobl,2,140613,42.93133333,7.169410986,308.6137462
KG118,-27.05,88.006,142.572,0.06479,3.65,2810.730132,mid,735.6259685,139.8553038,875.4812724,16.69971657,48.1735,279.406,1.0184,54.4334,6.524,17.73617978,0.128092498,1503.573513,296.2141251,52.07790634,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,3016.64465,827640.0384,8.044837962,eucobl,2,140613,42.93133333,7.169410986,308.6137462
KG119,-27.05,88.006,142.572,0.06479,3.65,2810.730132,new,558.7011306,110.3852927,669.0864234,16.69971657,54.28,402.509,0.9755,54.8611,6.644,18.87185828,0.12669439,1472.898719,305.2526494,51.14515281,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2977.739595,1228669.387,9.064606154,eucobl,2,140613,42.93133333,7.169410986,308.6137462
KG121,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,old,923.8759966,209.8298282,1133.705825,16.70306015,54.095,284.891,0.8135,54.4178,6.736,17.920952,0.226982412,1599.290986,252.863152,42.43897663,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2057.041742,720384.3624,9.035520388,angcos,2,140613,54.26470833,9.063866873,243.1947128
KG122,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,mid,1816.146183,410.6592401,2226.805423,16.70306015,61.9475,141.956,0.8684,54.8706,6.717,30.8738131,0.190912508,1438.346377,226.2476911,43.87620064,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1964.73495,321172.1724,10.34712819,angcos,2,140613,54.26470833,9.063866873,243.1947128
KG123,-28.08,45.977,116.258,0.07851,3.0272,2100.187097,new,704.5272383,160.412839,864.9400772,16.70306015,69.8,324.473,0.7827,54.9401,6.817,27.18424969,0.33900067,1577.425437,210.6623968,49.36969638,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1648.85458,683542.5988,11.65873598,angcos,2,140613,54.26470833,9.063866873,243.1947128
KG133,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,old,1860.089706,412.6511641,2272.74087,16.70306015,48.33675,140.138,0.7813,54.5127,6.639,11.45792118,0.083728805,1510.297974,161.8252605,39.8833611,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,1264.34076,226778.6836,8.073716427,angcos,3,140617,54.26470833,9.063866873,243.1947128
KG134,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,mid,843.6315114,165.2239971,1008.855509,16.70306015,55.353375,262.373,1.0343,54.5106,6.662,26.28946177,0.123588178,1356.806319,324.4130426,42.71703115,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,3355.4041,851172.2323,9.245707521,angcos,3,140617,54.26470833,9.063866873,243.1947128
KG135,-27.53,45.977,116.258,0.07851,3.0272,2100.187097,new,1920.558511,373.5552156,2294.113726,16.70306015,62.37,417.573,0.9545,55.2303,6.721,26.03523628,0.137699679,1395.233254,243.8961539,41.52440006,NSW_Kuringai_bottom,17.05942154,10.00648594,48.19248962,394.8375244,26.83377838,6.07019949,20.76357841,21.4799633,12.82155418,21.75277901,11.90895557,1158.679688,136.4629364,59.87929535,27.31289673,389.9318237,193.8609619,333.6639404,226.3395844,1.002056791,20.03353091,25.01144329,408.4000014,-7.331311688,15.77933327,21.27399991,44.40000125,-4.945166169,2327.988789,1018444.487,10.41769862,angcos,3,140617,54.26470833,9.063866873,243.1947128
KG137,-27.72,88.006,142.572,0.06479,3.65,2810.730132,old,1130.485501,241.9163242,1372.401825,16.69971657,35.19275,239.583,0.8736,54.1044,6.437,15.23944561,0.064251227,1354.327354,311.1204215,49.88980716,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2717.948002,745391.6394,5.877089503,eucobl,3,140617,42.93133333,7.169410986,308.6137462
KG138,-27.72,88.006,142.572,0.06479,3.65,2810.730132,mid,967.5264332,202.6933956,1170.219829,16.69971657,40.301375,197.389,0.9421,55.4953,6.42,27.94504761,0.068867117,1045.78953,314.5762242,51.90459395,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2963.622608,620938.8632,6.730215399,eucobl,3,140617,42.93133333,7.169410986,308.6137462
KG139,-27.72,88.006,142.572,0.06479,3.65,2810.730132,new,624.3171292,133.5064098,757.823539,16.69971657,45.41,428.218,0.8733,55.6691,6.342,22.60229187,0.057803617,1078.096216,271.1044817,56.64922533,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2367.555439,1160918.189,7.583341294,eucobl,3,140617,42.93133333,7.169410986,308.6137462
KG141,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,old,1077.503661,225.6300946,1303.133755,16.69971657,70.62575,203.833,1.0467,53.0808,6.416,24.95580366,0.13124566,1400.496452,273.3784334,44.99580102,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2861.452062,557235.4622,11.79430008,corgum,3,140618,74.62395833,12.45894213,262.5582427
KG142,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,mid,621.2076419,112.1881046,733.3957465,16.69971657,80.877875,217.806,0.9238,52.7321,6.224,29.05839488,0.213502357,1489.924927,262.9244617,47.67308311,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2428.896177,572665.2531,13.50637589,corgum,3,140618,74.62395833,12.45894213,262.5582427
KG143,-27.47,110.805,244.483,0.12279,4.9305,2316.998689,new,854.0663661,140.1975654,994.2639314,16.69971657,91.13,356.259,0.9721,52.5369,6.345,30.62700878,0.269494096,1525.517672,257.8135711,47.17783375,NSW_Kuringai_bottom,17.18439293,10.19765377,48.42212296,398.5711975,27.0743618,6.014455795,21.05990601,21.64278984,12.90676785,21.92316055,11.98523426,1155.805786,136.9642944,59.52244568,27.61229515,391.0604858,192.1668854,334.6251221,224.0186768,1.006121545,19.83337498,24.82019999,415.9000016,-7.242873419,15.18449997,20.33166663,50.70000141,-4.688210493,2506.205725,918484.0503,15.21845171,corgum,3,140618,74.62395833,12.45894213,262.5582427
QL106,-29.85,227.774,181.996,0.14546,2.6221,1697.76847,new,1301.375716,251.2488803,1552.624596,17.90879059,77.37,765.642,1.4385,52.3608,6.924,NA,NA,NA,119.9856865,62.7800014,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.994779044,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,1725.9941,918660.8098,13.85603128,corint,1,150809,65.03684375,11.64731215,154.565464
QL107,-29.85,227.774,181.996,0.14546,2.6221,1697.76847,mid,1591.60177,280.2284823,1871.830252,17.90879059,68.665875,468.108,1.1123,52.8058,6.985,19.70163585,0.332449994,1661.181906,169.7187016,47.46643346,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.994779044,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,1887.781118,794466.8197,12.29722776,corint,1,150809,65.03684375,11.64731215,154.565464
QL108,-29.85,227.774,181.996,0.14546,2.6221,1697.76847,old,1274.542849,238.7866886,1513.329537,17.90879059,59.96175,385.821,0.9356,51.6109,6.577,19.35326818,0.373595568,1660.867854,156.3003093,52.44818146,QLD_Cardwell_S,24.00816536,10.15929985,54.62860107,307.7836914,32.23192215,13.63488865,18.59703445,27.07043266,20.56164551,27.38449287,19.80311394,2001.784668,459.1465454,38.23096466,85.71774292,1126.933838,123.5809784,966.6027832,140.1945038,0.994779044,24.48268492,28.91953423,1189.299997,-8.937221139,19.52383334,24.5526666,16.7000002,-6.079481885,1462.345694,603039.4163,10.73842424,corint,1,150809,65.03684375,11.64731215,154.565464
