"","Protein","KG077","KG106","KG122","QL136","QL151","QL185","QL229","QL236","QL304","QL306","RH006","RH060","RH063","RH097","T022","T054","T157","T162","T166","T319","YG055","YG056","YG082","YG135","KG022","KG024","KG038","KG049","KG079","KG081","KG123","KG133","KG137","QL111","QL116","QL137","QL139","QL149","QL175","QL184","QL186","QL228","QL234","QL305","QL307","QL314","QL330","QL331","QL333","QL398","QL453","QL456","RH056","RH065","RH101","RH124","T149","T159","T161","T219","T221","T245","T331","T336","T376","T377","T382","T397","YG054","YG080","YG186","YG202","KG083","KG105","KG143","QL132","QL321","QL328","QL411","QL449","RH003","RH011","T023","T053","T153","T218","T242","T243","T372","YG017","YG044","YG045","YG081","YG121","YG136","KG078","KG082","KG101","QL106","QL110","QL133","QL135","QL140","QL170","QL172","QL327","QL406","RH057","RH122","T158","T165","T222","T241","T249","T320","T321","T323","T333","T339","KG135","KG139","KG142","QL108","QL112","QL144","QL147","QL152","QL235","QL240","QL243","QL315","QL319","QL412","QL454","QL455","RH055","T019","T049","T050","T145","T150","T225","T251","T398","YG018","YG077","KG036","KG050","KG102","KG107","KG117","KG121","QL114","QL141","QL145","QL227","QL230","QL233","QL309","QL318","QL332","QL400","QL402","QL404","QL407","QL448","RH007","RH061","RH100","T021","T058","T146","T167","T341","YG022","YG030","YG070","YG072","YG187","KG037","KG051","KG103","KG118","KG119","QL107","QL115","QL134","QL143","QL148","QL156","QL174","QL226","QL242","QL308","QL311","QL312","QL313","QL326","QL408","QL410","QL415","RH010","RH064","RH096","RH098","RH104","RH117","RH120","RH121","RH125","T017","T147","T151","T163","T217","T223","T226","T247","T324","T325","T329","T340","T378","T399","T402","YG169","YG170","KG141","QL142","QL154","QL173","QL239","QL329","QL403","QL414","QL416","QL451","T154","T381","YG019","YG031","YG168","QL130","QL320","QL405","RH009","RH102","T327","YG120","YG203","RH119","T051","T250","YG084","YG085","YG086","YG125","YG127","YG129","YG137","QL138","QL155","QL316","T337","YG123","YG124","KG134","KG138","QL131","QL146","QL150","QL153","QL171","QL231","QL232","QL237","QL238","QL241","QL325","QL397","QL401","QL450","QL452","RH002","RH005","RH059","RH099","RH103","RH118","RH123","T013","T014","T015","T018","T055","T057","T155","T227","T246","T328","T332","T373","T374","T403","T405","T406","YG020","YG021","YG029","YG043","YG071","YG075","YG076","YG188","BINCODE","NAME","bin_arch"
"1","eucgr.i01374.1.p",51.66699778,41.61608099,42.66345368,122.1337043,33.69986955,124.0367022,66.04249835,134.1078414,34.26961012,34.50420304,248.5848686,138.8092519,298.7966739,76.4992086,104.9938412,29.78987683,135.5719433,104.9229126,68.70813537,39.53822441,64.28138755,60.98975829,34.88843517,87.8990733,76.78253157,84.80855273,64.63443907,83.02058588,81.40267562,100.671799,55.92533973,45.59971081,72.0410466,32.42444971,22.9658685,52.33341749,91.56188543,36.35833896,73.66968405,93.0895916,44.49785097,155.1247564,83.88249182,52.65639532,69.82004095,73.12088795,113.6817632,78.57923717,40.32188652,98.50547178,52.03822595,112.7682948,163.8090639,96.61118114,115.9813036,121.3785326,36.54325921,46.27979493,113.1892199,129.138622,145.4027906,200.995142,129.6337066,225.7587269,102.5032086,63.15846808,157.6756066,74.90292409,32.63512848,102.8517791,29.89517267,103.8948411,105.6675554,48.68790342,111.955711,56.03456322,63.10404686,66.62720112,143.4939558,93.04142879,204.6358537,133.2079152,72.32563933,25.63610045,55.11732656,40.36128685,52.15215275,126.329494,116.9747372,32.20228254,98.6660359,60.81958034,67.04022181,47.11154824,59.51546387,73.25053758,157.5629037,59.48174923,73.37335469,55.73656367,92.3275011,77.1114446,75.04034675,76.5475532,62.91664033,106.2964542,137.8171068,147.6047087,109.6118024,53.02040072,64.7223751,143.3079752,104.3040464,48.2565644,62.68210622,52.44863067,143.1575006,59.81756135,196.7877756,84.34542682,66.04421996,115.9740194,56.67231704,33.19603085,46.24284436,30.00494657,39.73181303,79.5706702,99.66020908,50.66902257,55.48573573,74.71947281,168.1911186,74.07134461,101.2056738,233.6084338,37.94777478,37.08965354,39.56867301,64.58496001,73.59397226,103.3342905,126.1725919,73.46274305,84.53705284,62.38200551,98.38849997,143.9966772,23.41504065,38.51916606,52.38058085,30.73788932,35.20489859,49.36130322,39.50169924,168.1190762,166.8116329,125.9806191,33.91920834,85.0894073,99.05714465,112.3511041,95.89542527,38.32811098,77.12917559,130.4204422,279.7697041,181.7161166,36.83338423,90.74204483,88.7474222,45.85405269,43.53037574,195.732482,88.22831861,23.66649268,88.29191847,45.3265805,99.94187546,101.6153584,213.5165786,97.58759902,105.0568227,86.64034991,109.1401091,120.1837533,49.33735712,63.30938983,148.8924843,38.09475769,92.41732679,118.5673774,188.5765583,49.79052946,58.34326135,29.17436547,120.570275,106.7082311,103.3605424,279.8208333,131.3080669,197.9745228,193.489247,212.5989882,115.7803077,205.0949391,133.3203275,125.8890505,118.9327304,182.502812,100.4675014,67.22534001,19.66132723,81.08947859,181.5626483,56.27426067,168.3739409,314.2762471,102.2805905,49.36308033,35.04545338,217.042567,156.661591,42.3161872,110.9805076,85.20765808,73.21239322,133.3141848,115.3759821,56.72595891,136.8361447,186.3301081,103.4944431,152.0866237,139.8112337,71.8152151,130.2074577,104.1534561,257.5781585,55.3315289,36.65134562,49.96901272,183.6830417,84.19847298,104.6962417,247.1990013,253.9159843,102.1842685,136.1874557,132.06438,159.282768,138.1935624,276.7866243,39.63894239,101.1477198,64.05178499,205.4948365,129.7089075,120.2334432,77.29834289,75.88670393,71.37726985,78.87490802,113.1560433,95.79891028,113.8427817,115.7047901,88.62658307,135.2391099,63.66625615,37.70135482,23.74491044,37.83823235,92.04565445,99.80985948,31.2066106,85.16343705,42.33579418,81.91510979,82.35749895,78.87926286,78.95536675,33.27524147,176.951254,63.42751414,173.4046732,33.52579023,92.69169132,87.50376377,119.4223583,51.94846318,46.72946447,62.01787025,50.18986164,62.49184789,43.80887314,57.69162656,50.33543462,62.63667146,84.09070024,58.63373354,94.69059188,83.25957151,31.143982,47.188514,68.99358564,43.71786541,135.3845858,15.64580805,55.47416395,43.23684139,34.95057704,69.92107542,81.31598397,"_1.3.5_","PS.calvin cycle.TPI","_1.3_"
"2","eucgr.h01016.1.p",0.802998269,2.258214723,0.146051916,0.545017053,0.688821452,1.729734515,0.71377392,0.193683969,0.559944067,0.134657173,2.910932232,0.899031033,3.2156687,1.32962168,3.539230885,0.735609804,1.632152046,2.140298357,2.019257491,0.367685109,2.684129014,2.933058667,0.296807024,3.327420293,2.195467096,1.101912275,1.210672303,2.053897463,0.916226714,1.924404687,0.406026409,0.586123034,0.949165137,0.793779512,0.43674679,0.396801317,0.022093826,0.588606076,2.073497008,0.403129377,0.650428939,0.350587408,0.935377721,0.177006797,0.710854732,0.977761514,0.21862398,0.860471708,0.549225543,1.31878216,1.62000387,1.058926785,1.765835301,0.382733604,2.219253994,0.377821528,0.81007535,0.322956386,2.147681426,0.466227152,0.524306216,1.059182114,3.437932095,1.876617376,1.78674845,0.274712984,1.855992448,2.404667837,0.38246337,0.20860405,1.155795192,1.047416561,1.99249962,1.450134588,1.473469785,1.158941178,0.480967882,0.478729664,0.280771205,2.489185279,5.355110338,1.183651102,1.887067592,1.811247819,0.889948153,0.224870414,0.313036356,0.370518355,1.559936457,0.651620323,0.327042391,0.759846884,0.154108389,2.439848963,3.204315639,0.493356981,1.5136312,1.439070102,1.908353221,0.765836942,0.627221545,0.929204849,0.021380589,0.068797464,1.259464569,1.334267289,0.377312595,0.992411026,0.934314577,0.812164077,1.486092838,0.949913152,0.966974209,0.263989466,1.401818761,0.614752743,1.153704643,0.453131058,0.680404868,0.561004802,6.869050474,2.158323659,1.06264679,1.358588638,0.03857445,0.06811576,0.673193501,0.619540747,1.114026436,0.875215999,1.264091433,0.871041578,0.939197081,1.763985816,1.209611339,1.039089778,1.287680505,2.274388909,1.773497631,3.186241335,1.787519297,1.393134497,0.657108703,2.663332881,1.300625487,0.654849082,1.348745691,1.835346657,0.672109993,3.504525517,0.438294664,2.504454494,0.432120926,0.036370806,0.017933601,0.514672105,2.928609929,1.209551435,0.513741082,0.44032586,0.619478656,0.59602584,1.44908942,1.286233858,0.190423088,2.002449533,1.157457441,0.978529093,0.199075757,15.97853636,0.934308879,3.207433222,0.212673569,3.155799668,0.370706444,0.402844667,2.062283644,2.778846526,1.435232593,3.722683988,3.801723862,3.569376968,3.914388717,3.647021191,3.089273847,1.086205332,0.200915711,0.015042487,3.302173167,1.19859516,2.967339011,2.362070569,2.928548656,2.055673457,0.231768395,0.540771184,2.189036867,1.732431708,0.343431236,4.137060075,0.938971004,5.977936015,3.007934155,4.10096132,2.601090756,3.468341385,7.28815809,4.616618116,0.991797755,2.933523449,6.272408549,0.04157921,0.861551251,3.300350106,0.162101388,0.495316027,4.53136564,0.204891265,2.187900367,0.796830605,2.155112058,0.817675297,2.295543259,1.424546863,5.004664949,0.699424373,2.905732118,4.505522404,0.070765076,1.051291173,1.79301626,0.030179793,0.036654431,1.689691842,0.028241524,0.7822799,0.133943612,6.586871428,2.792344924,1.445567129,0.024644076,1.052546111,3.359630939,1.928998338,2.112307457,2.614494802,6.016799863,3.443705178,13.64976284,1.554987879,7.228026805,5.112332267,3.854781804,2.355840783,3.169306349,3.135886021,5.037434199,2.373244292,4.699959752,6.148904511,1.57982768,1.381865922,1.98396431,1.701779413,2.664091295,2.560794093,0.414081963,1.123504846,0.497994155,0.031693347,0.208841483,0.163252185,0.164866399,0.514352331,0.507595021,0.124556605,0.414905366,0.15297384,0.210225011,0.746258153,0.582633524,0.899647999,0.506420401,1.633685528,0.35795958,1.550113563,0.336393074,0.920763737,0.513091879,0.413082549,1.636872797,0.67133883,2.633076027,0.385759579,0.385126956,4.206462757,0.428235537,0.552376229,0.454991809,0.866494491,0.906197451,0.54074955,0.542643303,0.731383986,1.559331213,1.186923763,0.414047701,0.240102175,1.100444064,0.187781988,0.337206838,0.136908064,0.356414646,0.452540086,"_1.3_","PS.calvin cycle","_1.3_"
"3","eucgr.b02310.1.p",0.32983732,1.248444068,1.331001703,15.28990407,0.292799482,0.935896818,6.115994806,19.67464255,0.742878086,0.355997731,14.19353915,1.228574722,8.528691706,2.430395488,135.5977361,37.79057107,69.09015366,68.06070976,78.34711069,1.628322972,0.371902349,2.802814416,0.787472035,2.796086327,0.713939092,0.413669064,0.271413379,2.086146458,0.438206911,0.759652246,0.82681101,1.204291846,1.720589163,0.329410883,0.458444537,7.192012505,1.595359068,0.914460947,1.384017521,0.670125957,0.400734823,1.695090886,2.271595742,0.694156104,0.384419258,0.508898229,0.68728468,0.955500395,1.181398077,3.677867213,1.312826313,5.709555269,6.5764578,3.846780492,16.84077842,5.372093576,42.8919128,29.25119441,76.60873523,1.286916644,174.3128782,5.103189974,2.903401395,4.106142024,3.90224362,1.509543279,11.26854065,126.6202813,1.961226221,2.398111564,0.441879797,0.88197596,2.646055391,1.929657437,0.904654773,2.838399603,1.264682772,7.997315039,13.64453534,3.206274016,2.219393287,7.658912925,80.32257732,34.24920158,33.12071739,52.28702295,6.901735744,11.01844915,17.5352784,1.239533888,14.79688939,1.353059081,0.808170952,2.145238525,1.668304214,2.082349794,2.991463652,0.987075487,2.524868926,0.775160951,2.48509398,5.229175398,1.382486788,2.077998027,0.917470921,8.33969614,26.4548795,6.966183862,4.055748849,34.79632558,56.10699475,149.6288659,13.56366379,2.628416166,27.73442597,23.33039429,105.6346653,1.741091506,10.50122826,0.452430202,2.956914106,1.641037555,1.215076352,1.026261079,0.940832164,0.400185202,0.601879463,1.395362269,10.2181487,0.901597038,1.539624292,2.249396104,6.600503976,9.066819299,9.418091249,4.640133649,42.32611512,33.50925722,36.5086265,2.295005905,123.7219973,187.1318222,19.85774763,113.7664732,2.673323792,1.33494766,1.303262748,1.923125959,0.428666441,0.789545923,1.835501945,0.216788836,1.986049659,1.867356209,0.240178486,0.919345775,3.352195688,2.570390431,0.538123929,0.798492015,1.334498114,2.727126948,3.863889593,0.960228495,2.029921569,3.565459557,5.284837479,1.794405785,0.481087118,173.6627224,2.159087378,0.877900335,75.13461583,10.02549376,0.970021311,172.8714762,1.374118289,0.399705389,1.46283617,2.83613832,1.473399473,8.646966645,1.765928825,0.918052022,4.028785547,2.113873617,1.22356243,0.810195107,3.604333573,0.505562421,0.832404042,3.205623826,2.425585308,2.781402159,4.432243149,0.728916525,0.942389603,1.264947059,1.424961058,8.044343356,9.49142867,1.185189423,14.90114267,14.71535375,10.32016562,14.02642675,2.015636537,13.47101581,3.617432856,8.47154928,178.5351341,4.350515908,0.618454674,1.835059329,13.40109738,37.25686839,1.617706981,15.68254411,1.072073313,0.622460232,0.469422952,5.394224014,19.92656216,4.339010614,214.2082287,0.872912854,0.512053025,8.957806709,1.207576016,1.146824874,9.227390421,8.622934083,10.18082113,2.181580224,5.481218895,4.110318398,4.349593988,3.007179089,20.6640889,2.025947168,49.97017281,0.550046784,5.018967674,1.185341713,5.571785309,2.23530937,6.306880723,3.587972576,20.13913836,2.746191955,3.947416095,13.71007105,9.707914783,0.915812323,1.63482079,1.694432537,2.662300995,3.167569405,2.218264504,1.950021042,4.242131443,6.033568958,1.576755015,2.597344872,1.769807314,2.375895297,11.53852381,1.532825432,16.70516626,1.180039498,1.168871815,0.673386509,0.717379786,0.796353292,2.053629553,2.973931286,7.595563439,3.753803748,1.69334463,3.16817548,2.573509127,2.973441223,1.712246018,6.1919662,4.53465929,11.63797486,1.901230235,3.665834326,10.63614326,11.96018945,95.4363873,58.18893407,91.06289082,52.31805099,70.79368851,1.96120837,35.26861651,76.37453819,2.560799088,34.52265435,5.180926105,10.5531331,4.098575162,44.4575026,92.22312834,106.3412691,1.490600606,1.752505203,121.9300441,2.245238447,1.494284598,0.722649397,0.674647349,1.245227511,"_1.3.13_","PS.calvin cycle.rubisco interacting","_1.3_"
"4","eucgr.k03545.1.p",2.709151341,3.763579606,0.035566191,11.72833693,0.008091894,2.143912502,7.9993186,0.202606606,2.35769369,1.936734594,0.122199989,3.851707496,15.76288838,0.019567441,4.298875273,1.187253431,5.876775523,8.768627575,10.38482158,0.65441655,6.407250892,3.270934871,0.024038488,6.775322026,4.474291676,1.986456363,0.698516784,11.5488826,1.856822604,7.688822488,0.025748641,0.032150974,2.141710758,0.894733161,0.465083235,4.084803925,0.021103419,0.025829493,2.191822091,1.109672635,1.594247211,7.544703362,6.59449606,2.851642334,5.814551479,0.165612606,0.041907941,0.032996035,0.073087601,1.969303166,1.928205169,4.258165024,11.52724056,0.812931366,7.266893302,4.129723207,1.425496429,0.750964406,5.731465122,1.785477785,2.359134519,6.812530911,26.09315679,19.28141962,4.751015866,4.961923347,7.138814104,4.440585103,0.606070597,0.029974224,0.047614949,0.071361142,7.374717672,2.121689102,1.333060859,3.592584014,0.038003361,0.054366189,0.097128172,1.214603345,0.094343423,0.097125111,1.941355678,0.991698759,1.128387125,0.72180623,5.841194208,9.066194426,11.88992302,0.011101418,6.394866562,5.19693123,0.027461455,2.913731663,6.20016251,0.810159463,3.944683081,0.109498104,0.482083966,0.604983689,7.2399123,10.8040016,0.068852303,0.794812569,0.531301587,0.221859158,0.078410304,3.524973973,5.731097654,1.727225022,2.910485855,3.058594148,6.429607302,5.395217773,3.831129996,1.571218127,4.511932436,2.950711359,13.96777812,0.114406841,7.19105431,2.041432627,0.39590928,0.460476687,0.702729075,0.22027636,0.077894901,0.110873056,0.170222449,0.084983813,0.058123477,0.105812198,0.084371511,1.023448278,1.231207892,3.008351602,0.770796268,1.318132802,0.94551112,5.82087784,2.704148343,2.038836385,15.32103648,3.643294778,0.049404738,12.69051423,0.604489992,8.19443466,0.03901521,6.902637867,0.713401928,0.053146165,0.141264267,0.052807794,0.634259757,12.13980728,20.02978553,11.68627793,3.438909768,0.094613846,0.063041739,0.564377581,1.067939919,2.290415465,0.037205105,2.258146347,0.127337538,2.302970295,0.374747296,17.85130118,0.714468827,8.195444443,0.323359838,33.76310462,0.106575526,0.028833902,2.216135349,8.084397755,0.057552688,4.238477889,13.1679201,0.092850688,9.353300289,10.06053556,1.486489199,0.490530626,2.246587076,1.417203606,0.163036746,0.030317516,2.201881934,23.57062556,0.200307125,9.962782253,6.436795601,5.053215392,0.15308881,0.076183763,0.067610681,0.303023213,0.122673296,0.409834723,14.76313444,7.401894708,3.892735357,9.43389841,33.4444324,19.91961335,14.20744128,18.6283275,7.831647435,5.150421626,1.721891406,12.31669954,8.021007014,1.834163163,11.39206673,16.52566801,9.353188728,1.350822291,4.544225169,22.81640729,24.90812635,3.815876249,13.28684632,0.069968636,0.076177662,7.797727419,0.552800319,0.113540753,5.557316062,12.01228754,4.638985255,5.285732609,6.265770777,3.133280108,4.77715826,18.90275639,33.0453212,0.041112475,0.045924886,0.039636237,35.76590976,0.111385636,3.133970974,0.327423166,23.49794638,8.929910634,12.69084062,0.185428847,33.03125224,4.932236945,34.00451756,0.10141397,0.174509707,0.108588509,0.236905125,17.18599642,31.87359068,7.30061339,13.25564928,4.326617997,0.097673346,11.99456446,0.241293156,0.157633997,0.170116567,0.768467779,5.765424015,0.293650144,0.065216724,0.061275439,0.210229384,7.030810265,6.839815694,0.034523358,0.230357571,0.045089761,0.046028914,0.771678862,0.581298299,0.596324378,0.569548218,0.092399091,0.050319403,2.658600764,0.423883617,0.094026142,5.891867599,4.274432307,1.156309647,0.451895221,1.98977382,0.532800395,0.185507312,3.526852409,0.831064549,0.631760376,4.193667752,1.686415395,7.195172245,3.988600582,6.274697162,1.732958362,1.097598386,0.857229161,0.115576606,0.114857012,0.067301702,3.58050803,0.31506312,2.613774333,8.474464757,0.104544368,"_1.3_","PS.calvin cycle","_1.3_"
"5","eucgr.f01793.1.p",637.2973271,880.2608659,872.6869562,1211.551345,423.0375935,1373.673789,1035.367443,1639.252206,597.365008,742.8862754,2368.894554,1258.032679,2279.097989,887.8656922,1955.481484,672.3950113,2726.303176,2437.341814,1325.836276,608.4070737,1287.473592,1410.494387,463.3108272,1667.324691,1013.725608,726.9546486,682.1382955,1686.009207,1037.908905,1788.969284,711.5704308,641.0637603,1010.726702,560.319398,341.6722752,734.2932308,1029.37642,616.7818738,955.3254836,965.285964,567.7486202,1912.400789,976.3287254,1219.821771,1218.813681,1227.486371,1031.044058,407.5838662,323.6799593,851.8786835,668.9610275,1006.96391,1794.072399,912.4173654,1658.105788,1820.665294,720.5837797,885.9915654,3080.795428,2098.550433,2196.442535,1998.546319,1700.481862,2973.331063,1252.635876,931.9950514,1545.430013,1377.685354,1082.633708,1277.426432,464.7361664,1461.271706,2040.486064,1240.21114,1090.944745,1063.630673,1192.779436,822.8624811,779.8819678,1380.521997,1973.984888,955.2949214,1518.947672,431.640787,1212.377624,892.1802493,975.7458597,2138.837874,1951.438081,412.0129483,1356.264181,813.4704586,882.1297119,1324.849807,1311.270615,873.2449229,2188.221922,572.5107613,890.8459465,722.1073462,1030.460292,816.8523424,585.5087326,808.4437683,785.9776276,589.5343272,1073.427314,1835.10732,979.3431662,1345.04209,1345.532605,2358.324386,1349.332789,460.8448651,1388.774912,1233.885883,1546.135373,507.3498074,1891.304682,924.1980283,838.1639229,1147.019893,808.1193873,565.8679657,558.8508686,236.9539739,478.1996413,879.4173218,1150.315709,836.8725718,922.0737893,1040.115439,865.9153418,819.6502601,1187.320522,2090.805722,691.0177681,671.6974324,774.7780913,1336.377211,1638.412978,1555.897246,1561.128105,1445.088236,574.440646,825.3646981,1412.677128,2522.105296,398.4930372,788.1335291,1268.880021,593.4877846,486.2430083,489.3240673,381.4044584,2235.164287,2788.969715,2019.381088,877.0531584,1548.638989,618.9809921,1083.248133,1279.281619,438.9857325,598.7838498,1601.298319,2376.713152,1147.62637,521.8259012,2185.608207,2086.513935,1293.150768,997.6448247,2383.055868,1623.972781,457.6532249,2087.568299,1178.310638,1401.538835,1401.555577,4137.923925,1581.780326,2146.312307,1863.095246,1622.14697,1906.635603,684.6696582,967.6600068,1776.179484,582.018158,1346.197351,2346.615078,2812.380611,1324.640258,1540.089741,560.8568368,1587.525817,705.1459849,625.6440369,2880.056184,1350.173893,2156.602909,2557.248258,2159.919493,1351.828078,1914.697777,2114.091841,1817.255691,1449.962232,2021.649459,2257.668576,2571.280496,533.7600229,2642.417299,3765.789165,1126.952958,4061.42461,4049.914737,1185.421872,521.2031541,668.9214071,2926.165095,2709.889555,1296.613528,2499.385998,1105.0884,1264.274118,1692.043308,1233.570829,853.9156412,1457.38869,2614.172516,1340.072248,2113.631611,1635.953703,819.8297027,1557.330441,3405.167374,3038.256019,589.6994043,736.0325613,633.1880892,2173.727383,1209.365642,1145.183716,1623.657981,1941.20563,2005.759131,3118.373585,1734.720818,1549.811804,2579.164793,2687.086889,487.8572409,1086.325512,614.362737,1663.065886,1482.770394,1607.773404,1580.125404,991.3271337,1165.312915,1176.564117,1300.24311,1124.137896,925.2796386,1229.576457,1285.620569,1769.994379,612.7884494,461.9588119,291.5815303,370.5838789,1285.804716,1459.289343,615.991571,797.0846037,518.922975,597.824667,792.7884894,756.8906882,999.3205489,534.8223113,2062.488378,802.5533295,1770.245688,394.2541825,820.5054352,1505.352275,1047.338949,1143.213917,974.6646812,1087.347797,1093.202322,1557.453342,1044.479908,1608.301621,1144.352986,812.4457421,1459.627039,686.1888436,1094.501451,1313.877868,719.0884575,981.1679126,1544.193602,521.9411257,1629.854189,225.895422,647.5457106,972.182485,421.1268885,782.336758,1037.390742,"_1.3.4_","PS.calvin cycle.GAP","_1.3_"
"6","eucgr.g01726.1.p",438.1605912,876.2939085,313.4946907,1947.355072,223.5589165,1432.879173,817.6636799,1294.498342,627.1762199,558.1565283,1751.26392,1148.779381,1599.540073,1318.325284,1808.473448,606.4229038,3271.454279,1766.577408,1714.602938,478.9984248,1128.740794,1468.349949,278.1718035,1386.428122,1269.547789,1022.413837,855.8779335,1087.105553,1317.180242,2155.567625,260.9160603,495.0912089,794.6998548,294.1775771,252.8225487,819.3485271,523.7733212,247.0600319,977.9275423,603.6399743,503.2762825,2335.821457,1026.567575,1083.556401,1529.751845,1147.381735,1135.153758,707.1843943,585.628889,1076.374458,330.5616255,1388.626373,1330.972815,1139.117862,1802.744551,2583.259176,987.4833687,607.0295036,2114.572798,2396.935135,2910.901259,2358.333617,1645.453801,2959.849526,1571.257773,801.2687028,2055.547017,2215.131147,749.0484956,684.8474138,426.9938537,1184.655668,2347.60056,1410.177274,1444.43716,1126.392638,1275.26477,909.2459179,1152.298882,1195.721899,2145.203165,830.9400123,1614.869045,638.7833834,1765.148897,1036.245223,717.9250079,1687.072876,1963.556096,520.1487014,1437.240433,999.3058006,442.8206802,970.4418326,1335.217706,532.79039,3213.146616,782.9006683,1169.493953,758.5109959,1613.339103,1127.222803,384.5186569,1032.687569,949.0982774,962.7485833,1669.411384,2133.882674,1782.587239,1299.936583,1119.973869,2590.101094,1759.97098,449.3672353,1275.450842,571.5307129,1174.82655,542.6669217,2345.144826,768.6368367,950.8318779,821.354151,445.8843605,419.2650847,472.5707721,215.7403064,291.3593799,1007.640396,945.0967448,507.2689397,729.2799183,908.0674975,697.8674415,469.3454445,623.4514501,2329.491154,602.2716893,728.390664,1247.008571,1009.677251,1423.211193,1929.998708,1330.825264,1675.81853,749.7429145,1014.362957,1247.016691,1295.580214,356.4767039,901.4081801,1446.094174,353.8752101,532.2108093,450.0118373,516.8952612,1675.528929,2271.553297,2073.53865,922.5197798,1183.623319,1032.496742,1123.152094,1255.218217,416.5054111,953.1071419,1709.407147,2298.259198,883.1419197,406.497838,2977.448314,1881.636413,870.6139312,1218.290416,2014.491608,1195.618139,370.4067074,1232.389907,811.3146329,1322.621351,1138.915154,3792.920495,1486.444237,2232.587408,1650.763248,714.9589787,1564.783403,695.1155334,596.3849406,1729.974817,359.75235,1095.07569,1260.443367,2127.548512,1223.7588,1118.868573,323.6068464,1703.700104,1256.859468,1289.373589,1665.848177,1818.950724,1381.242076,2281.490175,3069.941523,1426.445021,2703.579772,1788.320236,2104.879866,1833.46909,3265.093947,2953.490561,2470.815369,605.8871675,2190.268877,1639.082423,582.4249807,3145.35703,4507.445489,745.3290226,422.9741506,321.395803,2863.77807,2726.807043,564.7115556,3100.393152,1108.244702,1106.962202,1438.464121,1201.894928,253.2773096,1223.028758,607.6807249,1207.197638,786.7156448,1790.434461,422.1010168,1575.270282,2204.274056,1825.467564,545.9258765,306.8165292,581.4165292,2938.142135,1266.781215,1162.540443,1490.605513,3273.840332,2346.218376,3431.631548,1570.915309,1368.710699,2930.601709,3226.607495,514.4307313,898.1604335,672.4998907,2305.033828,1970.195236,2308.122896,1357.237446,1052.541943,647.0570143,1198.439495,1407.737892,1201.293271,1152.38026,1402.841009,1061.937396,2331.894387,774.703159,367.6869948,209.3564533,517.7125259,1396.252556,1677.669692,276.6083032,905.9093485,531.0103248,941.8790014,827.6186703,884.753233,995.8950298,459.6561072,881.7953182,711.4776117,1825.571649,333.8495947,1028.10877,1344.718079,1771.068565,1161.649241,1110.627525,1446.868255,1241.402159,1262.871645,1311.502403,1456.346148,1162.767858,829.8070914,1658.920053,703.4368557,971.5648175,950.7557703,782.1778917,1519.640967,2105.361062,234.1128459,1338.290338,381.9975435,929.7249242,1084.267796,530.4422529,1374.881816,1078.353899,"_1.3.6_","PS.calvin cycle.aldolase","_1.3_"
