species_confirmed,Latitude,Longitude,sample,leaf_age,biological_rep,site_revised,date,ID
grepar,-18.22,142.27,QL356,old,3,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL352,old,2,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL349,sen,1,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL353,sen,2,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL357,sen,3,QLD_Croydon,150822,grepar_89
grepar,-18.44,146.14,QL100,old,2,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL103,mid,3,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL094,new,1,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL098,new,2,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL104,old,3,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL095,mid,1,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL102,new,3,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL099,mid,2,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL096,old,1,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL101,sen,2,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL097,sen,1,QLD_Cardwell_S,150809,grepar_88
grepar,-18.44,146.14,QL105,sen,3,QLD_Cardwell_S,150809,grepar_88
grepte,-18.21,145.54,QL202,new,2,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL205,new,3,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL203,mid,2,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL206,mid,3,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL207,old,3,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL204,old,2,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL199,new,1,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL200,mid,1,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.21,145.54,QL201,old,1,QLD_Blencoe_Falls,150815,grepte_91
grepte,-18.44,146.14,QL085,sen,1,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL089,sen,2,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL093,sen,3,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL087,mid,2,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL082,new,1,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL083,mid,1,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL086,new,2,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL090,new,3,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL091,mid,3,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL092,old,3,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL084,old,1,QLD_Cardwell_S,150809,grepte_90
grepte,-18.44,146.14,QL088,old,2,QLD_Cardwell_S,150809,grepte_90
greser,-33.68,151.15,KG097,old,1,NSW_Kuringai_bottom,140612,greser_92
greser,-33.68,151.15,KG098,mid,1,NSW_Kuringai_bottom,140612,greser_92
greser,-33.68,151.15,KG099,new,1,NSW_Kuringai_bottom,140612,greser_92
greser,-33.68,151.15,KG096,sen,1,NSW_Kuringai_bottom,140612,greser_92
greser,-33.68,151.15,KG113,old,2,NSW_Kuringai_bottom,140613,greser_92
greser,-33.68,151.15,KG114,mid,2,NSW_Kuringai_bottom,140613,greser_92
greser,-33.68,151.15,KG115,new,2,NSW_Kuringai_bottom,140613,greser_92
greser,-33.68,151.15,KG112,sen,2,NSW_Kuringai_bottom,140613,greser_92
greser,-33.68,151.15,KG125,old,3,NSW_Kuringai_bottom,140617,greser_92
greser,-33.68,151.15,KG126,mid,3,NSW_Kuringai_bottom,140617,greser_92
greser,-33.68,151.15,KG127,new,3,NSW_Kuringai_bottom,140617,greser_92
greser,-33.68,151.15,KG124,sen,3,NSW_Kuringai_bottom,140617,greser_92
grespe,-33.69,151.15,KG019,mid,1,NSW_Kuringai_top,140603,grespe_93
grespe,-33.69,151.15,KG018,old,1,NSW_Kuringai_top,140603,grespe_93
grespe,-33.69,151.15,KG020,new,1,NSW_Kuringai_top,140603,grespe_93
grespe,-33.69,151.15,KG017,sen,1,NSW_Kuringai_top,140603,grespe_93
grespe,-33.69,151.15,KG059,new,2,NSW_Kuringai_top,140604,grespe_93
grespe,-33.69,151.15,KG058,mid,2,NSW_Kuringai_top,140604,grespe_93
grespe,-33.69,151.15,KG057,old,2,NSW_Kuringai_top,140604,grespe_93
grespe,-33.69,151.15,KG056,sen,2,NSW_Kuringai_top,140604,grespe_93
grespe,-33.69,151.15,KG067,new,3,NSW_Kuringai_top,140611,grespe_93
grespe,-33.69,151.15,KG066,mid,3,NSW_Kuringai_top,140611,grespe_93
grespe,-33.69,151.15,KG065,old,3,NSW_Kuringai_top,140611,grespe_93
grespe,-33.69,151.15,KG064,sen,3,NSW_Kuringai_top,140611,grespe_93
grestr,-18.22,142.27,QL364,old,2,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL366,new,3,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL360,old,1,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL368,old,3,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL358,new,1,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL359,mid,1,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL363,mid,2,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL362,new,2,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL367,mid,3,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL365,sen,2,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL361,sen,1,QLD_Croydon,150822,grestr_95
grestr,-18.22,142.27,QL369,sen,3,QLD_Croydon,150822,grestr_95
grestr,-31.3,142.28,RH114,new,3,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH116,old,3,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH107,mid,1,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH112,old,2,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH106,new,1,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH110,new,2,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH108,old,1,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH111,mid,2,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH115,mid,3,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH109,sen,2,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH113,sen,3,NSW_Mutawintji,150410,grestr_94
grestr,-31.3,142.28,RH105,sen,1,NSW_Mutawintji,150410,grestr_94
hakarb,-18.72,138.52,QL460,new,3,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL462,old,3,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL463,new,2,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL458,mid,1,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL459,old,1,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL465,old,2,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL461,mid,3,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL464,mid,2,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL457,new,1,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL443,sen,2,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL442,sen,1,QLD_Lawn_Hill,150826,hakarb_96
hakarb,-18.72,138.52,QL444,sen,3,QLD_Lawn_Hill,150826,hakarb_96
hakcho,-19.05,138.86,QL440,old,3,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL436,old,2,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL430,new,1,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL432,old,1,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL434,new,2,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL435,mid,2,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL431,mid,1,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL438,new,3,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL439,mid,3,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL433,sen,1,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL437,sen,2,QLD_Lawn_Hill,150825,hakcho_97
hakcho,-19.05,138.86,QL441,sen,3,QLD_Lawn_Hill,150825,hakcho_97
hakdac,-33.05,150.68,YG173,mid,1,NSW_Yengo_S,140619,hakdac_98
hakdac,-33.05,150.68,YG172,old,1,NSW_Yengo_S,140619,hakdac_98
hakdac,-33.05,150.68,YG174,new,1,NSW_Yengo_S,140619,hakdac_98
hakdac,-33.05,150.68,YG171,sen,1,NSW_Yengo_S,140619,hakdac_98
hakdac,-33.05,150.68,YG191,mid,2,NSW_Yengo_S,140620,hakdac_98
hakdac,-33.05,150.68,YG192,new,2,NSW_Yengo_S,140620,hakdac_98
hakdac,-33.05,150.68,YG190,old,2,NSW_Yengo_S,140620,hakdac_98
hakdac,-33.05,150.68,YG193,sen,2,NSW_Yengo_S,140620,hakdac_98
hakdac,-33.05,150.68,YG189,sen,2,NSW_Yengo_S,140620,hakdac_98
hakdac,-33.05,150.68,YG208,new,3,NSW_Yengo_S,140623,hakdac_98
hakdac,-33.05,150.68,YG206,old,3,NSW_Yengo_S,140623,hakdac_98
hakdac,-33.05,150.68,YG207,mid,3,NSW_Yengo_S,140623,hakdac_98
hakdac,-33.05,150.68,YG205,sen,3,NSW_Yengo_S,140623,hakdac_98
haklae,-33.69,151.15,KG012,new,1,NSW_Kuringai_top,140603,haklae_99
haklae,-33.69,151.15,KG011,mid,1,NSW_Kuringai_top,140603,haklae_99
haklae,-33.69,151.15,KG010,old,1,NSW_Kuringai_top,140603,haklae_99
haklae,-33.69,151.15,KG009,sen,1,NSW_Kuringai_top,140603,haklae_99
haklae,-33.69,151.15,KG063,new,2,NSW_Kuringai_top,140604,haklae_99
haklae,-33.69,151.15,KG062,mid,2,NSW_Kuringai_top,140604,haklae_99
haklae,-33.69,151.15,KG061,old,2,NSW_Kuringai_top,140604,haklae_99
haklae,-33.69,151.15,KG060,sen,2,NSW_Kuringai_top,140604,haklae_99
haklae,-33.69,151.15,KG075,new,3,NSW_Kuringai_top,140611,haklae_99
haklae,-33.69,151.15,KG074,mid,3,NSW_Kuringai_top,140611,haklae_99
haklae,-33.69,151.15,KG073,old,3,NSW_Kuringai_top,140611,haklae_99
haklae,-33.69,151.15,KG072,sen,3,NSW_Kuringai_top,140611,haklae_99
hakleu,-30.82,141.8,RH079,mid,2,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH075,new,1,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH078,new,2,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH081,new,3,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH076,mid,1,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH082,mid,3,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH077,old,1,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH083,old,3,NSW_Fowlers_Gap,150409,hakleu_100
hakleu,-30.82,141.8,RH080,old,2,NSW_Fowlers_Gap,150409,hakleu_100
haklis,-42.91,147.25,T002,mid,1,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T009,new,3,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T003,old,1,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T006,mid,2,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T001,new,1,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T007,old,2,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T005,new,2,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T010,mid,3,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T011,old,3,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T004,sen,1,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T012,sen,3,TAS_The_Springs,150302,haklis_101
haklis,-42.91,147.25,T008,sen,2,TAS_The_Springs,150302,haklis_101
hakmeg,-42.12,148.34,T312,mid,2,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T309,old,1,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T315,new,3,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T308,mid,1,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T316,mid,3,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T313,old,2,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T307,new,1,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T317,old,3,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T311,new,2,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T318,sen,3,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T314,sen,2,TAS_Freycinet,150311,hakmeg_102
hakmeg,-42.12,148.34,T310,sen,1,TAS_Freycinet,150311,hakmeg_102
haktep,-32.96,146.16,RH026,mid,2,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH028,new,3,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH022,new,1,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH030,old,3,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH025,new,2,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH029,mid,3,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH027,old,2,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH023,mid,1,NSW_Round_Hill,150405,haktep_103
haktep,-32.96,146.16,RH024,old,1,NSW_Round_Hill,150405,haktep_103
lompol,-42.89,147.22,T111,new,3,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T113,old,3,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T105,old,1,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T107,new,2,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T112,mid,3,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T108,mid,2,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T109,old,2,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T104,mid,1,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T103,new,1,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T106,sen,1,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T110,sen,2,TAS_Mt_Wellington,150304,lompol_104
lompol,-42.89,147.22,T114,sen,3,TAS_Mt_Wellington,150304,lompol_104
lomtin,-43.04,147.95,T360,mid,3,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T357,mid,2,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T356,new,2,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T358,old,2,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T359,new,3,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T354,old,1,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T352,new,1,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T353,mid,1,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T361,old,3,TAS_Tasman_Peninsula,150312,lomtin_105
lomtin,-43.04,147.95,T355,sen,1,TAS_Tasman_Peninsula,150312,lomtin_105
melpal,-32.78,150.92,YG029,new,1,NSW_Yengo_N,140420,melpal_106
melpal,-32.78,150.92,YG031,old,1,NSW_Yengo_N,140420,melpal_106
melpal,-32.78,150.92,YG030,mid,1,NSW_Yengo_N,140420,melpal_106
melpal,-32.78,150.92,YG028,sen,1,NSW_Yengo_N,140420,melpal_106
opihet,-17.38,145.76,QL016,new,2,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL013,new,1,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL014,mid,1,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL017,mid,2,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL020,mid,3,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL018,old,2,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL021,old,3,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL015,old,1,QLD_Bartlefrere,150805,opihet_107
opihet,-17.38,145.76,QL019,new,3,QLD_Bartlefrere,150805,opihet_107
oriaci,-42.9,147.24,T025,new,1,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T030,mid,2,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T026,mid,1,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T034,mid,3,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T033,new,3,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T027,old,1,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T035,old,3,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T029,new,2,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T031,old,2,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T036,sen,3,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T032,sen,2,TAS_Mt_Wellington,150302,oriaci_108
oriaci,-42.9,147.24,T028,sen,1,TAS_Mt_Wellington,150302,oriaci_108
oridiv,-42.89,147.22,T121,old,2,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T123,new,3,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T117,old,1,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T115,new,1,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T125,old,3,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T116,mid,1,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T119,new,2,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T124,mid,3,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T120,mid,2,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T126,sen,3,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T118,sen,1,TAS_Mt_Wellington,150304,oridiv_109
oridiv,-42.89,147.22,T122,sen,2,TAS_Mt_Wellington,150304,oridiv_109
orirev,-42.9,147.24,T039,old,1,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T043,old,2,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T042,mid,2,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T047,old,3,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T038,mid,1,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T037,new,1,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T041,new,2,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T046,mid,3,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T045,new,3,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T040,sen,1,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T044,sen,2,TAS_Mt_Wellington,150302,orirev_110
orirev,-42.9,147.24,T048,sen,3,TAS_Mt_Wellington,150302,orirev_110
perfal,-18.21,145.52,QL248,new,2,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL250,old,2,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL245,mid,1,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL249,mid,2,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL252,new,3,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL246,old,1,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL244,new,1,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL254,old,3,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL253,mid,3,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL247,sen,1,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL255,sen,3,QLD_Blencoe_Falls,150816,perfal_111
perfal,-18.21,145.52,QL251,sen,2,QLD_Blencoe_Falls,150816,perfal_111
perjun,-42.39,147.05,T206,mid,1,TAS_Bothwell,150308,perjun_112
perjun,-42.39,147.05,T205,new,1,TAS_Bothwell,150308,perjun_112
perjun,-42.39,147.05,T207,old,1,TAS_Bothwell,150308,perjun_112
perjun,-42.39,147.05,T208,sen,1,TAS_Bothwell,150308,perjun_112
perjun,-42.39,147.05,T215,old,3,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T210,mid,2,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T209,new,2,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T214,mid,3,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T211,old,2,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T213,new,3,TAS_Bothwell,150309,perjun_112
perjun,-42.39,147.05,T212,sen,2,TAS_Bothwell,150309,perjun_112
perlan,-33.05,150.68,YG176,mid,1,NSW_Yengo_S,140619,perlan_113
perlan,-33.05,150.68,YG175,old,1,NSW_Yengo_S,140619,perlan_113
perlan,-33.05,150.68,YG177,new,1,NSW_Yengo_S,140619,perlan_113
perlan,-33.05,150.68,YG184,new,2,NSW_Yengo_S,140620,perlan_113
perlan,-33.05,150.68,YG183,mid,2,NSW_Yengo_S,140620,perlan_113
perlan,-33.05,150.68,YG182,old,2,NSW_Yengo_S,140620,perlan_113
perlan,-33.05,150.68,YG200,new,3,NSW_Yengo_S,140623,perlan_113
perlan,-33.05,150.68,YG199,mid,3,NSW_Yengo_S,140623,perlan_113
perlan,-33.05,150.68,YG209,old,3,NSW_Yengo_S,140623,perlan_113
perlev,-33.69,151.15,KG026,old,1,NSW_Kuringai_top,140603,perlev_114
perlev,-33.69,151.15,KG027,mid,1,NSW_Kuringai_top,140603,perlev_114
perlev,-33.69,151.15,KG028,new,1,NSW_Kuringai_top,140603,perlev_114
perlev,-33.69,151.15,KG025,sen,1,NSW_Kuringai_top,140603,perlev_114
perlev,-33.69,151.15,KG054,mid,2,NSW_Kuringai_top,140604,perlev_114
perlev,-33.69,151.15,KG055,new,2,NSW_Kuringai_top,140604,perlev_114
perlev,-33.69,151.15,KG053,old,2,NSW_Kuringai_top,140604,perlev_114
perlev,-33.69,151.15,KG052,sen,2,NSW_Kuringai_top,140604,perlev_114
perlev,-33.69,151.15,KG087,new,3,NSW_Kuringai_top,140611,perlev_114
perlev,-33.69,151.15,KG085,old,3,NSW_Kuringai_top,140611,perlev_114
perlev,-33.69,151.15,KG086,mid,3,NSW_Kuringai_top,140611,perlev_114
perlev,-33.69,151.15,KG084,sen,3,NSW_Kuringai_top,140611,perlev_114
perlin,-32.78,150.92,YG005,sen,1,NSW_Yengo_N,140419,perlin_115
perlin,-32.78,150.92,YG008,old,1,NSW_Yengo_N,140419,perlin_115
perlin,-32.78,150.92,YG007,mid,1,NSW_Yengo_N,140419,perlin_115
perlin,-32.78,150.92,YG006,new,1,NSW_Yengo_N,140419,perlin_115
perlin,-32.78,150.92,YG068,new,2,NSW_Yengo_N,140524,perlin_115
perlin,-32.78,150.92,YG066,old,2,NSW_Yengo_N,140524,perlin_115
perlin,-32.78,150.92,YG067,mid,2,NSW_Yengo_N,140524,perlin_115
perlin,-32.78,150.92,YG065,sen,2,NSW_Yengo_N,140524,perlin_115
perlin,-32.78,150.92,YG111,old,3,NSW_Yengo_N,140607,perlin_115
perlin,-32.78,150.92,YG113,new,3,NSW_Yengo_N,140607,perlin_115
perlin,-32.78,150.92,YG112,mid,3,NSW_Yengo_N,140607,perlin_115
perlin,-32.78,150.92,YG110,sen,3,NSW_Yengo_N,140607,perlin_115
podili,-32.78,150.92,YG014,mid,1,NSW_Yengo_N,140419,podili_116
podili,-32.78,150.92,YG012,sen,1,NSW_Yengo_N,140419,podili_116
podili,-32.78,150.92,YG015,old,1,NSW_Yengo_N,140419,podili_116
podili,-32.78,150.92,YG013,new,1,NSW_Yengo_N,140419,podili_116
teltru,-42.84,146.38,T178,mid,3,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T179,old,3,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T177,new,3,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T171,old,1,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T169,new,1,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T175,old,2,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T173,new,2,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T174,mid,2,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T170,mid,1,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T172,sen,1,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T176,sen,2,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.84,146.38,T180,sen,3,TAS_Frodshams_Pass,150307,teltru_118
teltru,-42.89,147.22,T095,new,2,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T091,new,1,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T097,old,2,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T092,mid,1,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T096,mid,2,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T093,old,1,TAS_Mt_Wellington,150303,teltru_117
