sample,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
KG123,angcos,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG122,angcos,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG120,angcos,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG133,angcos,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG134,angcos,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG135,angcos,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG132,angcos,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
QL002,athdiv,-17.37895,145.76094,mid,1,QLD_Bartlefrere,150805
QL001,athdiv,-17.37895,145.76094,new,1,QLD_Bartlefrere,150805
QL006,athdiv,-17.37878,145.7617,mid,2,QLD_Bartlefrere,150805
QL010,athdiv,-17.37655,145.75883,mid,3,QLD_Bartlefrere,150805
QL005,athdiv,-17.37878,145.7617,new,2,QLD_Bartlefrere,150805
QL011,athdiv,-17.37655,145.75883,old,3,QLD_Bartlefrere,150805
QL009,athdiv,-17.37655,145.75883,new,3,QLD_Bartlefrere,150805
QL007,athdiv,-17.37878,145.7617,old,2,QLD_Bartlefrere,150805
QL003,athdiv,-17.37895,145.76094,old,1,QLD_Bartlefrere,150805
QL012,athdiv,-17.37655,145.75883,sen,3,QLD_Bartlefrere,150805
QL004,athdiv,-17.37895,145.76094,sen,1,QLD_Bartlefrere,150805
QL008,athdiv,-17.37878,145.7617,sen,2,QLD_Bartlefrere,150805
QL178,banaqu,-17.92181,146.01045,old,2,QLD_Mt_Mackay,150812
QL176,banaqu,-17.92181,146.01045,new,2,QLD_Mt_Mackay,150812
QL180,banaqu,-17.92181,146.01045,new,3,QLD_Mt_Mackay,150812
QL177,banaqu,-17.92181,146.01045,mid,2,QLD_Mt_Mackay,150812
QL168,banaqu,-17.92181,146.01045,old,1,QLD_Mt_Mackay,150812
QL167,banaqu,-17.92181,146.01045,mid,1,QLD_Mt_Mackay,150812
QL182,banaqu,-17.92181,146.01045,old,3,QLD_Mt_Mackay,150812
QL181,banaqu,-17.92181,146.01045,mid,3,QLD_Mt_Mackay,150812
QL166,banaqu,-17.92181,146.01045,new,1,QLD_Mt_Mackay,150812
QL183,banaqu,-17.92181,146.01045,sen,3,QLD_Mt_Mackay,150812
QL169,banaqu,-17.92181,146.01045,sen,1,QLD_Mt_Mackay,150812
QL179,banaqu,-17.92181,146.01045,sen,2,QLD_Mt_Mackay,150812
T076,banmar,-42.88986,147.23655,old,2,TAS_Mt_Wellington,150302
T074,banmar,-42.88986,147.23655,new,2,TAS_Mt_Wellington,150302
T079,banmar,-42.88986,147.23655,mid,3,TAS_Mt_Wellington,150302
T071,banmar,-42.88986,147.23655,mid,1,TAS_Mt_Wellington,150302
T072,banmar,-42.88986,147.23655,old,1,TAS_Mt_Wellington,150302
T075,banmar,-42.88986,147.23655,mid,2,TAS_Mt_Wellington,150302
T070,banmar,-42.88986,147.23655,new,1,TAS_Mt_Wellington,150302
T080,banmar,-42.88986,147.23655,old,3,TAS_Mt_Wellington,150302
T078,banmar,-42.88986,147.23655,new,3,TAS_Mt_Wellington,150302
T077,banmar,-42.88986,147.23655,sen,2,TAS_Mt_Wellington,150302
T073,banmar,-42.88986,147.23655,sen,1,TAS_Mt_Wellington,150302
T081,banmar,-42.88986,147.23655,sen,3,TAS_Mt_Wellington,150302
T239,banmar,-42.38724,147.05174,old,3,TAS_Bothwell,150309
T234,banmar,-42.38724,147.05174,mid,2,TAS_Bothwell,150309
T233,banmar,-42.38724,147.05174,new,2,TAS_Bothwell,150309
T235,banmar,-42.38724,147.05174,old,2,TAS_Bothwell,150309
T238,banmar,-42.38724,147.05174,mid,3,TAS_Bothwell,150309
T237,banmar,-42.38724,147.05174,new,3,TAS_Bothwell,150309
T229,banmar,-42.38724,147.05174,new,1,TAS_Bothwell,150309
T231,banmar,-42.38724,147.05174,old,1,TAS_Bothwell,150309
T230,banmar,-42.38724,147.05174,mid,1,TAS_Bothwell,150309
T240,banmar,-42.38724,147.05174,sen,3,TAS_Bothwell,150309
T236,banmar,-42.38724,147.05174,sen,2,TAS_Bothwell,150309
T232,banmar,-42.38724,147.05174,sen,1,TAS_Bothwell,150309
T276,banmar,-42.1161,148.33585,old,1,TAS_Freycinet,150311
T284,banmar,-42.1161,148.33585,old,3,TAS_Freycinet,150311
T275,banmar,-42.1161,148.33585,mid,1,TAS_Freycinet,150311
T278,banmar,-42.1161,148.33585,new,2,TAS_Freycinet,150311
T283,banmar,-42.1161,148.33585,mid,3,TAS_Freycinet,150311
T282,banmar,-42.1161,148.33585,new,3,TAS_Freycinet,150311
T280,banmar,-42.1161,148.33585,old,2,TAS_Freycinet,150311
T274,banmar,-42.1161,148.33585,new,1,TAS_Freycinet,150311
T279,banmar,-42.1161,148.33585,mid,2,TAS_Freycinet,150311
T277,banmar,-42.1161,148.33585,sen,1,TAS_Freycinet,150311
T285,banmar,-42.1161,148.33585,sen,3,TAS_Freycinet,150311
T281,banmar,-42.1161,148.33585,sen,2,TAS_Freycinet,150311
YG040,breobl,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
YG041,breobl,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG039,breobl,-32.78244,150.92318,new,1,NSW_Yengo_N,140420
YG036,breobl,-32.78244,150.92318,sen,1,NSW_Yengo_N,140420
YG038,breobl,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG037,breobl,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
QL038,carsub,-17.36688,145.75258,new,2,QLD_Bartlefrere,150806
QL040,carsub,-17.36688,145.75258,old,2,QLD_Bartlefrere,150806
QL035,carsub,-17.36688,145.75258,mid,1,QLD_Bartlefrere,150806
QL034,carsub,-17.36688,145.75258,new,1,QLD_Bartlefrere,150806
QL039,carsub,-17.36688,145.75258,mid,2,QLD_Bartlefrere,150806
QL043,carsub,-17.36688,145.75258,mid,3,QLD_Bartlefrere,150806
QL042,carsub,-17.36688,145.75258,new,3,QLD_Bartlefrere,150806
QL036,carsub,-17.36688,145.75258,old,1,QLD_Bartlefrere,150806
QL044,carsub,-17.36688,145.75258,old,3,QLD_Bartlefrere,150806
QL041,carsub,-17.36688,145.75258,sen,2,QLD_Bartlefrere,150806
QL045,carsub,-17.36688,145.75258,sen,3,QLD_Bartlefrere,150806
QL037,carsub,-17.36688,145.75258,sen,1,QLD_Bartlefrere,150806
T193,cennit,-42.75833,146.40609,new,1,TAS_Frodshams_Pass,150307
T203,cennit,-42.75833,146.40609,old,3,TAS_Frodshams_Pass,150307
T195,cennit,-42.75833,146.40609,old,1,TAS_Frodshams_Pass,150307
T194,cennit,-42.75833,146.40609,mid,1,TAS_Frodshams_Pass,150307
T198,cennit,-42.75833,146.40609,mid,2,TAS_Frodshams_Pass,150307
T199,cennit,-42.75833,146.40609,old,2,TAS_Frodshams_Pass,150307
T201,cennit,-42.75833,146.40609,new,3,TAS_Frodshams_Pass,150307
T202,cennit,-42.75833,146.40609,mid,3,TAS_Frodshams_Pass,150307
T197,cennit,-42.75833,146.40609,new,2,TAS_Frodshams_Pass,150307
T204,cennit,-42.75833,146.40609,sen,3,TAS_Frodshams_Pass,150307
T196,cennit,-42.75833,146.40609,sen,1,TAS_Frodshams_Pass,150307
T200,cennit,-42.75833,146.40609,sen,2,TAS_Frodshams_Pass,150307
T265,conhoo,-42.14309,148.29854,sen,1,TAS_Freycinet,150310
T269,conhoo,-42.14309,148.29854,sen,2,TAS_Freycinet,150310
T273,conhoo,-42.14309,148.29854,sen,3,TAS_Freycinet,150310
T268,conhoo,-42.14309,148.29854,old,2,TAS_Freycinet,150310
T264,conhoo,-42.14309,148.29854,old,1,TAS_Freycinet,150310
T263,conhoo,-42.14309,148.29854,mid,1,TAS_Freycinet,150310
T271,conhoo,-42.14309,148.29854,mid,3,TAS_Freycinet,150310
T270,conhoo,-42.14309,148.29854,new,3,TAS_Freycinet,150310
T262,conhoo,-42.14309,148.29854,new,1,TAS_Freycinet,150310
T266,conhoo,-42.14309,148.29854,new,2,TAS_Freycinet,150310
T267,conhoo,-42.14309,148.29854,mid,2,TAS_Freycinet,150310
T272,conhoo,-42.14309,148.29854,old,3,TAS_Freycinet,150310
QL314,corcit,-18.29734,145.48915,mid,1,QLD_Princess_Hill,150820
QL313,corcit,-18.29734,145.48915,new,1,QLD_Princess_Hill,150820
QL317,corcit,-18.29734,145.48915,mid,2,QLD_Princess_Hill,150820
QL318,corcit,-18.29734,145.48915,old,2,QLD_Princess_Hill,150820
QL321,corcit,-18.29734,145.48915,old,3,QLD_Princess_Hill,150820
QL315,corcit,-18.29734,145.48915,old,1,QLD_Princess_Hill,150820
QL319,corcit,-18.29734,145.48915,new,3,QLD_Princess_Hill,150820
QL320,corcit,-18.29734,145.48915,mid,3,QLD_Princess_Hill,150820
QL316,corcit,-18.29734,145.48915,new,2,QLD_Princess_Hill,150820
QL184,corcla,-17.92181,146.01045,new,3,QLD_Mt_Mackay,150812
QL175,corcla,-17.92181,146.01045,old,2,QLD_Mt_Mackay,150812
QL186,corcla,-17.92181,146.01045,old,3,QLD_Mt_Mackay,150812
QL173,corcla,-17.92181,146.01045,new,2,QLD_Mt_Mackay,150812
QL185,corcla,-17.92181,146.01045,mid,3,QLD_Mt_Mackay,150812
QL171,corcla,-17.92181,146.01045,mid,1,QLD_Mt_Mackay,150812
QL170,corcla,-17.92181,146.01045,new,1,QLD_Mt_Mackay,150812
QL172,corcla,-17.92181,146.01045,old,1,QLD_Mt_Mackay,150812
QL174,corcla,-17.92181,146.01045,mid,2,QLD_Mt_Mackay,150812
YG170,corexi,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG169,corexi,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG168,corexi,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG167,corexi,-33.045,150.68326,sen,1,NSW_Yengo_S,140619
YG187,corexi,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG188,corexi,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG186,corexi,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG185,corexi,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG204,corexi,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG202,corexi,-33.045,150.68326,old,3,NSW_Yengo_S,140623
YG203,corexi,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG201,corexi,-33.045,150.68326,sen,3,NSW_Yengo_S,140623
KG038,corgum,-33.6933,151.14541,new,1,NSW_Kuringai_top,140604
KG037,corgum,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140604
KG036,corgum,-33.6933,151.14541,old,1,NSW_Kuringai_top,140604
KG039,corgum,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140604
KG079,corgum,-33.6933,151.14541,new,2,NSW_Kuringai_top,140611
KG077,corgum,-33.6933,151.14541,old,2,NSW_Kuringai_top,140611
KG078,corgum,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140611
KG076,corgum,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140611
KG141,corgum,-33.68188,151.14428,old,3,NSW_Kuringai_bottom,140618
KG143,corgum,-33.68188,151.14428,new,3,NSW_Kuringai_bottom,140618
KG142,corgum,-33.68188,151.14428,mid,3,NSW_Kuringai_bottom,140618
KG140,corgum,-33.68188,151.14428,sen,3,NSW_Kuringai_bottom,140618
QL116,corint,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL111,corint,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL107,corint,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL115,corint,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL106,corint,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL110,corint,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL114,corint,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL112,corint,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL108,corint,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL113,corint,-18.43758,146.13636,sen,2,QLD_Cardwell_S,150809
QL109,corint,-18.43758,146.13636,sen,1,QLD_Cardwell_S,150809
QL117,corint,-18.43758,146.13636,sen,3,QLD_Cardwell_S,150809
QL399,corpoc,-18.18903,142.26241,old,2,QLD_Croydon,150823
QL402,corpoc,-18.18903,142.26241,old,3,QLD_Croydon,150823
QL404,corpoc,-18.18903,142.26241,mid,1,QLD_Croydon,150823
QL398,corpoc,-18.18903,142.26241,mid,2,QLD_Croydon,150823
QL397,corpoc,-18.18903,142.26241,new,2,QLD_Croydon,150823
QL400,corpoc,-18.18903,142.26241,new,3,QLD_Croydon,150823
QL401,corpoc,-18.18903,142.26241,mid,3,QLD_Croydon,150823
QL403,corpoc,-18.18903,142.26241,new,1,QLD_Croydon,150823
QL405,corpoc,-18.18903,142.26241,old,1,QLD_Croydon,150823
QL387,corpoc,-18.18903,142.26241,sen,3,QLD_Croydon,150823
QL386,corpoc,-18.18903,142.26241,sen,2,QLD_Croydon,150823
QL385,corpoc,-18.18903,142.26241,sen,1,QLD_Croydon,150823
QL453,corter,-18.71986,138.52217,old,2,QLD_Lawn_Hill,150826
QL456,corter,-18.71986,138.52217,old,3,QLD_Lawn_Hill,150826
QL448,corter,-18.71986,138.52217,new,1,QLD_Lawn_Hill,150826
QL449,corter,-18.71986,138.52217,mid,1,QLD_Lawn_Hill,150826
QL454,corter,-18.71986,138.52217,new,3,QLD_Lawn_Hill,150826
QL452,corter,-18.71986,138.52217,mid,2,QLD_Lawn_Hill,150826
QL450,corter,-18.71986,138.52217,old,1,QLD_Lawn_Hill,150826
QL455,corter,-18.71986,138.52217,mid,3,QLD_Lawn_Hill,150826
QL451,corter,-18.71986,138.52217,new,2,QLD_Lawn_Hill,150826
QL445,corter,-18.71986,138.52217,sen,1,QLD_Lawn_Hill,150826
QL446,corter,-18.71986,138.52217,sen,2,QLD_Lawn_Hill,150826
QL447,corter,-18.71986,138.52217,sen,3,QLD_Lawn_Hill,150826
QL141,cortes,-18.37945,146.07626,old,1,QLD_Cardwell_N,150810
QL143,cortes,-18.37945,146.07626,mid,2,QLD_Cardwell_N,150810
QL145,cortes,-18.37945,146.07626,new,3,QLD_Cardwell_N,150810
QL142,cortes,-18.37945,146.07626,new,2,QLD_Cardwell_N,150810
QL139,cortes,-18.37945,146.07626,new,1,QLD_Cardwell_N,150810
QL146,cortes,-18.37945,146.07626,mid,3,QLD_Cardwell_N,150810
QL140,cortes,-18.37945,146.07626,mid,1,QLD_Cardwell_N,150810
QL147,cortes,-18.37945,146.07626,old,3,QLD_Cardwell_N,150810
QL144,cortes,-18.37945,146.07626,old,2,QLD_Cardwell_N,150810
QL022,darfer,-17.36688,145.75258,new,1,QLD_Bartlefrere,150806
QL028,darfer,-17.36688,145.75258,old,2,QLD_Bartlefrere,150806
QL024,darfer,-17.36688,145.75258,old,1,QLD_Bartlefrere,150806
QL027,darfer,-17.36688,145.75258,mid,2,QLD_Bartlefrere,150806
QL031,darfer,-17.36688,145.75258,mid,3,QLD_Bartlefrere,150806
QL023,darfer,-17.36688,145.75258,mid,1,QLD_Bartlefrere,150806
QL032,darfer,-17.36688,145.75258,old,3,QLD_Bartlefrere,150806
QL026,darfer,-17.36688,145.75258,new,2,QLD_Bartlefrere,150806
QL030,darfer,-17.36688,145.75258,new,3,QLD_Bartlefrere,150806
QL033,darfer,-17.36688,145.75258,sen,3,QLD_Bartlefrere,150806
QL029,darfer,-17.36688,145.75258,sen,2,QLD_Bartlefrere,150806
QL025,darfer,-17.36688,145.75258,sen,1,QLD_Bartlefrere,150806
T324,eucamy,-42.12299,148.34204,mid,2,TAS_Freycinet,150311
T329,eucamy,-42.12299,148.34204,old,3,TAS_Freycinet,150311
T328,eucamy,-42.12299,148.34204,mid,3,TAS_Freycinet,150311
T319,eucamy,-42.12299,148.34204,new,1,TAS_Freycinet,150311
T321,eucamy,-42.12299,148.34204,old,1,TAS_Freycinet,150311
T323,eucamy,-42.12299,148.34204,new,2,TAS_Freycinet,150311
T320,eucamy,-42.12299,148.34204,mid,1,TAS_Freycinet,150311
T327,eucamy,-42.12299,148.34204,new,3,TAS_Freycinet,150311
T325,eucamy,-42.12299,148.34204,old,2,TAS_Freycinet,150311
T326,eucamy,-42.12299,148.34204,sen,2,TAS_Freycinet,150311
T330,eucamy,-42.12299,148.34204,sen,3,TAS_Freycinet,150311
T322,eucamy,-42.12299,148.34204,sen,1,TAS_Freycinet,150311
QL238,eucatr,-18.23223,145.53238,new,2,QLD_Blencoe_Falls,150816
QL237,eucatr,-18.23223,145.53238,old,1,QLD_Blencoe_Falls,150816
QL236,eucatr,-18.23223,145.53238,mid,1,QLD_Blencoe_Falls,150816
QL241,eucatr,-18.23223,145.53238,new,3,QLD_Blencoe_Falls,150816
QL243,eucatr,-18.23223,145.53238,old,3,QLD_Blencoe_Falls,150816
QL240,eucatr,-18.23223,145.53238,old,2,QLD_Blencoe_Falls,150816
QL235,eucatr,-18.23223,145.53238,new,1,QLD_Blencoe_Falls,150816
QL239,eucatr,-18.23223,145.53238,mid,2,QLD_Blencoe_Falls,150816
QL242,eucatr,-18.23223,145.53238,mid,3,QLD_Blencoe_Falls,150816
QL220,eucatr,-18.23223,145.53238,sen,1,QLD_Blencoe_Falls,150816
QL222,eucatr,-18.23223,145.53238,sen,3,QLD_Blencoe_Falls,150816
QL221,eucatr,-18.23223,145.53238,sen,2,QLD_Blencoe_Falls,150816
RH117,euccam,-31.29462,142.25054,new,1,NSW_Mutawintji,150410
RH121,euccam,-31.29462,142.25054,mid,2,NSW_Mutawintji,150410
RH122,euccam,-31.29462,142.25054,old,2,NSW_Mutawintji,150410
RH124,euccam,-31.29462,142.25054,mid,3,NSW_Mutawintji,150410
RH118,euccam,-31.29462,142.25054,mid,1,NSW_Mutawintji,150410
RH123,euccam,-31.29462,142.25054,new,3,NSW_Mutawintji,150410
RH125,euccam,-31.29462,142.25054,old,3,NSW_Mutawintji,150410
RH120,euccam,-31.29462,142.25054,new,2,NSW_Mutawintji,150410
RH119,euccam,-31.29462,142.25054,old,1,NSW_Mutawintji,150410
T023,euccoc,-42.89145,147.22834,old,3,TAS_Mt_Wellington,150302
T022,euccoc,-42.89145,147.22834,mid,3,TAS_Mt_Wellington,150302
T017,euccoc,-42.89145,147.22834,new,2,TAS_Mt_Wellington,150302
T021,euccoc,-42.89145,147.22834,new,3,TAS_Mt_Wellington,150302
T019,euccoc,-42.89145,147.22834,old,2,TAS_Mt_Wellington,150302
T018,euccoc,-42.89145,147.22834,mid,2,TAS_Mt_Wellington,150302
T013,euccoc,-42.89145,147.22834,new,1,TAS_Mt_Wellington,150302
T014,euccoc,-42.89145,147.22834,mid,1,TAS_Mt_Wellington,150302
T015,euccoc,-42.89145,147.22834,old,1,TAS_Mt_Wellington,150302
T020,euccoc,-42.89145,147.22834,sen,2,TAS_Mt_Wellington,150302
T024,euccoc,-42.89145,147.22834,sen,3,TAS_Mt_Wellington,150302
T016,euccoc,-42.89145,147.22834,sen,1,TAS_Mt_Wellington,150302
YG021,euccre,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG020,euccre,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG022,euccre,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG023,euccre,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG056,euccre,-32.78244,150.92318,new,2,NSW_Yengo_N,140420
YG055,euccre,-32.78244,150.92318,mid,2,NSW_Yengo_N,140420
YG054,euccre,-32.78244,150.92318,old,2,NSW_Yengo_N,140420
YG057,euccre,-32.78244,150.92318,sen,2,NSW_Yengo_N,140420
YG085,euccre,-32.78244,150.92318,mid,3,NSW_Yengo_N,140525
YG086,euccre,-32.78244,150.92318,old,3,NSW_Yengo_N,140525
YG084,euccre,-32.78244,150.92318,new,3,NSW_Yengo_N,140525
YG083,euccre,-32.78244,150.92318,sen,3,NSW_Yengo_N,140525
T053,eucdel,-42.91482,147.24619,new,2,TAS_The_Springs,150302
T054,eucdel,-42.91482,147.24619,mid,2,TAS_The_Springs,150302
T057,eucdel,-42.91482,147.24619,new,3,TAS_The_Springs,150302
T055,eucdel,-42.91482,147.24619,old,2,TAS_The_Springs,150302
T058,eucdel,-42.91482,147.24619,mid,3,TAS_The_Springs,150302
T050,eucdel,-42.91482,147.24619,mid,1,TAS_The_Springs,150302
T049,eucdel,-42.91482,147.24619,new,1,TAS_The_Springs,150302
T051,eucdel,-42.91482,147.24619,old,1,TAS_The_Springs,150302
T059,eucdel,-42.91482,147.24619,old,3,TAS_The_Springs,150302
T056,eucdel,-42.91482,147.24619,sen,2,TAS_The_Springs,150302
T060,eucdel,-42.91482,147.24619,sen,3,TAS_The_Springs,150302
T052,eucdel,-42.91482,147.24619,sen,1,TAS_The_Springs,150302
QL333,eucdis,-18.15871,142.21484,old,1,QLD_Croydon,150822
QL331,eucdis,-18.15871,142.21484,new,1,QLD_Croydon,150822
QL330,eucdis,-18.15871,142.21484,old,2,QLD_Croydon,150822
QL329,eucdis,-18.15871,142.21484,mid,2,QLD_Croydon,150822
QL332,eucdis,-18.15871,142.21484,mid,1,QLD_Croydon,150822
QL328,eucdis,-18.15871,142.21484,new,2,QLD_Croydon,150822
QL325,eucdis,-18.15871,142.21484,new,3,QLD_Croydon,150822
QL327,eucdis,-18.15871,142.21484,old,3,QLD_Croydon,150822
QL326,eucdis,-18.15871,142.21484,mid,3,QLD_Croydon,150822
QL322,eucdis,-18.15871,142.21484,sen,1,QLD_Croydon,150822
QL323,eucdis,-18.15871,142.21484,sen,2,QLD_Croydon,150822
QL324,eucdis,-18.15871,142.21484,sen,3,QLD_Croydon,150822
RH003,eucdum,-32.96407,146.16016,old,1,NSW_Round_Hill,150405
RH006,eucdum,-32.96407,146.16016,mid,2,NSW_Round_Hill,150405
RH010,eucdum,-32.96407,146.16016,mid,3,NSW_Round_Hill,150405
RH011,eucdum,-32.96407,146.16016,old,3,NSW_Round_Hill,150405
RH005,eucdum,-32.96407,146.16016,new,2,NSW_Round_Hill,150405
RH002,eucdum,-32.96407,146.16016,mid,1,NSW_Round_Hill,150405
RH007,eucdum,-32.96407,146.16016,old,2,NSW_Round_Hill,150405
RH009,eucdum,-32.96407,146.16016,new,3,NSW_Round_Hill,150405
RH001,eucdum,-32.96407,146.16016,new,1,NSW_Round_Hill,150405
RH008,eucdum,-32.96407,146.16016,sen,2,NSW_Round_Hill,150405
RH004,eucdum,-32.96407,146.16016,sen,1,NSW_Round_Hill,150405
RH012,eucdum,-32.96407,146.16016,sen,3,NSW_Round_Hill,150405
QL151,eucfib,-18.37945,146.07626,new,2,QLD_Cardwell_N,150810
QL153,eucfib,-18.37945,146.07626,old,2,QLD_Cardwell_N,150810
QL150,eucfib,-18.37945,146.07626,old,1,QLD_Cardwell_N,150810
QL149,eucfib,-18.37945,146.07626,mid,1,QLD_Cardwell_N,150810
QL152,eucfib,-18.37945,146.07626,mid,2,QLD_Cardwell_N,150810
QL154,eucfib,-18.37945,146.07626,new,3,QLD_Cardwell_N,150810
QL155,eucfib,-18.37945,146.07626,mid,3,QLD_Cardwell_N,150810
QL148,eucfib,-18.37945,146.07626,new,1,QLD_Cardwell_N,150810
QL156,eucfib,-18.37945,146.07626,old,3,QLD_Cardwell_N,150810
RH097,eucgil,-31.0831,141.71401,mid,1,NSW_Fowlers_Gap,150409
RH101,eucgil,-31.0831,141.71401,old,2,NSW_Fowlers_Gap,150409
RH098,eucgil,-31.0831,141.71401,old,1,NSW_Fowlers_Gap,150409
RH100,eucgil,-31.0831,141.71401,mid,2,NSW_Fowlers_Gap,150409
RH099,eucgil,-31.0831,141.71401,new,2,NSW_Fowlers_Gap,150409
RH103,eucgil,-31.0831,141.71401,mid,3,NSW_Fowlers_Gap,150409
RH102,eucgil,-31.0831,141.71401,new,3,NSW_Fowlers_Gap,150409
RH104,eucgil,-31.0831,141.71401,old,3,NSW_Fowlers_Gap,150409
RH096,eucgil,-31.0831,141.71401,new,1,NSW_Fowlers_Gap,150409
T336,eucglo,-42.12299,148.34204,mid,2,TAS_Freycinet,150311
T341,eucglo,-42.12299,148.34204,old,3,TAS_Freycinet,150311
T340,eucglo,-42.12299,148.34204,mid,3,TAS_Freycinet,150311
T331,eucglo,-42.12299,148.34204,new,1,TAS_Freycinet,150311
T332,eucglo,-42.12299,148.34204,mid,1,TAS_Freycinet,150311
T339,eucglo,-42.12299,148.34204,new,3,TAS_Freycinet,150311
T333,eucglo,-42.12299,148.34204,old,1,TAS_Freycinet,150311
T335,eucglo,-42.12299,148.34204,new,2,TAS_Freycinet,150311
T337,eucglo,-42.12299,148.34204,old,2,TAS_Freycinet,150311
T342,eucglo,-42.12299,148.34204,sen,3,TAS_Freycinet,150311
T338,eucglo,-42.12299,148.34204,sen,2,TAS_Freycinet,150311
T334,eucglo,-42.12299,148.34204,sen,1,TAS_Freycinet,150311
KG022,euchae,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG024,euchae,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG023,euchae,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG021,euchae,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG049,euchae,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG050,euchae,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG051,euchae,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG048,euchae,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG081,euchae,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG083,euchae,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG082,euchae,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG080,euchae,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
QL307,eucmed,-18.29734,145.48915,new,2,QLD_Princess_Hill,150819
QL305,eucmed,-18.29734,145.48915,mid,1,QLD_Princess_Hill,150819
QL306,eucmed,-18.29734,145.48915,old,1,QLD_Princess_Hill,150819
QL304,eucmed,-18.29734,145.48915,new,1,QLD_Princess_Hill,150819
QL308,eucmed,-18.29734,145.48915,mid,2,QLD_Princess_Hill,150819
QL312,eucmed,-18.29734,145.48915,old,3,QLD_Princess_Hill,150819
QL309,eucmed,-18.29734,145.48915,old,2,QLD_Princess_Hill,150819
QL310,eucmed,-18.29734,145.48915,new,3,QLD_Princess_Hill,150819
QL311,eucmed,-18.29734,145.48915,mid,3,QLD_Princess_Hill,150819
QL301,eucmed,-18.29734,145.48915,sen,1,QLD_Princess_Hill,150819
QL302,eucmed,-18.29734,145.48915,sen,2,QLD_Princess_Hill,150819
QL303,eucmed,-18.29734,145.48915,sen,3,QLD_Princess_Hill,150819
T153,eucnit,-42.77492,146.39731,new,3,TAS_Frodshams_Pass,150306
T149,eucnit,-42.77492,146.39731,new,2,TAS_Frodshams_Pass,150306
T146,eucnit,-42.77492,146.39731,mid,1,TAS_Frodshams_Pass,150306
T151,eucnit,-42.77492,146.39731,old,2,TAS_Frodshams_Pass,150306
T155,eucnit,-42.77492,146.39731,old,3,TAS_Frodshams_Pass,150306
T145,eucnit,-42.77492,146.39731,new,1,TAS_Frodshams_Pass,150306
T150,eucnit,-42.77492,146.39731,mid,2,TAS_Frodshams_Pass,150306
T154,eucnit,-42.77492,146.39731,mid,3,TAS_Frodshams_Pass,150306
T147,eucnit,-42.77492,146.39731,old,1,TAS_Frodshams_Pass,150306
T156,eucnit,-42.77492,146.39731,sen,3,TAS_Frodshams_Pass,150306
