sample,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
T152,eucnit,-42.77492,146.39731,sen,2,TAS_Frodshams_Pass,150306
T148,eucnit,-42.77492,146.39731,sen,1,TAS_Frodshams_Pass,150306
T162,eucnit,-43.03746,146.27668,mid,2,TAS_Red_Knoll,150307
T166,eucnit,-43.03746,146.27668,mid,3,TAS_Red_Knoll,150307
T157,eucnit,-43.03746,146.27668,new,1,TAS_Red_Knoll,150307
T161,eucnit,-43.03746,146.27668,new,2,TAS_Red_Knoll,150307
T163,eucnit,-43.03746,146.27668,old,2,TAS_Red_Knoll,150307
T158,eucnit,-43.03746,146.27668,mid,1,TAS_Red_Knoll,150307
T165,eucnit,-43.03746,146.27668,new,3,TAS_Red_Knoll,150307
T159,eucnit,-43.03746,146.27668,old,1,TAS_Red_Knoll,150307
T167,eucnit,-43.03746,146.27668,old,3,TAS_Red_Knoll,150307
T164,eucnit,-43.03746,146.27668,sen,2,TAS_Red_Knoll,150307
T160,eucnit,-43.03746,146.27668,sen,1,TAS_Red_Knoll,150307
T168,eucnit,-43.03746,146.27668,sen,3,TAS_Red_Knoll,150307
KG106,eucobl,-33.68188,151.14428,mid,1,NSW_Kuringai_bottom,140612
KG107,eucobl,-33.68188,151.14428,new,1,NSW_Kuringai_bottom,140612
KG105,eucobl,-33.68188,151.14428,old,1,NSW_Kuringai_bottom,140612
KG104,eucobl,-33.68188,151.14428,sen,1,NSW_Kuringai_bottom,140612
KG119,eucobl,-33.68188,151.14428,new,2,NSW_Kuringai_bottom,140613
KG117,eucobl,-33.68188,151.14428,old,2,NSW_Kuringai_bottom,140613
KG118,eucobl,-33.68188,151.14428,mid,2,NSW_Kuringai_bottom,140613
KG116,eucobl,-33.68188,151.14428,sen,2,NSW_Kuringai_bottom,140613
KG137,eucobl,-33.68188,151.14428,old,3,NSW_Kuringai_bottom,140617
KG139,eucobl,-33.68188,151.14428,new,3,NSW_Kuringai_bottom,140617
KG138,eucobl,-33.68188,151.14428,mid,3,NSW_Kuringai_bottom,140617
KG136,eucobl,-33.68188,151.14428,sen,3,NSW_Kuringai_bottom,140617
KG144,eucobl,-33.68188,151.14428,sen,3,NSW_Kuringai_bottom,140617
QL137,eucpla,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL132,eucpla,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL136,eucpla,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL134,eucpla,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL135,eucpla,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL131,eucpla,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL133,eucpla,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL130,eucpla,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL138,eucpla,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL415,eucpru,-19.04745,138.8575,mid,3,QLD_Lawn_Hill,150825
QL408,eucpru,-19.04745,138.8575,old,1,QLD_Lawn_Hill,150825
QL411,eucpru,-19.04745,138.8575,mid,2,QLD_Lawn_Hill,150825
QL406,eucpru,-19.04745,138.8575,new,1,QLD_Lawn_Hill,150825
QL407,eucpru,-19.04745,138.8575,mid,1,QLD_Lawn_Hill,150825
QL412,eucpru,-19.04745,138.8575,old,2,QLD_Lawn_Hill,150825
QL416,eucpru,-19.04745,138.8575,old,3,QLD_Lawn_Hill,150825
QL414,eucpru,-19.04745,138.8575,new,3,QLD_Lawn_Hill,150825
QL410,eucpru,-19.04745,138.8575,new,2,QLD_Lawn_Hill,150825
QL413,eucpru,-19.04745,138.8575,sen,2,QLD_Lawn_Hill,150825
QL409,eucpru,-19.04745,138.8575,sen,1,QLD_Lawn_Hill,150825
QL417,eucpru,-19.04745,138.8575,sen,3,QLD_Lawn_Hill,150825
YG045,eucpun,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
YG044,eucpun,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG043,eucpun,-32.78244,150.92318,new,1,NSW_Yengo_N,140420
YG042,eucpun,-32.78244,150.92318,sen,1,NSW_Yengo_N,140420
YG077,eucpun,-32.78244,150.92318,old,2,NSW_Yengo_N,140525
YG076,eucpun,-32.78244,150.92318,new,2,NSW_Yengo_N,140525
YG075,eucpun,-32.78244,150.92318,mid,2,NSW_Yengo_N,140525
YG073,eucpun,-32.78244,150.92318,sen,2,NSW_Yengo_N,140525
YG074,eucpun,-32.78244,150.92318,old,2,NSW_Yengo_N,140525
YG128,eucpun,-32.78244,150.92318,mid,3,NSW_Yengo_N,140608
YG129,eucpun,-32.78244,150.92318,new,3,NSW_Yengo_N,140608
YG127,eucpun,-32.78244,150.92318,old,3,NSW_Yengo_N,140608
YG126,eucpun,-32.78244,150.92318,sen,3,NSW_Yengo_N,140608
T243,eucrub,-42.38268,147.06002,old,1,TAS_Bothwell,150309
T245,eucrub,-42.38268,147.06002,new,3,TAS_Bothwell,150309
T242,eucrub,-42.38268,147.06002,mid,1,TAS_Bothwell,150309
T241,eucrub,-42.38268,147.06002,new,1,TAS_Bothwell,150309
T249,eucrub,-42.38268,147.06002,new,2,TAS_Bothwell,150309
T246,eucrub,-42.38268,147.06002,mid,3,TAS_Bothwell,150309
T251,eucrub,-42.38268,147.06002,old,2,TAS_Bothwell,150309
T250,eucrub,-42.38268,147.06002,mid,2,TAS_Bothwell,150309
T247,eucrub,-42.38268,147.06002,old,3,TAS_Bothwell,150309
T248,eucrub,-42.38268,147.06002,sen,3,TAS_Bothwell,150309
T252,eucrub,-42.38268,147.06002,sen,2,TAS_Bothwell,150309
T244,eucrub,-42.38268,147.06002,sen,1,TAS_Bothwell,150309
T372,eucrub,-42.84638,147.43151,new,1,TAS_Mt_Canopus,150312
T382,eucrub,-42.84638,147.43151,old,3,TAS_Mt_Canopus,150312
T376,eucrub,-42.84638,147.43151,new,2,TAS_Mt_Canopus,150312
T377,eucrub,-42.84638,147.43151,mid,2,TAS_Mt_Canopus,150312
T378,eucrub,-42.84638,147.43151,old,2,TAS_Mt_Canopus,150312
T380,eucrub,-42.84638,147.43151,new,3,TAS_Mt_Canopus,150312
T373,eucrub,-42.84638,147.43151,mid,1,TAS_Mt_Canopus,150312
T374,eucrub,-42.84638,147.43151,old,1,TAS_Mt_Canopus,150312
T381,eucrub,-42.84638,147.43151,mid,3,TAS_Mt_Canopus,150312
T383,eucrub,-42.84638,147.43151,sen,3,TAS_Mt_Canopus,150312
T375,eucrub,-42.84638,147.43151,sen,1,TAS_Mt_Canopus,150312
T379,eucrub,-42.84638,147.43151,sen,2,TAS_Mt_Canopus,150312
RH056,eucsoc,-33.03783,146.20221,mid,1,NSW_Round_Hill,150406
RH063,eucsoc,-33.03783,146.20221,new,3,NSW_Round_Hill,150406
RH065,eucsoc,-33.03783,146.20221,old,3,NSW_Round_Hill,150406
RH060,eucsoc,-33.03783,146.20221,mid,2,NSW_Round_Hill,150406
RH061,eucsoc,-33.03783,146.20221,old,2,NSW_Round_Hill,150406
RH059,eucsoc,-33.03783,146.20221,new,2,NSW_Round_Hill,150406
RH057,eucsoc,-33.03783,146.20221,old,1,NSW_Round_Hill,150406
RH055,eucsoc,-33.03783,146.20221,new,1,NSW_Round_Hill,150406
RH064,eucsoc,-33.03783,146.20221,mid,3,NSW_Round_Hill,150406
RH062,eucsoc,-33.03783,146.20221,sen,3,NSW_Round_Hill,150406
RH054,eucsoc,-33.03783,146.20221,sen,1,NSW_Round_Hill,150406
RH058,eucsoc,-33.03783,146.20221,sen,2,NSW_Round_Hill,150406
YG072,eucspa,-32.78244,150.92318,old,1,NSW_Yengo_N,140525
YG070,eucspa,-32.78244,150.92318,new,1,NSW_Yengo_N,140525
YG071,eucspa,-32.78244,150.92318,mid,1,NSW_Yengo_N,140525
YG069,eucspa,-32.78244,150.92318,sen,1,NSW_Yengo_N,140525
YG121,eucspa,-32.78244,150.92318,new,2,NSW_Yengo_N,140607
YG118,eucspa,-32.78244,150.92318,old,2,NSW_Yengo_N,140607
YG120,eucspa,-32.78244,150.92318,mid,2,NSW_Yengo_N,140607
YG119,eucspa,-32.78244,150.92318,sen,2,NSW_Yengo_N,140607
YG135,eucspa,-32.78244,150.92318,old,3,NSW_Yengo_N,140608
YG136,eucspa,-32.78244,150.92318,mid,3,NSW_Yengo_N,140608
YG137,eucspa,-32.78244,150.92318,new,3,NSW_Yengo_N,140608
YG134,eucspa,-32.78244,150.92318,sen,3,NSW_Yengo_N,140608
T219,eucten,-42.38268,147.06002,old,1,TAS_Bothwell,150308
T221,eucten,-42.38268,147.06002,new,2,TAS_Bothwell,150308
T222,eucten,-42.38268,147.06002,mid,2,TAS_Bothwell,150308
T218,eucten,-42.38268,147.06002,mid,1,TAS_Bothwell,150308
T225,eucten,-42.38268,147.06002,new,3,TAS_Bothwell,150308
T227,eucten,-42.38268,147.06002,old,3,TAS_Bothwell,150308
T217,eucten,-42.38268,147.06002,new,1,TAS_Bothwell,150308
T226,eucten,-42.38268,147.06002,mid,3,TAS_Bothwell,150308
T223,eucten,-42.38268,147.06002,old,2,TAS_Bothwell,150308
T224,eucten,-42.38268,147.06002,sen,2,TAS_Bothwell,150308
T220,eucten,-42.38268,147.06002,sen,1,TAS_Bothwell,150308
T228,eucten,-42.38268,147.06002,sen,3,TAS_Bothwell,150308
T397,eucten,-43.04191,147.95053,new,1,TAS_Tasman_Peninsula,150312
T402,eucten,-43.04191,147.95053,mid,2,TAS_Tasman_Peninsula,150312
T399,eucten,-43.04191,147.95053,old,1,TAS_Tasman_Peninsula,150312
T407,eucten,-43.04191,147.95053,old,3,TAS_Tasman_Peninsula,150312
T398,eucten,-43.04191,147.95053,mid,1,TAS_Tasman_Peninsula,150312
T405,eucten,-43.04191,147.95053,new,3,TAS_Tasman_Peninsula,150312
T406,eucten,-43.04191,147.95053,mid,3,TAS_Tasman_Peninsula,150312
T403,eucten,-43.04191,147.95053,old,2,TAS_Tasman_Peninsula,150312
T401,eucten,-43.04191,147.95053,new,2,TAS_Tasman_Peninsula,150312
T408,eucten,-43.04191,147.95053,sen,3,TAS_Tasman_Peninsula,150312
T400,eucten,-43.04191,147.95053,sen,1,TAS_Tasman_Peninsula,150312
T404,eucten,-43.04191,147.95053,sen,2,TAS_Tasman_Peninsula,150312
QL234,eucter,-18.22401,145.52532,old,3,QLD_Blencoe_Falls,150816
QL229,eucter,-18.22401,145.52532,old,1,QLD_Blencoe_Falls,150816
QL230,eucter,-18.22401,145.52532,mid,2,QLD_Blencoe_Falls,150816
QL226,eucter,-18.22401,145.52532,new,1,QLD_Blencoe_Falls,150816
QL233,eucter,-18.22401,145.52532,mid,3,QLD_Blencoe_Falls,150816
QL228,eucter,-18.22401,145.52532,new,2,QLD_Blencoe_Falls,150816
QL232,eucter,-18.22401,145.52532,new,3,QLD_Blencoe_Falls,150816
QL231,eucter,-18.22401,145.52532,old,2,QLD_Blencoe_Falls,150816
QL227,eucter,-18.22401,145.52532,mid,1,QLD_Blencoe_Falls,150816
QL223,eucter,-18.22401,145.52532,sen,1,QLD_Blencoe_Falls,150816
QL225,eucter,-18.22401,145.52532,sen,3,QLD_Blencoe_Falls,150816
QL224,eucter,-18.22401,145.52532,sen,2,QLD_Blencoe_Falls,150816
RH053,greane,-33.00208,146.16899,old,3,NSW_Round_Hill,150406
RH044,greane,-33.00208,146.16899,mid,1,NSW_Round_Hill,150406
RH048,greane,-33.00208,146.16899,mid,2,NSW_Round_Hill,150406
RH045,greane,-33.00208,146.16899,old,1,NSW_Round_Hill,150406
RH052,greane,-33.00208,146.16899,mid,3,NSW_Round_Hill,150406
RH047,greane,-33.00208,146.16899,new,2,NSW_Round_Hill,150406
RH051,greane,-33.00208,146.16899,new,3,NSW_Round_Hill,150406
RH049,greane,-33.00208,146.16899,old,2,NSW_Round_Hill,150406
RH043,greane,-33.00208,146.16899,new,1,NSW_Round_Hill,150406
RH050,greane,-33.00208,146.16899,sen,3,NSW_Round_Hill,150406
RH046,greane,-33.00208,146.16899,sen,2,NSW_Round_Hill,150406
RH042,greane,-33.00208,146.16899,sen,1,NSW_Round_Hill,150406
QL161,grebai,-17.91588,146.06968,mid,2,QLD_Mission_Beach,150811
QL160,grebai,-17.91588,146.06968,new,2,QLD_Mission_Beach,150811
QL157,grebai,-17.91588,146.06968,new,1,QLD_Mission_Beach,150811
QL165,grebai,-17.91588,146.06968,old,3,QLD_Mission_Beach,150811
QL159,grebai,-17.91588,146.06968,old,1,QLD_Mission_Beach,150811
QL158,grebai,-17.91588,146.06968,mid,1,QLD_Mission_Beach,150811
QL164,grebai,-17.91588,146.06968,mid,3,QLD_Mission_Beach,150811
QL162,grebai,-17.91588,146.06968,old,2,QLD_Mission_Beach,150811
QL163,grebai,-17.91588,146.06968,new,3,QLD_Mission_Beach,150811
YG165,grebux,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG164,grebux,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG166,grebux,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG163,grebux,-33.045,150.68326,sen,1,NSW_Yengo_S,140619
YG180,grebux,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG179,grebux,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG181,grebux,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG178,grebux,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG196,grebux,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG197,grebux,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG195,grebux,-33.045,150.68326,old,3,NSW_Yengo_S,140623
YG194,grebux,-33.045,150.68326,sen,3,NSW_Yengo_S,140623
QL299,gregla,-18.29787,145.48911,old,3,QLD_Princess_Hill,150819
QL277,gregla,-18.32071,145.41898,new,6,QLD_Princess_Hill,150819
QL295,gregla,-18.29787,145.48911,old,2,QLD_Princess_Hill,150819
QL289,gregla,-18.29787,145.48911,new,1,QLD_Princess_Hill,150819
QL272,gregla,-18.32071,145.41898,mid,5,QLD_Princess_Hill,150819
QL275,gregla,-18.32071,145.41898,mid,4,QLD_Princess_Hill,150819
QL290,gregla,-18.29787,145.48911,mid,1,QLD_Princess_Hill,150819
QL293,gregla,-18.29787,145.48911,new,2,QLD_Princess_Hill,150819
QL291,gregla,-18.29787,145.48911,old,1,QLD_Princess_Hill,150819
QL273,gregla,-18.32071,145.41898,old,5,QLD_Princess_Hill,150819
QL279,gregla,-18.32071,145.41898,old,6,QLD_Princess_Hill,150819
QL274,gregla,-18.32071,145.41898,new,4,QLD_Princess_Hill,150819
QL276,gregla,-18.32071,145.41898,old,4,QLD_Princess_Hill,150819
QL271,gregla,-18.32071,145.41898,new,5,QLD_Princess_Hill,150819
QL297,gregla,-18.29787,145.48911,new,3,QLD_Princess_Hill,150819
QL278,gregla,-18.32071,145.41898,mid,6,QLD_Princess_Hill,150819
QL294,gregla,-18.29787,145.48911,mid,2,QLD_Princess_Hill,150819
QL298,gregla,-18.29787,145.48911,mid,3,QLD_Princess_Hill,150819
QL270,gregla,-18.32071,145.41898,sen,6,QLD_Princess_Hill,150819
QL268,gregla,-18.32071,145.41898,sen,4,QLD_Princess_Hill,150819
QL269,gregla,-18.32071,145.41898,sen,5,QLD_Princess_Hill,150819
QL292,gregla,-18.29787,145.48911,sen,1,QLD_Princess_Hill,150819
QL296,gregla,-18.29787,145.48911,sen,2,QLD_Princess_Hill,150819
QL300,gregla,-18.29787,145.48911,sen,3,QLD_Princess_Hill,150819
QL063,grehil,-17.96665,145.96806,mid,2,QLD_Mt_Mackay,150808
QL062,grehil,-17.96665,145.96806,new,2,QLD_Mt_Mackay,150808
QL059,grehil,-17.96665,145.96806,mid,1,QLD_Mt_Mackay,150808
QL058,grehil,-17.96665,145.96806,new,1,QLD_Mt_Mackay,150808
QL064,grehil,-17.96665,145.96806,old,2,QLD_Mt_Mackay,150808
QL066,grehil,-17.96665,145.96806,new,3,QLD_Mt_Mackay,150808
QL067,grehil,-17.96665,145.96806,mid,3,QLD_Mt_Mackay,150808
QL068,grehil,-17.96665,145.96806,old,3,QLD_Mt_Mackay,150808
QL060,grehil,-17.96665,145.96806,old,1,QLD_Mt_Mackay,150808
QL061,grehil,-17.96665,145.96806,sen,1,QLD_Mt_Mackay,150808
QL065,grehil,-17.96665,145.96806,sen,2,QLD_Mt_Mackay,150808
QL069,grehil,-17.96665,145.96806,sen,3,QLD_Mt_Mackay,150808
RH068,greill,-33.03783,146.20221,old,1,NSW_Round_Hill,150406
RH072,greill,-33.03783,146.20221,new,3,NSW_Round_Hill,150406
RH071,greill,-33.03783,146.20221,old,2,NSW_Round_Hill,150406
RH067,greill,-33.03783,146.20221,mid,1,NSW_Round_Hill,150406
RH070,greill,-33.03783,146.20221,mid,2,NSW_Round_Hill,150406
RH074,greill,-33.03783,146.20221,old,3,NSW_Round_Hill,150406
RH069,greill,-33.03783,146.20221,new,2,NSW_Round_Hill,150406
RH066,greill,-33.03783,146.20221,new,1,NSW_Round_Hill,150406
RH073,greill,-33.03783,146.20221,mid,3,NSW_Round_Hill,150406
QL341,gremim,-18.16105,142.21069,mid,3,QLD_Croydon,150822
QL337,gremim,-18.16105,142.21069,new,2,QLD_Croydon,150822
QL339,gremim,-18.16105,142.21069,old,2,QLD_Croydon,150822
QL344,gremim,-18.16105,142.21069,mid,1,QLD_Croydon,150822
QL342,gremim,-18.16105,142.21069,old,3,QLD_Croydon,150822
QL340,gremim,-18.16105,142.21069,new,3,QLD_Croydon,150822
QL345,gremim,-18.16105,142.21069,old,1,QLD_Croydon,150822
QL343,gremim,-18.16105,142.21069,new,1,QLD_Croydon,150822
QL338,gremim,-18.16105,142.21069,mid,2,QLD_Croydon,150822
QL335,gremim,-18.16105,142.21069,sen,2,QLD_Croydon,150822
QL336,gremim,-18.16105,142.21069,sen,3,QLD_Croydon,150822
QL334,gremim,-18.16105,142.21069,sen,1,QLD_Croydon,150822
YG001,gremuc,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG003,gremuc,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG002,gremuc,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG004,gremuc,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG061,gremuc,-32.78244,150.92318,old,2,NSW_Yengo_N,140524
YG060,gremuc,-32.78244,150.92318,mid,2,NSW_Yengo_N,140524
YG059,gremuc,-32.78244,150.92318,new,2,NSW_Yengo_N,140524
YG058,gremuc,-32.78244,150.92318,sen,2,NSW_Yengo_N,140524
YG131,gremuc,-32.78244,150.92318,new,3,NSW_Yengo_N,140608
YG132,gremuc,-32.78244,150.92318,mid,3,NSW_Yengo_N,140608
YG133,gremuc,-32.78244,150.92318,old,3,NSW_Yengo_N,140608
YG130,gremuc,-32.78244,150.92318,sen,3,NSW_Yengo_N,140608
QL100,grepar,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL103,grepar,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL094,grepar,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL098,grepar,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL104,grepar,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL095,grepar,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL102,grepar,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL099,grepar,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL096,grepar,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL101,grepar,-18.43758,146.13636,sen,2,QLD_Cardwell_S,150809
QL097,grepar,-18.43758,146.13636,sen,1,QLD_Cardwell_S,150809
QL105,grepar,-18.43758,146.13636,sen,3,QLD_Cardwell_S,150809
QL350,grepar,-18.21837,142.27066,new,2,QLD_Croydon,150822
QL355,grepar,-18.21837,142.27066,mid,3,QLD_Croydon,150822
QL346,grepar,-18.21837,142.27066,new,1,QLD_Croydon,150822
QL351,grepar,-18.21837,142.27066,mid,2,QLD_Croydon,150822
QL354,grepar,-18.21837,142.27066,new,3,QLD_Croydon,150822
QL347,grepar,-18.21837,142.27066,mid,1,QLD_Croydon,150822
QL348,grepar,-18.21837,142.27066,old,1,QLD_Croydon,150822
QL356,grepar,-18.21837,142.27066,old,3,QLD_Croydon,150822
QL352,grepar,-18.21837,142.27066,old,2,QLD_Croydon,150822
QL349,grepar,-18.21837,142.27066,sen,1,QLD_Croydon,150822
QL353,grepar,-18.21837,142.27066,sen,2,QLD_Croydon,150822
QL357,grepar,-18.21837,142.27066,sen,3,QLD_Croydon,150822
QL085,grepte,-18.43758,146.13636,sen,1,QLD_Cardwell_S,150809
QL089,grepte,-18.43758,146.13636,sen,2,QLD_Cardwell_S,150809
QL093,grepte,-18.43758,146.13636,sen,3,QLD_Cardwell_S,150809
QL087,grepte,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL082,grepte,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL083,grepte,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL086,grepte,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL090,grepte,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL091,grepte,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL092,grepte,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL084,grepte,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL088,grepte,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL202,grepte,-18.21239,145.54145,new,2,QLD_Blencoe_Falls,150815
QL205,grepte,-18.21239,145.54145,new,3,QLD_Blencoe_Falls,150815
QL203,grepte,-18.21239,145.54145,mid,2,QLD_Blencoe_Falls,150815
QL206,grepte,-18.21239,145.54145,mid,3,QLD_Blencoe_Falls,150815
QL207,grepte,-18.21239,145.54145,old,3,QLD_Blencoe_Falls,150815
QL204,grepte,-18.21239,145.54145,old,2,QLD_Blencoe_Falls,150815
QL199,grepte,-18.21239,145.54145,new,1,QLD_Blencoe_Falls,150815
QL200,grepte,-18.21239,145.54145,mid,1,QLD_Blencoe_Falls,150815
QL201,grepte,-18.21239,145.54145,old,1,QLD_Blencoe_Falls,150815
KG097,greser,-33.67856,151.14825,old,1,NSW_Kuringai_bottom,140612
KG098,greser,-33.67856,151.14825,mid,1,NSW_Kuringai_bottom,140612
KG099,greser,-33.67856,151.14825,new,1,NSW_Kuringai_bottom,140612
KG096,greser,-33.67856,151.14825,sen,1,NSW_Kuringai_bottom,140612
KG113,greser,-33.67856,151.14825,old,2,NSW_Kuringai_bottom,140613
KG114,greser,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG115,greser,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG112,greser,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG125,greser,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG126,greser,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG127,greser,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG124,greser,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
KG019,grespe,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG018,grespe,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG020,grespe,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG017,grespe,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG059,grespe,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG058,grespe,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG057,grespe,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG056,grespe,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG067,grespe,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG066,grespe,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG065,grespe,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG064,grespe,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
RH114,grestr,-31.29606,142.27874,new,3,NSW_Mutawintji,150410
RH116,grestr,-31.29606,142.27874,old,3,NSW_Mutawintji,150410
RH107,grestr,-31.29606,142.27874,mid,1,NSW_Mutawintji,150410
RH112,grestr,-31.29606,142.27874,old,2,NSW_Mutawintji,150410
RH106,grestr,-31.29606,142.27874,new,1,NSW_Mutawintji,150410
RH110,grestr,-31.29606,142.27874,new,2,NSW_Mutawintji,150410
RH108,grestr,-31.29606,142.27874,old,1,NSW_Mutawintji,150410
RH111,grestr,-31.29606,142.27874,mid,2,NSW_Mutawintji,150410
RH115,grestr,-31.29606,142.27874,mid,3,NSW_Mutawintji,150410
RH109,grestr,-31.29606,142.27874,sen,2,NSW_Mutawintji,150410
RH113,grestr,-31.29606,142.27874,sen,3,NSW_Mutawintji,150410
RH105,grestr,-31.29606,142.27874,sen,1,NSW_Mutawintji,150410
QL364,grestr,-18.21837,142.27066,old,2,QLD_Croydon,150822
QL366,grestr,-18.21837,142.27066,new,3,QLD_Croydon,150822
QL360,grestr,-18.21837,142.27066,old,1,QLD_Croydon,150822
QL368,grestr,-18.21837,142.27066,old,3,QLD_Croydon,150822
QL358,grestr,-18.21837,142.27066,new,1,QLD_Croydon,150822
QL359,grestr,-18.21837,142.27066,mid,1,QLD_Croydon,150822
QL363,grestr,-18.21837,142.27066,mid,2,QLD_Croydon,150822
QL362,grestr,-18.21837,142.27066,new,2,QLD_Croydon,150822
QL367,grestr,-18.21837,142.27066,mid,3,QLD_Croydon,150822
QL365,grestr,-18.21837,142.27066,sen,2,QLD_Croydon,150822
QL361,grestr,-18.21837,142.27066,sen,1,QLD_Croydon,150822
QL369,grestr,-18.21837,142.27066,sen,3,QLD_Croydon,150822
QL460,hakarb,-18.71986,138.52217,new,3,QLD_Lawn_Hill,150826
QL462,hakarb,-18.71986,138.52217,old,3,QLD_Lawn_Hill,150826
QL463,hakarb,-18.71986,138.52217,new,2,QLD_Lawn_Hill,150826
QL458,hakarb,-18.71986,138.52217,mid,1,QLD_Lawn_Hill,150826
QL459,hakarb,-18.71986,138.52217,old,1,QLD_Lawn_Hill,150826
QL465,hakarb,-18.71986,138.52217,old,2,QLD_Lawn_Hill,150826
QL461,hakarb,-18.71986,138.52217,mid,3,QLD_Lawn_Hill,150826
QL464,hakarb,-18.71986,138.52217,mid,2,QLD_Lawn_Hill,150826
QL457,hakarb,-18.71986,138.52217,new,1,QLD_Lawn_Hill,150826
QL443,hakarb,-18.71986,138.52217,sen,2,QLD_Lawn_Hill,150826
QL442,hakarb,-18.71986,138.52217,sen,1,QLD_Lawn_Hill,150826
QL444,hakarb,-18.71986,138.52217,sen,3,QLD_Lawn_Hill,150826
QL440,hakcho,-19.04745,138.8575,old,3,QLD_Lawn_Hill,150825
QL436,hakcho,-19.04745,138.8575,old,2,QLD_Lawn_Hill,150825
QL430,hakcho,-19.04745,138.8575,new,1,QLD_Lawn_Hill,150825
QL432,hakcho,-19.04745,138.8575,old,1,QLD_Lawn_Hill,150825
QL434,hakcho,-19.04745,138.8575,new,2,QLD_Lawn_Hill,150825
QL435,hakcho,-19.04745,138.8575,mid,2,QLD_Lawn_Hill,150825
QL431,hakcho,-19.04745,138.8575,mid,1,QLD_Lawn_Hill,150825
QL438,hakcho,-19.04745,138.8575,new,3,QLD_Lawn_Hill,150825
QL439,hakcho,-19.04745,138.8575,mid,3,QLD_Lawn_Hill,150825
QL433,hakcho,-19.04745,138.8575,sen,1,QLD_Lawn_Hill,150825
QL437,hakcho,-19.04745,138.8575,sen,2,QLD_Lawn_Hill,150825
