month,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97
Nov-70,1.247433305,1.246952534,1.247359157,1.247543573,1.247559786,1.247559786,1.247559786,1.220909953,1.239423037,1.211707354,1.21234715,0.272365719,0.272228956,0.272228956,0.274185866,0.622976363,0.633612156,0.273786634,0.618061483,0.616747737,0.607935548,0.605963707,0.605963707,0.605963707,0.605963707,0.608599186,0.598030388,0.608697176,0.724618614,0.742001355,0.252322972,0.24812448,0.246785834,0.246744975,0.246675462,0.246646017,0.246638119,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.532675743,0.273699641,0.273699641,0.273699641,0.27231729,0.278226227,0.589114368,0.589114368,0.589114368,0.813757122,0.813757122,0.813757122,0.828110158,0.828110158,0.828110158,0.828110158,0.834122777,0.834122777,0.834122777,0.834122777,1.246025205,1.245972514,1.245946765,1.245946765,1.245946765,1.245987773,1.214112163,1.214112163,1.197667241,1.197667241,1.197667241,1.197667241,1.245868206,1.245868206,1.245901465,1.245800614,1.245630026,1.245630026,1.245031118,1.245031118,1.245031118,1.245230317,1.244859695,1.244867086,1.245272994,1.245272994,1.246048212,1.246002674,1.245943666
Dec-70,1.248136163,1.248126268,1.248132348,1.248165488,1.248180389,1.248180389,1.248180389,1.248642564,1.248648405,1.248628259,1.248579025,0.601944923,0.599156022,0.599156022,0.606282592,1.007761002,1.015038729,0.597256005,1.007905245,1.000889182,0.98972857,0.951860189,0.951860189,0.951860189,0.951860189,0.950998604,0.943818629,0.949895322,1.209297061,1.216554046,0.25342074,0.252496928,0.247871891,0.247831225,0.247769549,0.247738764,0.247731194,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,1.025437117,0.247815609,0.247815609,0.247815609,0.2478192,0.248312131,1.009008765,1.009008765,1.009008765,1.183557749,1.183557749,1.183557749,1.189972162,1.189972162,1.189972162,1.189972162,1.194013,1.194013,1.194013,1.194013,1.247393966,1.247317433,1.247281075,1.247281075,1.247281075,1.24731636,1.114014506,1.114014506,1.07108891,1.07108891,1.07108891,1.07108891,1.247637749,1.247637749,1.247673154,1.247677684,1.247041345,1.247041345,1.246551871,1.246551871,1.246551871,1.246757627,1.246430039,1.246378779,1.246787548,1.246787548,1.248050213,1.24729085,1.247244
Jan-71,0.95405972,0.956444979,0.960893214,0.957850456,0.965606153,0.965606153,0.965606153,0.785533786,0.801221251,0.789304912,0.81093955,0.493185818,0.492796242,0.492796242,0.505663216,0.676422954,0.67832911,0.507951856,0.678517878,0.673332036,0.667948067,0.65157932,0.65157932,0.65157932,0.65157932,0.654270291,0.654090524,0.654421628,0.815629244,0.817875266,0.24863641,0.249672338,0.247906193,0.247851923,0.247759923,0.247749493,0.247742578,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.843353927,0.250457406,0.250457406,0.250457406,0.250358433,0.253098965,0.776181996,0.776181996,0.776181996,0.789785504,0.789785504,0.789785504,0.791704714,0.791704714,0.791704714,0.791704714,0.790882766,0.790882766,0.790882766,0.790882766,0.845057309,0.843605816,0.857212424,0.857212424,0.857212424,0.79605186,0.444070518,0.444070518,0.432046026,0.432046026,0.432046026,0.432046026,0.627507031,0.627507031,0.629565239,0.65193069,0.627981663,0.627981663,0.93730092,0.93730092,0.93730092,0.895201802,0.961375058,0.953164458,0.901670456,0.901670456,0.665903986,0.652316272,0.639317274
Feb-71,1.248253107,1.248252153,1.248264313,1.248289108,1.248310089,1.248310089,1.248310089,1.248668075,1.248652935,1.248651028,1.248541474,0.929912686,0.922879517,0.922879517,0.939034343,1.245248795,1.245324016,0.925680816,1.245328784,1.245043635,1.244291663,1.237361789,1.237361789,1.237361789,1.237361789,1.236743808,1.235059857,1.236218572,1.248455644,1.248504758,0.361935526,0.352692425,0.308335662,0.296821415,0.271033198,0.294511765,0.2971012,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,1.235209465,0.37872085,0.37872085,0.37872085,0.394359678,0.409990788,1.152883887,1.152883887,1.152883887,1.221893191,1.221893191,1.221893191,1.223608136,1.223608136,1.223608136,1.223608136,1.224027276,1.224027276,1.224027276,1.224027276,1.240231514,1.240264773,1.242208958,1.242208958,1.242208958,1.219618917,0.737598062,0.737598062,0.720312715,0.720312715,0.720312715,0.720312715,0.878370821,0.878370821,0.878597319,0.914971352,0.968974829,0.968974829,1.244432926,1.244432926,1.244432926,1.244701982,1.244213223,1.244224548,1.244725466,1.244725466,0.970022559,1.168706536,1.162981033
Mar-71,1.248717189,1.248714805,1.248731613,1.248756886,1.248818398,1.248818398,1.248818398,1.249404788,1.249217153,1.249378085,1.248838305,1.23929131,1.237253666,1.237253666,1.239261746,1.246918082,1.246977806,1.236638427,1.246945858,1.247097135,1.247161269,1.246798038,1.246798038,1.246798038,1.246798038,1.246740341,1.246737599,1.246740818,1.248030186,1.247986078,1.116497874,1.072849751,0.766504884,0.721642613,0.624740541,0.611821175,0.62163794,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,1.206210613,0.401812315,0.401812315,0.401812315,0.404203296,0.4153952,1.036462545,1.036462545,1.036462545,1.243589163,1.243589163,1.243589163,1.243532062,1.243532062,1.243532062,1.243532062,1.243548274,1.243548274,1.243548274,1.243548274,1.241158366,1.240951896,1.241009235,1.241009235,1.241009235,1.24106288,0.716432631,0.716432631,0.707105696,0.707105696,0.707105696,0.707105696,0.899045885,0.899045885,0.926698327,0.978455126,1.018875837,1.018875837,1.238995194,1.238995194,1.238995194,1.239234805,1.238861799,1.238876939,1.239440322,1.239440322,1.128482938,1.240706325,1.240635514
Apr-71,1.247364283,1.247352958,1.247385263,1.247419,1.247524738,1.247524738,1.247524738,1.247815967,1.247546315,1.247766376,1.246877551,1.24365449,1.243711591,1.243711591,1.243688941,1.244059563,1.244112134,1.243647933,1.244013667,1.244257331,1.244332671,1.243885994,1.243885994,1.243885994,1.243885994,1.243793011,1.243692994,1.243741155,1.245377779,1.245384574,1.243066669,1.242980242,0.759385586,0.707290828,0.603518784,0.585098147,0.599062145,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.784013033,0.377662659,0.377662659,0.377662659,0.382342309,0.39371413,0.754911959,0.754911959,0.754911959,1.236756086,1.236756086,1.236756086,1.236687064,1.236687064,1.236687064,1.236687064,1.236704826,1.236704826,1.236704826,1.236704826,1.232198477,1.231930852,1.232033849,1.232033849,1.232033849,1.231811404,0.794728398,0.794728398,0.771018565,0.771018565,0.771018565,0.771018565,1.206535101,1.206535101,1.213907003,1.225546718,1.022223592,1.022223592,1.228982687,1.228982687,1.228982687,1.229612947,1.228921294,1.228375196,1.229347944,1.229347944,1.232904792,1.231381416,1.231401324
May-71,1.239684463,1.239657521,1.239662528,1.239732504,1.239778042,1.239778042,1.239778042,1.240400672,1.240345001,1.240366459,1.240096569,0.944564164,0.915012121,0.915012121,0.946528137,1.238685966,1.238716364,0.918935597,1.238724589,1.238989711,1.239105105,1.238503695,1.238503695,1.238503695,1.238503695,1.238436103,1.238504767,1.238499403,1.239775181,1.239805579,1.083509803,1.021178484,0.321443051,0.310060322,0.291908622,0.352866292,0.36721167,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,1.029561877,0.406713963,0.406713963,0.406713963,0.420970887,0.431420922,1.055440068,1.055440068,1.055440068,1.226593256,1.226593256,1.226593256,1.226489186,1.226489186,1.226489186,1.226489186,1.226515412,1.226515412,1.226515412,1.226515412,1.214890003,1.214933515,1.214687228,1.214687228,1.214687228,1.21445334,1.211094737,1.211094737,1.209828734,1.209828734,1.209828734,1.209828734,1.217461109,1.217461109,1.217407465,1.216920376,1.213579178,1.213579178,1.213636518,1.213636518,1.213636518,1.213692904,1.212880969,1.212780356,1.213796258,1.213796258,1.217960596,1.215016842,1.214658141
Jun-71,1.237067103,1.237045407,1.237050295,1.237119555,1.237169266,1.237169266,1.237169266,1.237820745,1.237746477,1.23778677,1.237497926,0.286146849,0.278080761,0.278080761,0.289783537,1.230840921,1.23405683,0.281585872,1.231786966,1.227141976,1.21826148,1.166239738,1.166239738,1.166239738,1.166239738,1.158255458,1.103126884,1.157207727,1.237102032,1.237126708,0.323178291,0.289066762,0.223549455,0.22265622,0.222210839,0.273468643,0.28549993,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,1.13031137,0.406070411,0.406070411,0.406070411,0.409268409,0.422963113,1.090535402,1.090535402,1.090535402,1.218199611,1.218199611,1.218199611,1.21807003,1.21807003,1.21807003,1.21807003,1.218092322,1.218092322,1.218092322,1.218092322,1.195637465,1.194976687,1.19526577,1.19526577,1.19526577,1.194811344,1.192388773,1.192388773,1.19216454,1.19216454,1.19216454,1.19216454,1.197378755,1.197378755,1.197261572,1.198054314,1.190913796,1.190913796,1.189020634,1.189020634,1.189020634,1.190347791,1.189181447,1.188502669,1.19100225,1.19100225,1.199464083,1.193004727,1.192320466
Jul-71,1.238425374,1.238404393,1.238420725,1.238483906,1.238548279,1.238548279,1.238548279,1.239214778,1.239091158,1.239181757,1.238819003,0.236919239,0.236994937,0.236994937,0.236977249,0.778605163,0.813579202,0.236946702,0.785277784,0.75582397,0.718732774,0.598836899,0.598836899,0.598836899,0.598836899,0.588775456,0.530046761,0.584361732,1.238119006,1.238177419,0.235689342,0.235334754,0.428191572,0.408644944,0.392611206,0.436827183,0.442936361,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.829574585,0.872110903,0.872110903,0.872110903,0.876338542,0.902236402,0.696425557,0.696425557,0.696425557,1.219963789,1.219963789,1.219963789,1.219859481,1.219859481,1.219859481,1.219859481,1.219878793,1.219878793,1.219878793,1.219878793,1.198494673,1.197664499,1.198201537,1.198201537,1.198201537,1.197538495,1.196380138,1.196380138,1.195579648,1.195579648,1.195579648,1.195579648,1.199145317,1.199145317,1.199185252,1.199677825,1.195211768,1.195211768,1.192023158,1.192023158,1.192023158,1.19401288,1.191856861,1.191056013,1.194200516,1.194200516,1.201069593,1.196879745,1.196468949
Aug-71,1.241362333,1.241347194,1.241360188,1.241410851,1.241447687,1.241447687,1.241447687,1.237890124,1.24187994,1.235429883,1.236090779,0.241388902,0.241406322,0.241406322,0.24139379,0.279440522,0.287454098,0.241408616,0.27989006,0.276904047,0.27076897,0.251010299,0.251010299,0.251010299,0.251010299,0.249889404,0.243982121,0.249400541,0.901242554,1.027740002,0.240381911,0.240240455,0.468509048,0.432572216,0.381192893,0.363823116,0.369671285,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.585902095,0.716010034,0.716010034,0.716010034,0.721650958,0.736988544,0.537124515,0.537124515,0.537124515,1.230385661,1.230385661,1.230385661,1.23032999,1.23032999,1.23032999,1.23032999,1.230345845,1.230345845,1.230345845,1.230345845,1.221278787,1.221137047,1.220988274,1.220988274,1.220988274,1.220605254,1.220209241,1.220209241,1.22038269,1.22038269,1.22038269,1.22038269,1.22164011,1.22164011,1.222149134,1.221365094,1.219733596,1.219733596,1.218428016,1.218428016,1.218428016,1.219017029,1.217361331,1.21719873,1.218676686,1.218676686,1.222219706,1.220792174,1.220878243
Sep-71,0.976698637,0.977914751,0.997852325,0.993893564,1.014124274,1.014124274,1.014124274,0.612307966,0.712335348,0.59158361,0.602571726,0.244737983,0.244769946,0.244769946,0.244738802,0.243468285,0.243488893,0.244778812,0.243509889,0.24366568,0.24375917,0.243380517,0.243380517,0.243380517,0.243380517,0.243327677,0.243386224,0.243337795,0.289135724,0.330507576,0.244247288,0.244124606,0.27361396,0.266371697,0.256297529,0.239993468,0.240490913,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.325579435,0.292172462,0.292172462,0.292172462,0.291090757,0.296619177,0.346984535,0.346984535,0.346984535,1.16324842,1.16324842,1.16324842,1.177088499,1.177088499,1.177088499,1.177088499,1.184319258,1.184319258,1.184319258,1.184319258,1.235507369,1.235191226,1.235305309,1.235305309,1.235305309,1.235277772,1.23525095,1.23525095,1.235254407,1.235254407,1.235254407,1.235254407,1.236610055,1.236610055,1.236685276,1.236631274,1.235016823,1.235016823,1.23436594,1.23436594,1.23436594,1.234550118,1.234177709,1.233973622,1.23502779,1.23502779,1.236504793,1.235430956,1.235237598
Oct-71,0.50630039,0.503594398,0.520070434,0.521160722,0.54237932,0.54237932,0.54237932,0.283128023,0.32467252,0.27767998,0.307130754,0.247053191,0.247085661,0.247085661,0.247075766,0.24687916,0.246950224,0.247075394,0.246753454,0.246923596,0.246819735,0.246351659,0.246351659,0.246351659,0.246351659,0.2463191,0.246218786,0.246274427,0.249301732,0.248384088,0.24684836,0.246762246,0.2442839,0.24420777,0.2440539,0.244063765,0.244054183,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243750319,0.243651271,0.243651271,0.243651271,0.243705794,0.243764132,0.243848875,0.243848875,0.243848875,0.404000401,0.404000401,0.404000401,0.420215994,0.420215994,0.420215994,0.420215994,0.430010766,0.430010766,0.430010766,0.430010766,1.242959499,1.242882848,1.242823958,1.242823958,1.242823958,1.2427634,1.242909551,1.242909551,1.242941499,1.242941499,1.242941499,1.242941499,1.243601084,1.243601084,1.243742824,1.243672252,1.242961764,1.242961764,1.24260819,1.24260819,1.24260819,1.242944837,1.242465854,1.242407918,1.242931604,1.242931604,1.243885875,1.243078113,1.243070841
