sample,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,PARi,PARo
QL009,18.21264688,0.148121239,1525.443383,2.068655648,1.333925564,25.66762161,6,1808.1604,1770.590698,17.77201653,21.24931717,58.16764832,69.5488205,1500.130005,0.091108702
QL011,5.701001759,0.10335075,292.14525,1.413200944,1.28643372,24.88201904,6,401.9341125,391.1935425,17.75293159,20.13115501,55.26915741,62.67313766,1500.201782,0.039047539
QL011,14.07272386,0.097792436,1505.043694,1.322110209,1.269575057,24.71524429,6,1807.731567,1779.521484,17.75071144,19.97602654,55.50198364,62.4599762,1500.689453,0.109128356
QL014,6.052988204,0.101534538,287.2041364,1.413416688,1.310136684,24.46991158,6,401.6032104,393.6730652,17.38458824,19.04813957,55.47463989,60.78307343,1499,0.042048298
QL014,12.69675249,0.084382009,1496.732247,1.258574823,1.394039231,24.92661285,6,1806.959106,1784.545166,17.21028709,19.06214905,52.66207123,58.3286171,1498.789551,0.080093704
QL013,7.423302027,0.205824151,321.902385,2.651748628,1.25817566,25.05036926,6,401.5990295,391.4465332,17.66194534,20.77759361,55.40465927,65.17829895,1499.283325,0.121142633
QL013,11.87548759,0.204839971,1651.924893,2.561919912,1.221560174,24.72799301,6,1807.57312,1787.827515,17.50632286,20.51735115,55.32528305,64.84104156,1500.474243,0.036042277
QL015,2.485109655,0.055362384,315.0139945,0.83881474,1.401715386,24.57218552,6,401.184082,396.9567871,17.02971649,18.26500702,52.16674042,55.95077515,1499.451294,0.126152351
QL015,6.930573427,0.052228946,1532.608568,0.861275006,1.523132019,25.11175346,6,1805.994385,1793.280762,16.78087997,18.0495739,51.50800705,55.40219498,1499.197632,0.070083782
QL017,4.767019026,0.081233982,287.9116342,1.294824504,1.489215418,24.94280052,6,401.1962585,393.2814941,16.15802383,18.06526756,49.21959686,55.02932739,1499.022095,0.081096679
QL017,9.955451634,0.072326209,1518.102582,1.213755838,1.562544302,25.15597153,6,1807.338257,1789.149902,15.92416096,17.71232986,48.29904175,53.72267532,1498.819458,0.092111334
QL016,8.895397779,0.137796545,270.5478807,2.003283377,1.385728691,25.18038559,6,401.1046143,386.5987549,16.72094345,19.66698647,51.25954819,60.290905,1499.429199,0.004004653
QL016,16.13226256,0.135048957,1535.963405,2.009438384,1.416986227,25.22846985,6,1806.51355,1776.957397,16.47319603,19.42896461,50.43466568,59.48410797,1499.572021,0.001001157
QL018,2.644255879,0.050594265,301.9959774,0.885814237,1.617369114,25.1305542,6,401.4860229,396.9919434,15.76350307,17.06960297,48.1676445,52.15861893,1500.011597,0.234281078
QL018,7.13066603,0.048672867,1510.844247,0.832829308,1.580222059,24.83379173,6,1807.999023,1795.060303,15.63563156,16.86383247,48.01234055,51.78377914,1501.333252,0.111128561
QL020,5.898038839,0.117185757,299.3669513,1.788634598,1.446347888,24.60122299,6,401.7272034,391.8285828,15.20064068,17.83582115,43.80834579,51.4029541,1499.608643,0.155180469
QL020,12.26780233,0.094581793,1529.585158,1.546119035,1.535970526,24.80314255,6,1811.006836,1788.456421,14.99906254,17.27826691,41.42980194,47.72532654,1500.642334,0.035042264
QL019,7.815652723,0.173383498,304.1799509,2.369109891,1.321417731,24.49668884,6,401.6098022,388.504364,15.48423576,18.97084236,44.80304718,54.89141083,1499.509033,0.186218724
QL019,13.89157489,0.164160002,1599.511576,2.33348785,1.36999471,24.64531517,6,1810.008545,1782.932495,15.31020641,18.7445755,44.06764984,53.95285797,1500.827271,0.051060263
QL021,2.945288696,0.066439254,313.4819999,1.225067898,1.713820253,25.39395523,6,401.8456116,396.6986694,14.76798439,16.57514,40.64610672,45.61996078,1499.552002,0.046054631
QL021,5.747092835,0.026320725,1397.342873,0.534782978,1.860412966,25.56114006,6,1812.312866,1802.246826,14.5582695,15.34810734,39.98974228,42.15932465,1500.078857,0.030035906
QL055,8.378474348,0.127359978,270.6518063,2.053768441,1.536274066,24.70153236,6,403.0446472,389.2765198,14.02016544,17.04855919,43.46899033,52.85840988,1499.964966,0.077088825
QL055,27.63606179,0.113040461,1315.583764,1.858520181,1.558420092,24.64942551,6,1809.969727,1763.597534,13.96412468,16.70542717,43.33001328,51.83614349,1500.395752,0.078091867
QL054,9.777114851,0.134097833,256.6951616,2.169661365,1.544931655,24.76755714,6,403.2289124,387.3023376,13.89157295,17.0905304,43.03529358,52.94548035,1500.232666,0.113132164
QL054,29.13667641,0.128081383,1339.499917,2.08585817,1.551591649,24.80460358,6,1810.442017,1761.224609,14.01704121,17.09246826,43.40611267,52.92968369,1499.513672,0.004004606
QL056,7.602464617,0.124825991,280.1946837,1.996900577,1.523080712,24.56505775,6,403.2359009,390.661377,13.97123146,16.91606712,43.49038315,52.65722275,1501.486328,0.032038074
QL056,27.64379732,0.146552942,1405.191458,2.258763478,1.479156251,24.49723625,6,1810.22998,1762.790283,13.92305279,17.25284195,43.54441833,53.95835114,1499.759155,0.225259259
QL035,8.007313236,0.122486036,273.0796401,1.77879143,1.38002856,24.30817795,6,403.0382385,389.9883118,15.33780003,17.95775032,48.08413696,56.29770279,1500.381958,0.098114334
QL035,17.31105114,0.118530793,1498.727467,1.71935336,1.376812836,24.1213131,6,1811.81604,1781.254761,15.09413052,17.62776375,47.50382614,55.47760391,1500.482666,0.018021187
QL034,9.862775481,0.149875347,268.9023003,2.116107237,1.354161086,24.66571999,6,403.2858887,387.2628174,15.83218288,18.9461422,49.24765778,58.93395233,1498.649658,0.057066962
QL034,21.19704154,0.146501251,1493.371066,2.086877979,1.36492969,24.5603714,6,1812.664185,1775.311523,15.5474329,18.61944962,48.58416367,58.18390656,1500.626465,0.108126558
QL036,7.298417901,0.100776286,262.3560806,1.648172831,1.541189815,24.86740685,6,402.8944397,390.9798584,14.91106033,17.34052086,44.85114288,52.15874481,1500.285034,0.093110427
QL036,15.74968689,0.097344433,1474.028494,1.534665568,1.484849171,24.37370491,6,1811.496948,1783.7677,14.69608784,16.95892334,44.21591949,51.02408218,1500.737061,0.156181946
QL039,6.688759919,0.07623869,238.994419,1.354722936,1.660354167,24.86973953,6,402.9867249,392.1560059,14.06276512,16.06233597,40.49813461,46.25652695,1498.589355,0.105120212
QL039,16.86113836,0.075791205,1371.719557,1.371878398,1.691003956,24.97141266,6,1812.518311,1783.556641,13.91371822,15.93871784,39.99429703,45.81505966,1500.283203,0.122141197
QL038,6.482117137,0.079871368,249.9054969,1.368859665,1.603507689,24.75231743,6,402.8006287,392.2712402,14.41632748,16.43601608,41.59607697,47.42357254,1499.802002,0.029033093
QL038,16.73096305,0.08370666,1408.753212,1.453408629,1.626747432,24.86089897,6,1812.086182,1783.102417,14.26092529,16.40526962,40.98999023,47.1534462,1500.247803,0.041048054
QL040,4.847682745,0.061661014,256.8011993,1.150629802,1.734447671,24.96967125,6,403.0753174,395.1220093,13.76840305,15.46761417,39.62916183,44.51995087,1499.432983,0.057066318
QL040,12.77834692,0.057276285,1378.669896,1.08296025,1.754651703,24.96508789,6,1813.426514,1791.349365,13.64179134,15.24145031,39.28237534,43.88869095,1499.484741,0.187218517
QL043,6.031764958,0.082665097,263.8279948,1.47578065,1.672986392,24.82073784,6,403.3723145,393.4543152,13.64430809,15.82281494,42.49402237,49.27879715,1500.728027,0.017020132
QL043,14.13681651,0.063431363,1376.888027,1.135955513,1.666857009,24.57051849,6,1811.605469,1787.350464,13.70851517,15.38652515,42.70035172,47.92714691,1500.906006,0.14416866
QL042,6.035040429,0.067690399,237.012267,1.405440695,1.932164159,26.04873276,6,403.4924316,393.6097412,13.52304268,15.59839058,39.97382355,46.10850525,1498.754517,0.164192885
QL042,16.33981812,0.054279247,1247.440428,1.052041098,1.79679919,25.1282692,6,1813.067627,1785.736938,13.56422901,15.11860085,41.85284424,46.64890671,1500.305054,0.185217962
QL044,2.875100191,0.035059047,252.249496,0.621217494,1.639302248,23.98755455,6,400.521637,394.2746582,13.25919628,14.48499203,37.85714722,41.35699081,1500.047119,0.208252221
QL044,13.04137111,0.031492425,1066.280917,0.602893277,1.767305248,24.67545128,6,1808.153687,1779.899048,13.27489567,14.464324,37.31829071,40.66200638,1499.095581,0.176216125
QL023,5.813886835,0.076443081,253.9029504,1.46055108,1.791322252,25.56428146,6,401.557373,388.7824097,13.14567566,16.02256775,36.2786293,44.2181015,1500.09375,0.193237409
QL023,15.78155423,0.064259516,1323.948874,1.220297899,1.773324681,25.19273567,6,1809.340332,1773.421753,13.04228497,15.44700623,37.8164444,44.78899765,1500.2229,0.007008267
QL022,2.826352337,0.066467928,313.7875012,1.268570657,1.783263832,25.42264175,6,401.0497437,394.3911743,13.31302547,15.81201553,36.83284378,43.74674225,1498.612915,0.237291202
QL022,7.690022246,0.0641899,1540.586138,1.226901667,1.784668851,25.34523201,6,1808.173096,1788.387329,13.21905327,15.63661003,36.49633789,43.17094421,1499.957764,0.052062318
QL024,7.550925244,0.143573351,287.5455724,2.25252126,1.508425309,24.76129723,6,401.4336243,384.5830688,12.97881222,17.40966797,37.76364517,50.65583038,1498.757446,0.129154369
QL024,18.13738687,0.050922017,1144.291035,0.987737052,1.802721649,25.04695702,6,1809.698853,1769.8927,12.88856506,14.83644295,37.52436829,43.19551086,1498.902588,0.090106159
QL027,6.108588643,0.07420593,244.4090654,1.300215374,1.642657975,24.56181908,6,401.7258606,388.4863586,13.01794338,15.58019924,39.84939575,47.69274521,1499.921997,0.084098339
QL027,15.89836575,0.050084819,1212.940057,0.936306513,1.736947186,24.68247414,6,1809.932861,1774.780273,12.96446419,14.81104279,39.56917953,45.20516586,1500.349243,0.191232279
QL026,7.79147101,0.122344639,269.7137392,1.975044633,1.53987907,24.73069191,6,401.7009583,384.581604,13.12897301,17.01577187,39.77935791,51.55593872,1499.899414,0.169197455
QL026,18.11411195,0.089255888,1389.472201,1.521303,1.606609042,24.61401176,6,1809.8927,1768.23877,13.07239914,16.06939697,39.8283577,48.95946884,1499.980103,0.166200921
QL028,3.337860815,0.050942346,277.9086488,0.919105343,1.677422819,24.31852531,6,401.8110657,394.4029541,12.91701984,14.7299633,39.65948486,45.22581482,1499.228638,0.18121773
QL028,10.74411662,0.046651278,1363.961703,0.861711339,1.714514865,24.42366982,6,1810.068237,1785.478516,12.83904362,14.53909302,39.30308533,44.50730515,1500.098389,0.165198475
QL031,3.023678961,0.029586442,220.4578172,0.576239605,1.794810049,24.81110001,6,401.7944336,395.2845764,13.31725502,14.45428848,40.38852692,43.83691788,1498.900879,0.101118498
QL031,10.51535158,0.052271778,1408.813271,0.96943688,1.723252462,24.82457542,6,1809.039185,1784.525269,13.33764362,15.24876404,40.4952774,46.29774857,1499.383057,0.075091213
QL030,2.97563597,0.033135093,240.2155419,0.630667084,1.757194599,24.54472542,6,401.7356873,395.2793274,13.07894421,14.3234663,39.62310791,43.39343262,1498.98938,0.037043709
QL030,10.63623934,0.031181123,1188.653234,0.595463401,1.761483266,24.60273552,6,1809.475952,1786.053467,13.21856403,14.39350033,40.01383591,43.57048035,1500.310425,0.167198449
QL032,3.372497896,0.049995358,274.9625229,0.914487799,1.69851083,24.6427002,6,402.1372375,394.6629639,13.34650135,15.1495657,40.47351456,45.94133759,1499.140015,0.0891065
QL032,10.50909133,0.046594483,1372.168503,0.844290191,1.680631668,24.49884033,6,1809.209717,1785.154053,13.39140797,15.05616379,40.5378418,45.57731247,1499.94751,0.004004803
QL059,12.31000776,0.176803801,260.3599815,1.814356886,1.087971074,24.20123291,6,399.5693665,383.9613647,16.98332787,19.11893272,71.05731201,79.99256897,1498.845337,0.161188409
QL059,18.07405858,0.168511979,1556.811818,1.9830421,1.243155364,24.90271378,6,1797.113037,1771.210205,16.53619576,18.87085915,65.67234802,74.94430542,1498.820435,0.288340539
QL058,5.723663193,0.06343405,239.4218219,0.668031578,1.069065883,24.76532173,6,399.4754028,392.2931213,19.54174995,20.32702827,81.5515976,84.82871246,1499.022217,0.19423075
QL058,16.75873964,0.071545921,1367.16413,0.750310369,1.068650803,24.35280418,6,1799.654053,1777.945679,18.6979084,19.58053207,80.36750793,84.16120911,1501.291138,0.22025305
QL060,2.405522381,0.035810606,279.2789222,0.559128133,1.569582643,25.57586861,6,399.7416382,396.5892029,16.27123451,16.93076897,64.15444183,66.75485992,1499.689453,0.067078717
QL060,9.890081164,0.116263019,1604.109299,1.536380233,1.369829094,24.98346901,6,1797.869507,1782.71582,15.96467686,17.77542686,63.39944077,70.59034729,1501.140625,0.114132285
QL063,8.761626562,0.122084641,261.7862769,1.584303984,1.349158177,24.50444984,6,399.5850525,388.3347473,15.22949791,17.09783554,60.60475922,68.03968048,1499.520996,0.124140337
QL063,14.92450326,0.109092182,1513.981373,1.531264095,1.451925111,24.88674355,6,1800.377563,1779.202026,14.98207474,16.78847122,55.57928848,62.28050995,1499.709595,0.251293004
QL062,8.319006143,0.100148633,244.7719328,1.295125405,1.333597827,24.43252754,6,399.4989624,388.9132385,15.59233761,17.11966324,63.18516922,69.37438202,1500.647339,0.073085286
QL062,17.36891566,0.082108438,1392.350034,1.115235905,1.391309969,24.51351929,6,1798.701416,1775.486206,15.38362885,16.69935989,61.09749603,66.32304382,1500.723267,0.251290083
QL064,2.455710991,0.033320707,269.3443962,0.522196954,1.574897752,25.21806335,6,400.222168,397.0273132,15.58270645,16.19903946,57.78408051,60.06958008,1499.512085,0.019022262
QL064,10.08607414,0.126124328,1616.926451,1.635402025,1.349008992,24.88764,6,1806.598022,1787.08606,15.39497852,17.80427551,57.19330597,66.14399719,1500.255615,0.128152207
QL067,4.078691072,0.054111206,263.2911725,0.81519938,1.526603036,24.90665817,6,400.7461548,394.1462708,14.88872814,16.0918293,55.31017685,59.77957916,1498.939941,0.068079144
QL067,13.60930535,0.054442048,1340.357036,0.824381858,1.534696646,24.91828537,6,1808.806274,1786.181396,14.81634331,16.03320694,55.06179428,59.58400726,1498.66394,0.204233781
QL066,5.872174838,0.068366201,242.7817601,1.008882709,1.50297036,25.04415131,6,400.4113464,391.0116272,15.09223747,16.58042717,56.116642,61.65009689,1500.379761,0.047055405
QL066,15.09777846,0.064166109,1360.103803,0.954009098,1.512136631,24.96055412,6,1808.048706,1782.850098,14.9266386,16.33431435,55.55425644,60.79336929,1500.012817,0.015017468
QL068,5.824651871,0.088941664,275.9206897,1.238707607,1.430284388,24.61691284,6,400.9461365,391.481781,14.67743301,16.50482368,54.7489357,61.56536865,1499.933594,0.074088112
QL068,11.45293356,0.14807293,1623.743631,1.750439154,1.241597373,23.92679405,6,1809.370117,1787.497803,14.54108429,17.12173462,54.46556854,64.13174438,1500.761475,0.146171406
QL107,13.65618871,0.220499818,275.1806824,2.148674874,1.046975359,25.19533348,6,399.566864,387.1375122,19.5529213,21.35691261,75.31343842,82.26200104,1499.044189,0.111128144
QL107,19.70163585,0.332449994,1661.181906,2.833151441,0.952435857,24.98017502,6,1813.990601,1792.730957,19.50775909,21.88515663,75.29294586,84.46885681,1499.553833,0.170197904
QL106,1.248910516,0.013982425,247.7982159,0.200696079,1.429674209,25.42093849,6,400.4342346,398.8396301,17.78053093,18.01700592,75.46408844,76.46774292,1498.923462,0.024028305
QL106,5.920447876,0.013890408,1059.642826,0.216500977,1.54951824,26.6264286,6,1787.92041,1780.354126,18.95563126,19.21041489,74.44165802,75.44223785,1499.217896,0.14216812
QL108,15.62139341,0.438943934,313.7956006,4.090270824,1.079005904,25.66727829,6,399.8395081,385.0863953,18.51270103,21.9447937,69.83161163,82.77777863,1501.093018,0.26330021
QL108,19.35326818,0.373595568,1660.867854,3.747411294,1.136272691,25.73309708,6,1807.581543,1785.239746,18.36357498,21.50922394,69.0221405,80.84551239,1499.677124,0.175205469
QL111,8.677341983,0.127513462,265.544603,1.592001608,1.298138213,25.08187485,6,399.800415,385.8603821,16.33172607,18.67556572,64.62550354,73.90019989,1500.371948,0.226254866
QL111,14.7412319,0.12272402,1553.052559,1.538122026,1.300256906,25.29361916,6,1814.258179,1788.017456,16.79092216,19.0544529,66.16230011,75.08142853,1500.592041,0.100115463
QL110,0.247085994,0.023338037,371.8478791,0.345351891,1.478382213,25.70929337,6,398.6831055,398.1061096,17.5881443,18.09691811,70.59783173,72.64002228,1501.090576,0.219252959
QL110,1.717317122,0.021816097,1638.989832,0.313941754,1.437946548,25.2029705,6,1809.233398,1805.806274,17.064785,17.52754784,68.19300842,70.04226685,1499.651123,0.087101288
QL112,8.310028688,0.16073731,292.7093414,1.748994856,1.145465702,24.62251663,6,399.5895386,386.1097717,16.75520515,19.32832718,66.3522644,76.54207611,1500.13208,0.070080712
QL112,13.23004769,0.255183861,1667.968803,2.397567631,1.022611671,24.70355797,6,1812.470337,1786.194458,17.1645546,20.6874485,67.62464142,81.50408173,1500.75769,0.072080202
QL115,15.93226921,0.205719686,236.1039257,2.272340281,1.179057487,25.97174454,6,399.5030823,374.3237915,18.22140694,21.5571022,70.49342346,83.39827728,1499.34021,0.206234977
QL115,24.93897041,0.109586825,1372.9075,1.441691144,1.357021906,25.82161522,6,1808.449951,1784.844971,18.29859543,19.51140785,71.34437561,76.07301331,1500.536377,0.241256893
QL114,6.436413291,0.059977903,207.1959004,0.859429156,1.450727313,26.00689888,6,399.4814453,389.3221436,17.68602753,18.95108795,68.98258209,73.91682434,1498.948608,0.277321249
QL114,23.15542369,0.059486273,1102.869681,0.865595179,1.472275022,26.28507614,6,1809.270142,1772.227173,18.01609612,19.28974533,70.00327301,74.9521637,1499.572144,0.155179039
QL116,7.555548065,0.113594738,275.9456486,1.205330363,1.098081546,24.26211548,6,399.1925049,392.3048706,18.1275959,19.14186478,71.57176208,75.57632446,1499.907349,0.416467965
QL116,14.05974019,0.074299014,1452.226049,0.911561257,1.250434396,24.91636086,6,1808.666138,1795.199951,18.06939888,18.83672142,71.47850037,74.51385498,1498.865845,0.204228863
QL171,14.79800477,0.313160786,298.8434723,2.769935495,0.982068246,24.97945976,6,401.3649597,387.7490845,19.26768684,21.59257507,73.78036499,82.68289948,1499.675171,0.212250128
QL171,16.4983038,0.29493268,1653.703994,2.609040447,0.975736719,25.0241394,6,1796.875244,1778.741089,19.55099297,21.74049568,75.119133,83.53166962,1500.243286,0.2352736
QL170,19.16896504,0.42742936,295.6862066,4.061474775,1.096410968,25.69504547,6,401.4011841,383.6192627,18.41235733,21.82070541,66.06655121,78.29625702,1498.599243,0.176208749
QL170,19.77536327,0.397121928,1657.991119,3.628818223,1.043431567,25.56449509,6,1799.210938,1776.714111,19.05058479,22.09500885,72.33448029,83.89405823,1499.787354,0.071082272
QL172,15.70315612,0.439720333,315.8669264,3.381800734,0.890795345,25.10575485,6,400.9721375,386.3795471,19.89561272,22.73088646,75.66419983,86.44691467,1499.564331,0.241280094
QL172,13.46215059,0.448493646,1699.462716,3.51845672,0.911257466,25.17427254,6,1796.744019,1779.821411,19.70893097,22.65920448,74.64583588,85.8197403,1499.664185,0.161183521
QL174,14.85620964,0.244870409,277.4336261,2.617963159,1.158770242,25.27746773,6,402.2503357,388.6321106,18.21964645,20.4197731,69.00871277,77.34190369,1500.493774,0.284329146
QL174,13.48490114,0.204566261,1648.80284,2.417846388,1.261479198,25.94100571,6,1811.60437,1796.309448,18.65760422,20.68898582,70.55166626,78.23310852,1501.493652,0.239277542
QL173,9.944491489,0.117586024,244.7750488,1.361005908,1.196521296,25.82335091,6,400.5332031,391.5447083,19.95220566,21.09517479,75.83953094,80.18402863,1499.79248,0.159182087
QL173,14.50637346,0.10610964,1521.518548,1.2356895,1.198596361,25.84064865,6,1794.215454,1779.881958,20.07151413,21.10935211,76.29525757,80.24025726,1500.903687,0.09510956
QL175,5.225006347,0.063558024,255.272662,0.938842701,1.495183738,26.7583828,6,402.2877197,397.4847107,19.2359314,20.02528954,72.74224091,75.7272644,1500.146606,0.067076787
QL175,14.81028984,0.08344611,1466.752682,1.185811961,1.448816965,26.79201317,6,1811.336914,1796.802734,19.55521774,20.55165482,73.31906891,77.05503845,1499.78186,0.050059006
QL185,17.37211942,0.346456328,288.9838561,3.274043761,1.058766471,26.01752281,6,400.1867676,384.2029114,20.09955978,22.84439659,74.76123047,84.97077179,1500.241577,0.03303729
QL185,20.26035107,0.301832611,1654.882462,2.953923173,1.079612589,26.0051384,6,1824.901978,1802.950806,20.14061356,22.61756134,75.39769745,84.67031097,1499.955688,0.098112762
QL184,6.475550563,0.072177378,242.8752605,0.876080587,1.233515841,25.71483231,6,402.1031799,396.2497559,19.79087067,20.52706146,73.84230042,76.58912659,1499.370361,0.084096164
QL184,16.13920471,0.060341058,1325.55054,0.741067066,1.242323468,25.74990273,6,1808.396118,1793.410645,19.88748932,20.51018906,74.16432953,76.48649597,1499.337891,0.296341926
QL186,6.817933871,0.113104475,286.8429995,1.425824015,1.298711523,26.54550552,6,400.4038391,394.0725403,20.34209251,21.53899002,75.42978668,79.86795807,1499.554932,0.391453773
QL186,15.01707359,0.146627182,1612.129543,1.597477708,1.136740942,25.99798393,6,1830.759277,1815.386475,20.70393372,22.04434776,76.26806641,81.20581055,1501.214111,0.20022057
QL227,1.597738363,0.037667208,321.9361925,0.498871252,1.254593372,24.52082062,6,401.083313,398.3885193,18.42141151,19.15540314,64.89393616,67.479599,1498.652588,0.08209607
QL227,9.228447871,0.038388469,1377.775799,0.525434913,1.297153761,24.55933762,6,1817.891235,1802.62915,18.01195717,18.78523636,63.5638504,66.29273987,1500.137207,0.055064309
QL226,1.53088645,0.020232778,267.5913703,0.298691666,1.387617249,25.45529747,6,399.8551025,397.3804932,19.17264938,19.61194229,63.41305161,64.86600494,1500.44751,0.192221686
QL226,12.55106056,0.027481968,1112.656035,0.340197889,1.168321114,24.18490791,6,1899.801636,1880.015747,18.91187286,19.41226196,66.70425415,68.46918488,1500.791626,0.043050475
QL229,1.036700031,0.021287269,313.0191676,0.299911199,1.327079041,24.36015511,6,401.319458,399.5846252,17.6487751,18.09050941,62.25514984,63.81334686,1499.224121,0.089103758
QL229,8.071528566,0.019459666,1103.182081,0.278005328,1.343533249,24.81378555,6,1817.470337,1804.610107,18.3893528,18.79853439,63.77949905,65.19865417,1499.672974,0.128152058
QL230,5.36291785,0.054641459,225.1830169,0.660867845,1.149007599,25.8620491,6,399.5989685,391.1661377,21.97644997,22.94508553,74.97618103,78.28083038,1500.019165,0.200228587
QL230,17.62444836,0.062694854,1292.995934,0.694513931,1.056077144,25.38217163,6,1808.326172,1780.031738,21.91855049,22.93654823,74.61470795,78.08016205,1499.06958,0.124143548
QL228,7.7436878,0.080854891,225.93108,0.93526258,1.111657449,25.04857826,6,401.3277283,389.1640015,20.31248283,21.68520737,69.03904724,73.7047348,1499.964722,0.132153064
QL228,28.8412447,0.089550477,1208.436829,0.953343332,1.02544045,25.29703712,6,1811.082153,1765.288696,21.68530846,23.08253479,73.19425201,77.91030121,1500.359497,0.139161587
QL231,7.137802329,0.075355812,228.0259137,0.80873522,1.02764874,25.49189377,6,400.0158691,388.8357849,22.27178383,23.45660973,75.25661469,79.26015472,1500.288452,0.090105161
QL231,14.47793856,0.209481049,1640.587016,1.56710532,0.752635149,24.8515892,6,1806.750977,1780.841675,22.75951385,25.05183601,80.66080475,88.78491211,1500.499146,0.122138947
QL233,6.558914629,0.102177804,281.4099234,0.976518525,0.924480034,24.98818779,6,399.90448,392.9638672,22.5813427,23.5345993,80.01799011,83.39589691,1500.982544,0.136158541
QL233,17.69806198,0.090920824,1439.250207,0.888944693,0.942417618,24.70307732,6,1805.459717,1786.178711,21.91820335,22.78667259,78.35591888,81.46062469,1500.543213,0.089101665
QL232,3.23438543,0.037402966,251.247965,0.378714796,0.956002723,24.944767,6,400.0376282,396.6539307,22.7454052,23.1152668,81.18360901,82.50373077,1500.423218,0.144165546
QL232,14.66848002,0.037437941,1131.049876,0.390086273,0.983646442,25.07168007,6,1805.826416,1790.462769,22.69799614,23.07899857,80.62379456,81.97711945,1499.139526,0.177204072
QL234,3.830674473,0.065611196,293.8135137,0.717029348,1.044449312,24.44417381,6,399.552948,395.4403076,20.51756477,21.21911049,74.11930084,76.65362549,1500.634155,0.090102285
QL234,13.13387572,0.059666891,1404.455764,0.674896392,1.07938439,24.09668541,6,1807.540161,1793.200928,19.53290939,20.19395256,71.09240723,73.49835205,1500.312744,0.150172591
QL245,14.02585022,0.308020374,296.4933429,3.96291186,1.327066922,25.17052078,6,403.2580566,384.6014404,15.26641178,19.92630386,45.75828171,59.72545624,1498.813599,0.110127382
QL245,25.36086227,0.305446213,1607.884711,4.022789783,1.357251857,25.25589371,6,1832.920166,1793.832642,15.048666,19.77992821,44.95837402,59.09317398,1499.343872,0.16618596
QL244,14.48474635,0.405067966,317.6751564,4.6513159,1.225086419,24.71348763,6,404.0184631,390.036377,16.18025017,20.09023285,47.00099945,58.35886002,1500.407471,0.02903212
QL244,26.20851649,0.39407919,1637.236378,4.337432407,1.169526335,24.7171669,6,1832.642212,1791.873169,15.58889866,20.68518639,47.0112114,62.38001251,1501.266724,0.113129161
QL246,4.177993641,0.063489612,278.0865344,0.996916572,1.484808219,24.45233154,6,403.3914795,394.2405701,14.87125492,16.83342743,50.75697327,57.45405197,1500.482666,0.259297401
QL246,11.50998954,0.060624038,1452.844188,1.005097242,1.565584299,24.80719376,6,1833.575928,1806.900269,14.69886112,16.67727089,46.47509003,52.73046112,1500.222046,0.128143281
QL249,10.61350151,0.159128338,261.1212153,2.113421506,1.301136594,24.1898613,6,403.5661621,380.7093506,14.11379433,18.26716995,44.55062866,57.66088486,1500.932983,0.14416635
QL249,21.53157963,0.150140992,1505.309915,2.128257342,1.383906461,24.49951744,6,1836.216309,1785.500122,13.80718136,17.99148941,41.8179512,54.49101257,1500.648804,0.082091972
QL248,9.754718524,0.142587568,259.8965838,2.013200584,1.374172111,24.61814308,6,403.2538452,382.1833191,14.37011528,18.3269062,45.35426712,57.84250259,1499.095093,0.262303084
QL248,16.44214983,0.148478474,1567.673506,2.136234755,1.402860985,24.84940147,6,1834.880371,1794.287476,14.28347874,18.48138809,44.84123611,58.02005768,1500.254639,0.113128044
QL250,6.237117899,0.08005205,252.9990155,1.396712525,1.659810746,25.10027504,6,403.7995911,390.2221985,13.51513004,16.26577187,40.88410187,49.20495987,1500.158813,0.162185997
QL250,18.36169657,0.075337741,1350.126363,1.362338788,1.717202552,25.2604332,6,1838.260132,1796.599121,13.29881668,15.98268223,40.11598969,48.21189499,1499.14209,0.192217797
QL253,8.849454634,0.128734553,261.5157935,2.072807373,1.559436761,25.0125103,6,404.2476501,384.9321289,13.07177067,17.15068436,39.53044128,51.86551285,1500.237061,0.151169196
QL253,22.53113899,0.121232396,1434.10798,1.986271566,1.582662127,24.98750877,6,1839.704712,1787.486816,12.94531822,16.85500336,39.31893539,51.1938591,1499.796265,0.119132757
QL252,10.51115515,0.174060469,270.4670985,2.585354348,1.461915919,25.06849098,6,403.928894,380.9131165,13.2121706,18.29356003,39.92805862,55.28435135,1499.162964,0.071080409
QL252,20.75661371,0.157248575,1522.074694,2.487591248,1.547154379,25.37255478,6,1838.957642,1788.502441,13.11925507,18.00908852,39.65925598,54.44112396,1498.706543,0.003003346
QL254,5.302117308,0.080992885,274.8006618,1.515449178,1.780219335,25.51154137,6,404.4525452,392.6468506,12.8449564,15.83075333,37.24749374,45.90563583,1499.960327,0.187215656
QL254,14.52358663,0.076782828,1445.598969,1.473194465,1.822520706,25.65293694,6,1841.643799,1807.238647,12.77188492,15.6748867,36.94140625,45.33804703,1500.465332,0.043048635
QL290,23.69001091,0.174227168,1508.943573,2.42019664,1.36046499,24.249403,6,1811.444946,1777.853882,15.00733852,17.85968399,51.34378433,61.10235977,1500.159058,0.026028134
QL290,10.12830986,0.148219978,261.2128105,2.165550486,1.416747791,24.57861137,6,400.330658,383.8887939,14.71464729,17.90527725,49.98817444,60.8272934,1499.292358,0.064068839
